"ZmPla1.2","ZmPla1.2_raw","experiment","plate","well","barcode","tube_num_full","tube_num","tissue_key","tissue","ID","temp_tx","fertilizer_tx","tray","pot","line","source","tissue_stage","date_planted","emergence_date","unique_id","harvest_date","genotype","inv4m_genotype","uniqueID","file","Filename","fastqc","Total_Sequences","samp","full_geno","group"
1.15753563324697,12,"gc72","2","G7","ILLSINHA50",232.1,232,1,"V3 Primary root","gc72220","cold","high",3,2,"PT",NA,"V3","3/2/2017","3/8/2017","cold_3_2_V3","3/23/2017","PT","Inv4m","gc72220_1","GC72_P2_ILLSINHA50_1.fq.gz","GC72_P2_ILLSINHA50_1.fq.gz","pass",10779697,"GC72_P2_ILLSINHA50","PT_Inv4m","cold_PT_Inv4m"
-2.46659571423882,0,"gc72","2","F7","ILLSINHA51",220.1,220,1,"V3 Primary root","gc72270","cold","high",5,9,"F1",NA,"V3","3/2/2017","3/13/2017","cold_5_9_V3","3/23/2017","F1","H","gc72270_1","GC72_P2_ILLSINHA51_1.fq.gz","GC72_P2_ILLSINHA51_1.fq.gz","pass",5152570,"GC72_P2_ILLSINHA51","F1_H","cold_F1_H"
4.6253098439433,40,"gc72","2","E7","ILLSINHA52",228,228,0,"V3 Leaf tissue","gc72360","cold","low",10,9,"B73",NA,"V3","3/2/2017","3/9/2017","cold_10_9_V3","3/23/2017","B73","B73","gc72360_0","GC72_P2_ILLSINHA52_1.fq.gz","GC72_P2_ILLSINHA52_1.fq.gz","pass",2658763,"GC72_P2_ILLSINHA52","B73_B73","cold_B73_B73"
4.5594903873574,15,"gc72","2","D7","ILLSINHA53",230,230,0,"V3 Leaf tissue","gc72330","cold","low",9,3,"F1",NA,"V3","3/2/2017","3/8/2017","cold_9_3_V3","3/23/2017","F1","H","gc72330_0","GC72_P2_ILLSINHA53_1.fq.gz","GC72_P2_ILLSINHA53_1.fq.gz","pass",1247434,"GC72_P2_ILLSINHA53","F1_H","cold_F1_H"
3.424674780953,1,"gc72","2","C7","ILLSINHA54",229,229,0,"V3 Leaf tissue","gc72326","cold","low",9,1,"PT",NA,"V3","3/2/2017","3/7/2017","cold_9_1_V3","3/23/2017","PT","Inv4m","gc72326_0","GC72_P2_ILLSINHA54_1.fq.gz","GC72_P2_ILLSINHA54_1.fq.gz","pass",234110,"GC72_P2_ILLSINHA54","PT_Inv4m","cold_PT_Inv4m"
1.31898937345974,6,"gc72","2","B7","ILLSINHA55",230.1,230,1,"V3 Primary root","gc72330","cold","low",9,3,"F1",NA,"V3","3/2/2017","3/8/2017","cold_9_3_V3","3/23/2017","F1","H","gc72330_1","GC72_P2_ILLSINHA55_1.fq.gz","GC72_P2_ILLSINHA55_1.fq.gz","pass",4492948,"GC72_P2_ILLSINHA55","F1_H","cold_F1_H"
-2.45316327315096,0,"gc72","2","A7","ILLSINHA56",229.1,229,1,"V3 Primary root","gc72326","cold","low",9,1,"PT",NA,"V3","3/2/2017","3/7/2017","cold_9_1_V3","3/23/2017","PT","Inv4m","gc72326_1","GC72_P2_ILLSINHA56_1.fq.gz","GC72_P2_ILLSINHA56_1.fq.gz","pass",4690680,"GC72_P2_ILLSINHA56","PT_Inv4m","cold_PT_Inv4m"
-0.945353541134139,1,"gc72","2","H8","ILLSINHA57",228.1,228,1,"V3 Primary root","gc72360","cold","low",10,9,"B73",NA,"V3","3/2/2017","3/9/2017","cold_10_9_V3","3/23/2017","B73","B73","gc72360_1","GC72_P2_ILLSINHA57_1.fq.gz","GC72_P2_ILLSINHA57_1.fq.gz","pass",5402010,"GC72_P2_ILLSINHA57","B73_B73","cold_B73_B73"
4.94124928882852,38,"gc72","3","H1","ILLSINHA1",93,93,0,"V3 Leaf tissue","gc72016","warm","high",1,8,"B73",NA,"V3","3/2/2017","3/6/2017","warm_1_8_V3","3/13/2017","B73","B73","gc72016_0","GC72_P3_ILLSINHA1_1.fq.gz","GC72_P3_ILLSINHA1_1.fq.gz","pass",2680030,"GC72_P3_ILLSINHA1","B73_B73","warm_B73_B73"
2.98148129208801,0,"gc72","3","G1","ILLSINHA2",105,105,0,"V3 Leaf tissue","gc72036","warm","high",2,9,"F1",NA,"V3","3/2/2017","3/6/2017","warm_2_9_V3","3/14/2017","F1","H","gc72036_0","GC72_P3_ILLSINHA2_1.fq.gz","GC72_P3_ILLSINHA2_1.fq.gz","pass",527908,"GC72_P3_ILLSINHA2","F1_H","warm_F1_H"
