data$RILS,BLOCK,LPCs,PCs,PCs_LPCs,PC32_1.LPC_18_1,PC34_1.LPC_18_1,PC36_1.LPC_18_1,PC36_2.LPC_18_1,PC32_1.LPC_18_2,PC34_1.LPC_18_2,PC36_1.LPC_18_2,PC36_2.LPC_18_2,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_5_A,PC_38_2,PC_38_5_A,PC_p_36_3__PC_o_36_4,PE_34_2,SM_d32_1,TG_46_3,TG_48_0,TG_48_3,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_3,TG_54_4,TG_54_5,TG_56_4
LANMLR17B044,NA,2050156,15585689,7.602196613,0.2368655038,3.583226549,0.2713329323,3.596563718,0.01110882169,0.1680507467,0.01272531928,0.1686762504,98157,NaN,76478,1630686,244835,NaN,31451,18115,23458,25861,274038,5785488,2416826,13432,56593,24810,20751,275058,413441,136649,3491573,2513181,11379,3523,12695,97059,NaN,NaN,5807,NaN,13719,44615,24972,NaN,17144,23426,51896,NaN,NaN,20907,18138,45400,114732,NaN
LANMLR17B046,NA,2288693,9758160,4.263638679,0.06541949745,1.487549979,0.04533042941,1.212349251,0.002299858066,0.05229562976,0.001593615937,0.04262079826,188770,20002,61526,1750108,268287,2926,31419,4025,13942,183160,91523,3199819,1901285,31706,43715,83151,2789,74591,199379,123883,1689579,2035444,2974,7925,34925,172332,21458,2025,11453,1413,11938,25523,22175,3592,1896,12679,17070,74162,125236,94525,5470,3262,29532,857
LANMLR17B047,NA,3510936,10884256.333333334,3.3183334066666665,0.17453920594,2.0584271748666665,0.34818553106666666,1.740450723,0.008179867283333333,0.08832243626666667,0.015193973039333335,0.07257567622333333,87057,11720,115507.66666666667,2839249,465215.6666666667,21010,97926,20775.333333333332,12678,34367,230412.33333333334,4904364.5,2206522.6666666665,28043.333333333332,59429.333333333336,60428.333333333336,39162.666666666664,191164,266426.6666666667,133221.66666666666,2153110.3333333335,1975605.3333333333,15305,20280.333333333332,43770.5,90398,22848,NaN,54019.333333333336,NaN,68565,96821,59586,NaN,62381.5,86791.66666666667,98567.66666666667,429863,840914,188311.33333333334,43522,101116.33333333333,245709.66666666666,NaN
LANMLR17B048,NA,2979986,13775726,6.553906901666667,0.24927128446,4.382754621,0.28531139936666666,3.0006013642666667,0.019885248647333334,0.3527139529166667,0.025388920006,0.22795363990333334,152297.33333333334,NaN,155605,2180438.6666666665,491645,NaN,56541,27325.666666666668,18839.666666666668,81639,459560.3333333333,4386782,2286571.6666666665,39840.666666666664,96802.66666666667,108356.66666666667,35037.333333333336,313692.3333333333,552022.6666666666,256601.66666666666,2262864,2653956,15902.666666666666,15613.666666666666,45344.333333333336,309385.3333333333,NaN,NaN,43064.666666666664,NaN,27363.666666666668,99865,62967.333333333336,NaN,13661.333333333334,60248,115897,NaN,NaN,23114,42234.666666666664,100066.66666666667,245249.66666666666,NaN
LANMLR17B052,NA,3538936,12002798.333333334,35.45243770966667,3.8733161403166667,61.89264049493334,2.53300428924,42.399287578666666,0.11977994878513334,1.9137330055633333,0.07812373714166666,1.3076603153466666,76892,6425,62867.333333333336,2506885.6666666665,890149.3333333334,3429,13336.333333333334,13773.666666666666,18289.666666666668,24245,218844,3730020,2351289,27304,41879,38756.666666666664,11607,204483.33333333334,281365,212998.66666666666,1909623,2835546.3333333335,9412,9293.666666666666,14372,287971.6666666667,1560,5184,4624.666666666667,4197,35013.333333333336,52122.666666666664,17189.333333333332,7770,9930.666666666666,21338,17660,298321,412909,67961.33333333333,16099.333333333334,41675,97019,10466
LANMLR17B053,NA,4615527.5,10076857,2.165941519,0.101735614525,1.662652991,0.11242874851000001,2.262297019,0.0029946685295,0.047706924299999995,0.0032401202759999997,0.066543251950000007,89254,10708,97466,3442181,981272.5,4997,42847.5,10796,16853,91006,169397.5,4346165,1898892,26137,62514.5,66783.5,11535.5,239790,204877,198944.5,1792699.5,3003791,12657,17502,29384,299739,10580,NaN,4102,NaN,54614.5,72076,52572,NaN,9006,52024.5,39668,288598,524819,219678,44219.5,116453.5,131108,NaN
LANMLR17B054,NA,3469055.3333333335,10216341,3.254098970333333,0.07728349845333334,1.4335904218,0.10838436598333334,1.6624427989333335,0.004770241019333333,0.09142811543333333,0.006721372229,0.11269180227333334,121187.66666666667,20638,166057.66666666666,2549050.3333333335,619001,20767.5,22066,11812,26701,94430.66666666667,227950,3275811.6666666665,1396401.3333333333,19716.666666666668,54489.666666666664,25649,16724.333333333332,270121.3333333333,323214.3333333333,148096,2174796.6666666665,2054514,12402.333333333334,17465.666666666668,20090,248157.66666666666,15169.5,1444.5,4806.333333333333,1263,4838.666666666667,27953.333333333332,17950.666666666668,3023.5,40464.333333333336,11278.666666666666,40413,93141,117093.5,55091.333333333336,8985.333333333334,48718,155521.33333333334,1513.5
LANMLR17B055,NA,2386669,12235471,6.8949581835,0.37614202134999997,2.8658983444999997,0.29278933505,3.9457868339999997,0.01592382906,0.11253625683999999,0.011737410770000001,0.1586160318,88544.5,7383,98058.5,1900849,295525.5,11463,20498.5,31733.5,21964.5,293782,193029,3938376,1646782,22020,67517.5,82613,21053.5,286148.5,395766,193215,2665801.5,2230306.5,20666.5,17470,40522,266745,13185,433,3306,518,27901.5,12606,16672,695,13467.5,34731,10137.5,42734,51714,23086.5,36894,97590.5,17253,1304
LANMLR17B056,NA,2567821,13377940,5.2146373355,0.3391431095,2.661500859,0.43610931529999997,2.7273365,0.0285195823,0.18197518995,0.02798835122,0.1956124779,93660.5,NaN,137386,1853426,483348.5,NaN,102524.5,50070,27176.5,152167,336415,4185241,2538750.5,33728.5,100051,181782,52652.5,357078.5,403656.5,337718,2114819.5,2199894,13743,32720,84044,261715.5,NaN,NaN,47986,NaN,62414.5,171391.5,135321.5,NaN,38043,106400,156863.5,NaN,NaN,56568.5,59685.5,151393,346850,NaN
LANMLR17B057,NA,251255,15354911,73.33742834,8.648761218,144.54002976,8.081427250333332,226.68150523,0.15158293429,2.5156745324333336,0.13745646294666666,3.8634479469666667,59112,2272,3229.3333333333335,152862.33333333334,35294,1583,14888,17952,31708,48848,299154.3333333333,5160873.666666667,2160405,40848.333333333336,45686.666666666664,31492.333333333332,15543.333333333334,433095,365706,262013.66666666666,2853179.6666666665,3493954.3333333335,9366.333333333334,19832.666666666668,6601.666666666667,486417,2888.5,1132,4385.666666666667,727,13767,19317,12445,1239,9027.666666666666,17658.333333333332,20931,114399,149835,23826.333333333332,15747.333333333334,42422.333333333336,74414.5,1865
LANMLR17B058,NA,2553246,12442089.5,4.855582769,0.18049812216,2.452305648,0.5426108672,1.7679911595000002,0.009404982682499998,0.130099389115,0.028252871216,0.095688042645,91181,16376,116247,2102752,234878,13843,183388.5,20755,7904,94655.5,282830,4339225,2345643.5,18504,85183,60881.5,62386,204596.5,306261.5,196322.5,2708827,3583369.5,14926.5,19739.5,63498,240222,20140,NaN,56978.5,NaN,21909,30730,34983,NaN,16335,25371,33194.5,72571,122040,60068.5,18762,35646.5,81066.5,NaN
LANMLR17B059,NA,4236833,10355283.5,2.5326640620000003,0.09197708839999999,1.357875285,0.09131452491,2.2841697874999998,0.0022304743905,0.033471135855,0.0022287786610000002,0.056027283149999996,121644,14338,81493.5,3325350,701176.5,11786,22149.5,8158.5,19588.5,42430,113193,3996011,2106980.5,22211,60826,62564,7907.5,194110,206125,197908,2043148,3171284,12595,18317,25815,196158,8872.5,NaN,6851,NaN,28733.5,35265,19782,NaN,12023,30489,25491.5,259151,416522,150962.5,33541,61440.5,82736,NaN
LANMLR17B060,NA,7919000,11314277,1.428750726,0.09793441032,1.037232658,0.03668408504,1.1358985,0.002612979217,0.02767431152,9.787647823e-4,0.03030680598,137553,38250,142187,5329166,2271844,4139,22646,13925,20729,35712,147481,5002055,2522692,33938,50545,68968,5216,161510,326546,173569,2520321,46798,3432,23127,NaN,225947,NaN,NaN,20256,NaN,22519,75905,52084,13448,26434,37757,56042,513687,899848,NaN,21702,62892,180119,5421
LANMLR17B062,NA,2702739.3333333335,11019770.333333334,13.235998880999999,0.17724413744666667,4.007627370333333,0.45742219933333333,5.608786283666667,0.006373102693666667,0.15968819898,0.018680135631666667,0.22949786013,86580.33333333333,14610.5,51326.666666666664,1906295,648797,11936,21450,8620.333333333334,15017.333333333334,77119,160791.33333333334,3049529.5,2286403.6666666665,20787,59622,78329.33333333333,13662.333333333334,194054.33333333334,264514.6666666667,172022,2256993.6666666665,3276918.6666666665,10267.666666666666,19150.666666666668,44350,287471.6666666667,18750.333333333332,3086,10240.333333333334,3232,15276.666666666666,45604.666666666664,92424.5,1738,5590,24278.333333333332,26397,215803,388845,204000,13677.333333333334,50317.333333333336,68832,10329
LANMLR17B064,NA,370477,17320442,47.943413745,2.188229789,50.497151605,3.534824764,57.378142865,0.12039646065,2.8270311595,0.1945280784,3.1746337005000003,92953,NaN,11681.5,222264,43578.5,NaN,27461.5,25422,27440.5,84582.5,587567.5,5380887,2690562,43647,92867.5,77929,41067,666928,584348.5,448406.5,2795095.5,3633342,20390,22762.5,9199,405545,NaN,NaN,4326,NaN,14018,18029.5,7405,NaN,4057.5,16694.5,22468.5,NaN,NaN,2208.5,11630,19728,26468,NaN
LANMLR17B065,NA,4545569,10754523,2.3476800276666667,0.13706266052333332,1.7403179678,0.17670448694666666,2.3113103930000003,0.004067433217,0.050461870756666666,0.005102144026666667,0.06749613459333334,114886,14442,112417,3599845.6666666665,713606.3333333334,1269,40558.666666666664,15077,19599,118322.5,186285.66666666666,3663377,1754006,24996,67153,60729.666666666664,18882.333333333332,250476,294354.3333333333,182514,1934189.6666666667,2058014,12633,16098.333333333334,36009,328585.6666666667,5239,1872,17618.333333333332,1569,19870.666666666668,71160,39976,1588,19927.666666666668,41215.666666666664,64109.666666666664,114886,142667,45728.333333333336,25876.333333333332,62811.333333333336,132513,716
LANMLR17B067,NA,2625539,13164260.333333334,5.097248138,0.22869262473333332,3.8447931856666666,0.2861831013,5.290421648333333,0.00796205991,0.13986474533,0.010399570818,0.19518213351666666,120524.66666666667,9562,73035.33333333333,1979030.3333333333,449761.3333333333,1601,42725.333333333336,15240.333333333334,24530.333333333332,61304.333333333336,280105,4261132.333333333,1996739.6666666667,25213.333333333332,68872,38336.666666666664,20302.666666666668,378925,422785,276980.6666666667,2375318.6666666665,2805088.6666666665,18112.333333333332,10494,13029,287026,6016.5,1065,3196.6666666666665,714,28517,16499,11007.666666666666,1573,4774.666666666667,41369.666666666664,6684.333333333333,60510,106531,27038.666666666668,26476.333333333332,68516.33333333333,17829,1553
LANMLR17B068,NA,2468503,9676152,3.919846158,0.07952992018,1.587114698,0.1212241478,2.565639194,0.001910695764,0.03813021972,0.002912394043,0.06163914071,153761,23869,45354,1887794,357725,4794,19567,3607,13310,29093,71982,3295437,1885419,15777,53540,33604,5498,116362,150528,181525,1802104,1957986,12732,2987,20300,123366,11848,963,11982,874,9417,26175,17673,798,2094,13573,11927,86703,137224,86240,2954,14364,27956,1235
LANMLR17B071,NA,366373.6666666667,16876197.666666668,48.26290307,4.745053941666667,73.44388771333334,3.646673138,74.30806527,0.11791894853333333,1.83752707,0.09094917484666667,1.8626727036666668,67028.33333333333,NaN,5589,224418.33333333334,69338,NaN,21697,26225,30492,41665,400396.3333333333,5421535.666666667,2565167.6666666665,45512,48864.333333333336,37397.333333333336,19939.333333333332,405284,483071.3333333333,292729.6666666667,2840662.3333333335,4082733.6666666665,15185.333333333334,30062,3758.6666666666665,535742.3333333334,783,NaN,6894,NaN,39263,48097,30635.666666666668,NaN,14438.666666666666,41863.333333333336,26664,NaN,NaN,11710,33817.333333333336,94231,91011,NaN
LANMLR17B072,NA,2424286.5,14411244.5,5.9784772969999995,0.63380061555,7.6993040735000005,0.8581256424000001,10.52248742,0.010989519521,0.13842647895,0.01955834963,0.1751484095,76322.5,NaN,55227,1787605.5,505131.5,NaN,96242,18872.5,16101,167153.5,240502,4442889,2635107.5,44140,81191.5,98123,36227.5,296666.5,258696,257833,2164763,3413790.5,16742,29994.5,43313,419248,NaN,NaN,47443.5,NaN,16627.5,106973.5,82249.5,NaN,12675.5,41121,50976,NaN,NaN,20786.5,25301,58004.5,115738,NaN
LANMLR17B074,NA,2430824.6666666665,13158667.333333334,6.605531089333333,0.17156894684666668,3.046244446466667,0.21501126881666666,2.9095032636,0.013275706181666666,0.24889413066666666,0.017836327729666666,0.22056375266,133523.66666666666,31668,154257.33333333334,1706316.3333333333,426171.3333333333,17330,28828.666666666668,19231.666666666668,24750.333333333332,66400.33333333333,358471.6666666667,4520931.333333333,2201905.3333333335,27531,76763.66666666667,71877,25397.333333333332,335996.3333333333,477407,249030.33333333334,2281185.3333333335,2299600,13937,8733,31058.666666666668,236273.33333333334,14941,2896,7900,3925,15273.333333333334,39836.666666666664,22936.333333333332,3055,11290,25082,36139.333333333336,224225,243439,43375.666666666664,18273.333333333332,31706.666666666668,75565,3131
LANMLR17B075,NA,2618908,12233157.5,4.9041156745,0.2901570483,2.675175704,0.21973737725,4.307015637999999,0.007246778186000001,0.06799403671000001,0.0055453080425,0.108954733305,98862.5,13048,48298.5,2025807,439416,1224,20879.5,13900,24778,36327,127535.5,4149612.5,2288442,40128,62016.5,55229,10496.5,205601.5,232238,193673,2265471.5,2438334,11611.5,12787,17304,192153.5,8773.5,948,4054.5,777,27043,33583.5,10765.5,1174,9442,24985,22913.5,83824,129280,42693,17981,45781.5,25151,1468
LANMLR17B077,NA,2663653.5,11075627,4.508275837499999,0.09102154731,1.9229474249999998,0.15059637095,2.7839791246,0.0041811755661,0.09025223225500001,0.007118935521,0.128838755955,110383.5,11890,109726.5,2182761.5,254837,8170,38137.5,7697.5,15723,38053.5,176533.5,5059105,2033801,22115,74802,48532.5,14193.5,242347.5,308836.5,218668.5,2188871,3022275.5,12228.5,16254.5,34103,255879,5782,NaN,5439.5,NaN,39113,42830,23156,NaN,13601,39659.5,41951.5,456450,582557,136527,36426.5,109424.5,272390,NaN
LANMLR17B080,NA,5214083.5,11292135,2.175481897,0.15674563485499998,1.85787477,0.23886546746499998,1.3247958180000001,0.0039145701365,0.05106416033,0.00563587724,0.04034236239,95743,NaN,119124.5,3872232,1126984,NaN,50760.5,15029,14367,22171,197966.5,4053474.5,2384123,27755,53706.5,55779.5,21502,157868.5,205844.5,131539,1719679.5,2066179,7220.5,19503,42754,99027.5,5009,NaN,69156.5,NaN,108544,238336.5,181813,NaN,27204.5,105748.5,72964.5,NaN,NaN,45048,59885,158507,243279,NaN
LANMLR17B084,NA,164330.66666666666,17121552,105.20314118666667,10.057045007333333,116.27079377333334,6.367179522,122.93817653333333,0.39365377516666666,4.614455009,0.25556443823333336,4.575817272,55316.666666666664,NaN,3445.3333333333335,82454.66666666667,23114,NaN,35771.333333333336,32659.333333333332,38086.333333333336,68105.66666666667,375324.6666666667,5901076.666666667,2944500.6666666665,47303.333333333336,61540,34855.333333333336,21134.333333333332,373227,439876.3333333333,298215.3333333333,2716953,3574037.3333333335,17243,24769.333333333332,7593.666666666667,592708.6666666666,NaN,NaN,16667.666666666668,NaN,23849.666666666668,20824.666666666668,14563.333333333334,NaN,6987,25302,16706.666666666668,NaN,NaN,7626.333333333333,22938.666666666668,70996.33333333333,73983,NaN
LANMLR17B086,NA,4356506,12548001,2.880290076,0.1874786262,2.626642728,0.1981044506,4.415604084,0.004914656273,0.06885609534,0.005193206824,0.1157528021,77068,NaN,81876,3123311,1074251,NaN,29943,15350,25928,160582,215059,4151839,2327966,27702,72657,43742,16220,361532,272567,270315,1907100,2560375,16572,13555,18776,322657,NaN,NaN,9262,NaN,20576,115330,122290,NaN,189252,51271,90329,NaN,NaN,27391,22031,87005,195027,NaN
LANMLR17B090,NA,2892690,12817646.333333334,4.455187454333333,0.18965359545666666,3.667229402666667,0.21728327288,2.8672532423333332,0.005375625100333333,0.10516276744,0.006205025982333334,0.08452176745333333,100493,4008,77724.33333333333,2211969.6666666665,501167,15844,32468.333333333332,12686.333333333334,23584.666666666668,85242.5,247953.66666666666,4054444.6666666665,1857977,21870,57740,36997.666666666664,14766,199833.66666666666,419533.6666666667,120611.33333333333,2831198,2759138.3333333335,11320.333333333334,13397,12003,350539,5139,2680,9893.666666666666,2975,12622.666666666666,14951.333333333334,9678.666666666666,1615,13013.333333333334,14851,14294.333333333334,45966,76366,22805.333333333332,14014.666666666666,40254,65421,1308
LANMLR17B091,NA,4325871,7048056,1.629280207,0.03339749073,0.4227972626,0.03056743656,0.4903906473,0.001284421326,0.01626019826,0.001175581355,0.0188597464,180144,20404,140280,3647557,337486,4412,42905,4685,2959,164416,59310,2290127,906412,20875,58856,123078,4288,68792,134627,62077,1648099,1349481,10915,7877,83865,146294,16622,2966,16924,2386,20706,49482,30568,3889,14250,28379,43042,239695,290215,148773,17889,29182,70592,1654
LANMLR17B093,NA,3162583,8166552,2.582241162,0.03318866206,0.6510314526,0.03952204897,0.8593688046,0.001176262365,0.02307365674,0.001400728318,0.03045748516,73848,15065,93315,2632916,347439,17569,18875,3097,5175,23932,60751,2721223,1614006,14164,48506,33050,3688,80192,165268,100840,1714699,1502186,3321,9961,26049,94970,4470,3315,3877,1438,2969,45431,37528,4961,18435,16430,23649,243851,439341,301599,4429,28202,66012,4499
LANMLR17B094,NA,5186709,10273621.666666666,2.1671997236666667,0.16963883928333331,2.0166441413333334,0.2734752346966667,1.7418063840000002,0.0044694117346666664,0.05868068695,0.006992544479,0.05180685934333333,98436,10926,106564,3773428.6666666665,1204638.3333333333,4890,69108.66666666667,16954,15373,18768.5,208703.66666666666,3529385.6666666665,1773430,19744,45625,29709,27558.666666666668,177421.66666666666,263292.3333333333,146684,1907238.6666666667,1948856.3333333333,9639.666666666666,12319.666666666666,26147,245738.33333333334,2885,472,27019.333333333332,367,44454.666666666664,73240.66666666667,36375.666666666664,242,16163.666666666666,36832.333333333336,39040.666666666664,2158,3722,18530,27726.666666666668,69985,122228.5,58
LANMLR17B095,NA,3867624.3333333335,9510711,3.3311388756666664,0.30647465868,4.107325803666667,0.44965330963666666,5.889783703733333,0.009484522780333333,0.11643824952000001,0.015616366444333334,0.13881169852,96242,13567,124100.66666666667,3099279.3333333335,543480,16404,178691.33333333334,37348.666666666664,29120,131630,394980.6666666667,3587614,1679689.6666666667,29049.333333333332,63344.333333333336,66856,66760,384842.3333333333,255557.33333333334,252346,1685390.6666666667,580787.6666666666,25190,27878.333333333332,48245.666666666664,430276.6666666667,19795,1824,78690.66666666667,1456,35361.666666666664,261874.33333333334,143839.33333333334,2060,18248.666666666668,104629,175315.66666666666,362880,537307,138200.33333333334,47182,235491.33333333334,446758.6666666667,2369
LANMLR17B098,NA,8859617.5,5700907.5,0.9913183566,0.20408614695,0.7959536879,0.11232631095000001,1.1573437744500001,0.0043974638124999995,0.0207109210925,0.0023437628404,0.0311843799175,192390.5,17454,101624,6537564.5,2019311.5,34447,53176,21445.5,9500,135016.5,88468.5,1925421.5,1178632,13831,40623,54251,11699.5,130087.5,103693,105581,794993.5,951154.5,13751.5,13143,41203,154871.5,6263,7577,17791,6263,26727,75591.5,58149,3416,24089,41761.5,45460,18417,18680,34809,27389,48523,96506,NaN
LANMLR17B099,NA,4518326,12398675,2.936994845,0.09574242411666666,1.7004794836666668,0.17744370810000001,2.283023904,0.004182929049666667,0.06916976878,0.007955627984666667,0.09327524675333333,103413.33333333333,NaN,140177,3548163,726572.6666666666,NaN,31247.666666666668,13435,13067.333333333334,83466.5,241244.66666666666,4159295.6666666665,1923229.6666666667,30463.333333333332,71348,78234,24790.333333333332,321647,382909.6666666667,209812,2411484.6666666665,2314886,12582.666666666666,17060.333333333332,34560,261262,NaN,NaN,21716,NaN,29297.666666666668,62715.333333333336,61070,NaN,38198.666666666664,59289.333333333336,61125.666666666664,NaN,NaN,33363.666666666664,55028.333333333336,158368.66666666666,250712,NaN
LANMLR17B100,NA,326005.5,16626469,69.734281665,4.8910491270000005,77.11069240500001,3.6623591170000003,78.557497505,0.198110601185,3.1297179215,0.1483220266,3.188339324,119382.5,NaN,6449,153442.5,46731.5,NaN,49104.5,22760,26729,74117.5,372415,5398023,2769315.5,44291,63357,39387,16998,379188,437071.5,293579.5,2634570,3895675.5,14800,25570,10341,478410,1453,NaN,4144,NaN,106565.5,72331,14345,NaN,7356,104687,18427,NaN,NaN,11041,86230,242515,NaN,NaN
LANMLR17B102,NA,1924285.3333333333,12668960,10.561543951,0.5554856100633333,5.1834628132,0.40100308117666666,6.919813223899999,0.030714634208666665,0.2902689176066667,0.021237068385333333,0.344343281,183373.33333333334,20497.5,107421.33333333333,1136562,483263.6666666667,25502.5,39483,22461.666666666668,24745.333333333332,36010.333333333336,205309.33333333334,2548831.6666666665,3182744,27509,45943,54408.666666666664,14045,237951,228482,354342.6666666667,1673911.3333333333,3887199,4188,11578,9980.5,191630.66666666666,5084.5,111,40927,149,44509.666666666664,67252.33333333333,93446.5,80,2842,84671,49040.666666666664,25027,26385,18087.333333333332,55031.333333333336,43467.666666666664,50092.333333333336,83
LANMLR17B103,NA,1527767.5,5706982.5,4.5389800015,0.85723795434,3.2181892000000003,0.8325502979,1.641227868,0.1142836267115,0.3390472443,0.1094972637905,0.184700338755,57980.5,25463,73981,1000963.5,369379.5,12765,15965,41410.5,34190.5,60794,223389.5,1854622.5,750984.5,31414.5,58447,51879,41346.5,105024.5,260984.5,113634.5,917940,1045312.5,39221.5,21255,34384,122579,25434.5,23085.5,55013,19496.5,65630,174856.5,185574.5,25841,40207,88527,220635.5,1016332.5,1641182,845782,116339.5,135213,346271,58287
LANMLR17B106,NA,2787311.3333333335,14190264,7.1294695133333335,0.548986398,7.730251169,1.3357145073,11.994984271,0.019329653895666668,0.2808425031033333,0.04431513320666667,0.42473339213333333,89331.33333333333,NaN,68719.66666666667,1792231.6666666667,837028.6666666666,NaN,58810.333333333336,26681.666666666668,27340.333333333332,38824.333333333336,380281.6666666667,4135051,2675315.3333333335,23983.666666666668,48850,39652,59820,622557,429628,713573,2013180.6666666667,2769455.3333333335,39022,18492.666666666668,8621.666666666666,357089.3333333333,4704,NaN,26474.333333333332,NaN,28624.333333333332,60200,53830.333333333336,NaN,33387.666666666664,53421.333333333336,65486,NaN,NaN,23385.333333333332,44302.333333333336,110959,215718.5,NaN
LANMLR17B107,NA,2810926.5,11676212,5.009376577499999,0.27061584665,3.9736379790000003,0.280907832,5.1272457545000005,0.0068076374709999995,0.10494738675,0.0072870674379999995,0.1346940923,104443.5,8433,60992,2103515,537759.5,1802,25927,12537,27936.5,69868.5,224555.5,3922778.5,1817152,27095.5,58627.5,30057,14803.5,283895,319134.5,221099,2099104,2474057,14355,9367.5,8227,233768,5756,10641,7214.5,8143,13457,49206.5,36146.5,7798,66569.5,23673.5,49582,171115,268564,76824,16059,49201,143902,933
LANMLR17B108,NA,2296540.3333333335,12196580,7.7339698446666665,0.13880693481333334,3.416830892066667,0.22659201477,3.9686148746333334,0.012199792255666668,0.30972428438,0.017210036247333332,0.2923948768,157279.66666666666,12281,73177.66666666667,1682110.3333333333,379879,9962,33611.333333333336,9546,19379.333333333332,46467.666666666664,240097.33333333334,3933649,2220770.6666666665,23221.333333333332,75033.33333333333,72784.66666666667,15059.666666666666,264043.3333333333,359987.3333333333,281894.6666666667,2136667.3333333335,2354484.3333333335,12717,13377.666666666666,28679.333333333332,187693,5916,10237,7378.666666666667,8845,80399,170238,38557.333333333336,14728,25361,55277.666666666664,88123.33333333333,596450,861926,143366,34477,117254,346504,9552
LANMLR17B109,NA,2471598.3333333335,10476603.333333334,5.720473061666667,0.17193165776666666,2.2958988423333335,0.14767514909999999,2.4867169713333332,0.0066132028623333335,0.08198167793333333,0.0052891596936666665,0.08366603350333333,83745.66666666667,15418.5,55376.333333333336,1780825.3333333333,541372,2785,27643.666666666668,8812,11699.666666666666,33593.333333333336,120943,3588212,2515344.3333333335,31146.666666666668,40004,42504,7870.666666666667,131473,151075.33333333334,176439,1502780.3333333333,2037933.6666666667,8055.333333333333,10449.333333333334,14200.333333333334,149650.66666666666,12834.666666666666,1305.5,4444.333333333333,3207,40780,96072,60232.666666666664,1835,9418.666666666666,30245.666666666668,25205,337815,645434,335682,15664.666666666666,39266.333333333336,66636,3216
LANMLR17B110,NA,3843422.5,10650574,4.0059070695,0.086965884775,1.36006596265,0.12966424401499999,2.439435386,0.0039901327255,0.057939645555,0.005554726766,0.11275172514500001,108959.5,48105,109902.5,2854514,745994,21551,49266,9803.5,19420,114706,162222.5,3545151,1839304,32093.5,77641.5,67406.5,15404,273343.5,301974,233692,2263781,3341198,15142,18097.5,24298,446927.5,29936,NaN,4077,NaN,10080,31256,35314,NaN,83643,19158,36683.5,192009,283719,104504,15056,55152.5,144311.5,NaN
LANMLR17B111,NA,2647885.5,8637095.5,3.2771269685,0.043665147540000004,0.9515264434499999,0.07819708447000001,1.1019910435,0.0023756719795,0.049212383129999995,0.0041729387475000004,0.05549473365,75809,9549.5,121597.5,2153363,287566.5,14904,19311,5162,15273,286546.5,105074,2569585.5,1244853.5,17220.5,53627.5,20023,9008,117341.5,235379,77479.5,2155793.5,1636349,9412.5,9773,34979,102874.5,24505.5,11003.5,8287,8564.5,10741.5,25229.5,24026.5,11101.5,19291.5,18730,28497.5,244570.5,285950.5,145059.5,17615,33091,132235.5,5561
LANMLR17B112,NA,3964217,10428770,2.646852956,0.22139097229,2.4327387082,0.3598430316,2.975217998,0.004796806214,0.052523911005,0.007817842707,0.060856978810000004,129274.5,42179,55807.5,2764863.5,993182,4549,49027.5,13708,9156,62669,149914.5,2804770,2068353.5,25085.5,59161.5,65414.5,22362.5,170317.5,232673,315989.5,1798829.5,2477673,10399.5,25902,27334,207335.5,17962,1518,47955.5,1786,8948,37780,30015.5,2172,8261,21619.5,34464,54533,152856,126682,12617.5,43834.5,117433,2354
LANMLR17B113,NA,5622074.5,8816028.5,1.5795725360000001,0.055114609295000005,1.0939047985,0.06545202256499999,1.385725429,0.00135513203685,0.026865422415,0.0017398979079,0.035619478835,81258,8511,114298.5,4116245.5,1306017,2688,23123.5,6037.5,13506.5,18451.5,119610,3159904.5,1472085,18810,42513.5,29540,8102,162846.5,202817,119185.5,1631702,1726073.5,10450,10285.5,21500.5,158797.5,4388.5,1995,4060.5,847,35413,35811,47697.5,1635,10979,49485.5,20525.5,166128,330958,112411.5,62090,168794,40217,2540
LANMLR17B114,NA,3460531,8996972.5,2.9961867548499996,0.15226340360500001,1.55521720405,0.151232080865,2.8268167624,0.005733781549,0.056509994435,0.0057152949215000005,0.101348174835,74285,24009,126551,2930830,316860.5,35843,55048,15180.5,18307.5,85037.5,141591.5,2773542,1261165.5,23754.5,77163,40883.5,15211,248410,294741,146761,1888018.5,1774358,12617,17659.5,68765,226601,12191,10426,6384.5,18087,68897.5,119485,114834.5,9502,47800,87840.5,157022.5,976768,995899,439544,48330,94655.5,246396,6575
LANMLR17B115,NA,1611262.5,12710959,7.9462078505000004,0.805428199435,5.053313362500001,0.80428800925,4.5352768565,0.026013338761500002,0.17146908562500002,0.026328440306,0.15639154518999998,99134.5,20743,45054.5,1197981,258721,10718,122352.5,30606.5,27531,213247.5,203230,3955856,2351548,17972.5,71712,67593.5,31040.5,185787.5,256718,180448,2361723,2500144.5,10194,19695,75630,341260.5,24194,4951,54411.5,2503,13912,24361,16618,2221,25951,20668,8864.5,66325,98294,55105,20918.5,16492.5,33592,2564
