Type,GENOTYPE,Long,Lat,Elevation,Race,CIMMYT_Availability
SeeD,CIMMYTMA-005454,-100.9020778,28.424444,371,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005455,-100.925115,28.48099,361,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005456,-100.726374,28.26979,356,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005457,-100.7333333,28.23333333,382,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005458,-92.168411,15.840101,781,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005459,-100.65,18.35,245,TEPECI,Add to Cart
SeeD,CIMMYTMA-005460,-100.65,18.35,245,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005461,-100.618196,17.208445,33,VANDEN,Add to Cart
SeeD,CIMMYTMA-005462,-100.613916,17.208553,31,VANDEN,Add to Cart
SeeD,CIMMYTMA-005463,-49.005651,-28.515684,2,CHARUA,Add to Cart
SeeD,CIMMYTMA-005464,-49.005651,-28.515684,2,PADENT,Add to Cart
SeeD,CIMMYTMA-005465,-96.1,18.11666667,31,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005466,-49.005651,-28.515684,2,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005467,-42.71666667,-20.7,685,PADENT,Add to Cart
SeeD,CIMMYTMA-005468,-49.005651,-28.515684,2,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005469,-99.836545,21.635442,936,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005470,-49.005651,-28.515684,2,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005471,-99.836545,21.635442,932,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005472,-99.816363,22.05427,1000,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005474,-99.9072222,21.7722222,903,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005475,-99.9072222,21.7722222,903,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005476,-99.641767,21.850995,981,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005477,-98.712616,21.399889,298,OLOTIL,Add to Cart
SeeD,CIMMYTMA-005478,-98.712616,21.399889,298,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005479,-98.712616,21.399889,298,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005480,-98.8731,21.432765,84,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005481,-99.4,24.25277778,331,CARMEN,Add to Cart
SeeD,CIMMYTMA-005482,-49.005651,-28.515684,2,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005483,-49.005651,-28.515684,2,CHARUA,Add to Cart
SeeD,CIMMYTMA-005484,-99.494676,24.419217,384,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005485,-95.199492,18.434292,271,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005486,-96.964079,20.335333,42,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005487,-49.005651,-28.515684,2,CHARUA,Add to Cart
SeeD,CIMMYTMA-005488,-95.03333333,17.43333333,29,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005489,-49.005651,-28.515684,2,CHARUA,Add to Cart
SeeD,CIMMYTMA-005490,-49.005651,-28.515684,2,COLCAT,Add to Cart
SeeD,CIMMYTMA-005491,-49.005651,-28.515684,2,PADENT,Add to Cart
SeeD,CIMMYTMA-005492,-96.708139,19.855393,372,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005493,-49.005651,-28.515684,2,CATPAF,Add to Cart
SeeD,CIMMYTMA-005494,-49.31666667,-28.51666667,50,CHARUA,Add to Cart
SeeD,CIMMYTMA-005495,-49.31666667,-28.51666667,50,DENTAD,Add to Cart
SeeD,CIMMYTMA-005496,-49.457185,-28.920044,9,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005497,-89.286389,20.204528,36,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005498,-89.286389,20.204528,36,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005499,-89.732539,20.485433,45,NALTEL,Add to Cart
SeeD,CIMMYTMA-005500,-88.28333333,21.01666667,28,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005502,-88.137823,21.15474,17,XMEHEN,Add to Cart
SeeD,CIMMYTMA-005503,-88.51666667,20.85,31,NALTEL,Add to Cart
SeeD,CIMMYTMA-005504,-89.021165,20.782939,20,NALTEL,Add to Cart
SeeD,CIMMYTMA-005505,-49.457185,-28.920044,9,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005506,-54.009359,-28.263266,274,CRAVRG,Add to Cart
SeeD,CIMMYTMA-005507,-54.33333333,-28.03333333,418,RGDENT,Add to Cart
SeeD,CIMMYTMA-005508,-54.230263,-28.169461,385,CRAVRG,Add to Cart
SeeD,CIMMYTMA-005509,-53.96135,-27.9431,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005510,-54.283493,-28.365057,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005511,-54.230263,-28.169461,385,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005512,-54.283493,-28.365057,250,HICKKG,Add to Cart
SeeD,CIMMYTMA-005513,-54.16666667,-29.33333333,322,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005514,-54.415499,-28.294527,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005515,-53.96135,-27.9431,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005517,-54.33333333,-28.03333333,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005518,-54.283493,-28.365057,250,HICKKG,Add to Cart
SeeD,CIMMYTMA-005520,-53.96135,-27.9431,414,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005521,-53.96135,-27.9431,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005522,-47.159,-21.085,787,CATPAG,Add to Cart
SeeD,CIMMYTMA-005523,-47.159,-21.085,787,PADENT,Add to Cart
SeeD,CIMMYTMA-005524,-47.3,-21.28333333,763,PADENT,Add to Cart
SeeD,CIMMYTMA-005525,-47.3,-21.28333333,763,PADENT,Add to Cart
SeeD,CIMMYTMA-005526,-47.159,-21.085,787,PADENT,Add to Cart
SeeD,CIMMYTMA-005527,-48.766667,-21.583333,552,CATETO,Add to Cart
SeeD,CIMMYTMA-005528,-48.766667,-21.583333,552,PADENT,Add to Cart
SeeD,CIMMYTMA-005529,-48.766667,-21.583333,552,CATPAG,Add to Cart
SeeD,CIMMYTMA-005530,-45.13333333,-22.73333333,524,PADENT,Add to Cart
SeeD,CIMMYTMA-005531,-50.23333333,-20.26666667,500,PADENT,Add to Cart
SeeD,CIMMYTMA-005532,-46.63333333,-23.55,771,PADENT,Add to Cart
SeeD,CIMMYTMA-005533,-50.359447,-20.635036,484,PADENT,Add to Cart
SeeD,CIMMYTMA-005534,-49.38333333,-20.8,514,PADENT,Add to Cart
SeeD,CIMMYTMA-005535,-49.38333333,-20.8,514,PADENT,Add to Cart
SeeD,CIMMYTMA-005536,-50.381541,-20.660478,483,PADENT,Add to Cart
SeeD,CIMMYTMA-005537,-49.38333333,-20.8,514,PADENT,Add to Cart
SeeD,CIMMYTMA-005539,-46.852271,-22.437301,660,CATPAG,Add to Cart
SeeD,CIMMYTMA-005540,-46.95,-22.36666667,591,PADENT,Add to Cart
SeeD,CIMMYTMA-005541,-46.93333333,-22.45,626,PADENT,Add to Cart
SeeD,CIMMYTMA-005542,-46.93333333,-22.45,626,PADENT,Add to Cart
SeeD,CIMMYTMA-005543,-46.93333333,-22.45,626,PADENT,Add to Cart
SeeD,CIMMYTMA-005544,-46.93333333,-22.45,626,CATAMA,Add to Cart
SeeD,CIMMYTMA-005545,-46.852271,-22.437301,660,PADENT,Add to Cart
SeeD,CIMMYTMA-005546,-46.93333333,-22.45,626,CATETO,Add to Cart
SeeD,CIMMYTMA-005547,-46.98333333,-22.68333333,611,PADENT,Add to Cart
SeeD,CIMMYTMA-005548,-47.9,-22.01666667,826,PADENT,Add to Cart
SeeD,CIMMYTMA-005549,-47.9,-22.01666667,826,PADENT,Add to Cart
SeeD,CIMMYTMA-005550,-47.53333333,-23.03333333,599,PADENT,Add to Cart
SeeD,CIMMYTMA-005551,-47.372385,-22.69924,544,PADENT,Add to Cart
SeeD,CIMMYTMA-005552,-47.53333333,-23.03333333,599,SPWHDT,Add to Cart
SeeD,CIMMYTMA-005559,-64.706515,17.718069,31,STCROI,Add to Cart
SeeD,CIMMYTMA-005560,-64.88,17.71,13,EARCAR,Add to Cart
SeeD,CIMMYTMA-005561,-64.706515,17.718069,31,STCROI,Add to Cart
SeeD,CIMMYTMA-005562,-96.06666667,18.78333333,12,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005563,-49.457185,-28.920044,9,DENTAD,Add to Cart
SeeD,CIMMYTMA-005564,-101.082409,19.691693,2004,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005565,-101.082409,19.691693,2004,CACAHU,Add to Cart
SeeD,CIMMYTMA-005566,-101.082409,19.691693,2004,CELAYA,Add to Cart
SeeD,CIMMYTMA-005568,-101.255262,19.652464,1895,CELAYA,Add to Cart
SeeD,CIMMYTMA-005569,-101.5333333,19.43333333,2665,CONICO,Add to Cart
SeeD,CIMMYTMA-005570,-101.5333333,19.43333333,2665,CONICO,Add to Cart
SeeD,CIMMYTMA-005571,-101.5333333,19.43333333,2665,CONICO,Add to Cart
SeeD,CIMMYTMA-005572,-101.5333333,19.41666667,2710,CONICO,Add to Cart
SeeD,CIMMYTMA-005573,-101.5333333,19.38333333,2726,CONICO,Add to Cart
SeeD,CIMMYTMA-005574,-101.4833333,19.33333333,2339,CONICO,Add to Cart
SeeD,CIMMYTMA-005575,-101.4833333,19.33333333,2339,CONICO,Add to Cart
SeeD,CIMMYTMA-005576,-101.4833333,19.33333333,2339,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005577,-101.4833333,19.33333333,2339,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005578,-101.4666667,19.33333333,2233,CELAYA,Add to Cart
SeeD,CIMMYTMA-005579,-101.453933,19.226246,1561,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005580,-101.559319,19.423751,2483,CONICO,Add to Cart
SeeD,CIMMYTMA-005581,-101.559319,19.423751,2483,CONICO,Add to Cart
SeeD,CIMMYTMA-005582,-101.559319,19.423751,2483,CONICO,Add to Cart
SeeD,CIMMYTMA-005583,-101.9,19.82,2329,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005584,-101.9,19.82,2329,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005585,-101.9,19.82,2329,CONICO,Add to Cart
SeeD,CIMMYTMA-005586,-101.9,19.82,2329,CACAHU,Add to Cart
SeeD,CIMMYTMA-005587,-101.9,19.82,2329,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005588,-102.123108,19.853793,1770,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005589,-101.9666667,19.68333333,2292,CONICO,Add to Cart
SeeD,CIMMYTMA-005590,-101.9166667,19.66666667,2430,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005591,-49.457185,-28.920044,9,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005592,-102.030431,19.654289,2218,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005593,-102.030431,19.654289,2218,CACAHU,Add to Cart
SeeD,CIMMYTMA-005594,-102.030431,19.654289,2218,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005595,-101.6,19.56666667,2040,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005596,-101.6,19.56666667,2040,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005597,-102.4666667,19.58333333,1327,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005598,-102.4666667,19.58333333,1327,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005599,-102.2666667,19.56666667,2416,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005600,-102.2666667,19.56666667,2416,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005601,-102.2666667,19.56666667,2416,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005602,-102.4666667,19.58333333,1327,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005603,-102.4666667,19.58333333,1327,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005604,-102.2666667,19.65,2287,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005605,-102.2666667,19.65,2287,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005606,-102.2666667,19.65,2287,CACAHU,Add to Cart
SeeD,CIMMYTMA-005607,-102.35,19.7,2430,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005608,-102.340466,19.647124,2242,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005609,-102.340466,19.647124,2242,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005610,-102.340466,19.647124,2242,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005611,-102.340466,19.647124,2242,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005612,-102.340466,19.647124,2242,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005613,-101.582675,19.499015,2280,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005614,-101.7333333,19.51666667,2188,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005615,-101.7333333,19.51666667,2188,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005616,-101.7333333,19.51666667,2188,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005617,-101.726026,19.584345,2063,CACAHU,Add to Cart
SeeD,CIMMYTMA-005618,-101.6333333,19.28333333,2293,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005619,-101.7166667,19.21666667,1846,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005620,-101.7166667,19.21666667,1846,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005621,-49.68333333,-28.93333333,26,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005623,-49.68333333,-28.93333333,26,DENTAD,Add to Cart
SeeD,CIMMYTMA-005624,-97.257823,19.768821,1887,CONICO,Add to Cart
SeeD,CIMMYTMA-005625,-97.257823,19.768821,1887,ARROAM,Add to Cart
SeeD,CIMMYTMA-005626,-97.200757,19.509446,3017,ARROAM,Add to Cart
SeeD,CIMMYTMA-005627,-97.200757,19.509446,3017,ARROAM,Add to Cart
SeeD,CIMMYTMA-005628,-97.200757,19.509446,3017,ARROAM,Add to Cart
SeeD,CIMMYTMA-005629,-97.25,19.75,2024,ARROAM,Add to Cart
SeeD,CIMMYTMA-005630,-97.21666667,19.65,2403,ARROAM,Add to Cart
SeeD,CIMMYTMA-005631,-97.21666667,19.65,2403,ARROAM,Add to Cart
SeeD,CIMMYTMA-005632,-97.21666667,19.65,2403,CONICO,Add to Cart
SeeD,CIMMYTMA-005633,-97.276292,19.656666,2392,CONICO,Add to Cart
SeeD,CIMMYTMA-005634,-97.21666667,19.6,2417,CONICO,Add to Cart
SeeD,CIMMYTMA-005635,-97.21666667,19.6,2417,CONICO,Add to Cart
SeeD,CIMMYTMA-005636,-97.21666667,19.6,2417,CONICO,Add to Cart
SeeD,CIMMYTMA-005637,-97.16666667,19.61666667,2552,CONICO,Add to Cart
SeeD,CIMMYTMA-005638,-97.16666667,19.61666667,2552,ARROAM,Add to Cart
SeeD,CIMMYTMA-005639,-97.25,19.56666667,2402,CHALQU,Add to Cart
SeeD,CIMMYTMA-005640,-97.15,19.35,2152,CHALQU,Add to Cart
SeeD,CIMMYTMA-005641,-97.15,19.35,2152,CHALQU,Add to Cart
SeeD,CIMMYTMA-005642,-97.95,19.11666667,2474,CONICO,Add to Cart
SeeD,CIMMYTMA-005643,-97.95,19.11666667,2474,CONICO,Add to Cart
SeeD,CIMMYTMA-005644,-97.95,19.11666667,2474,CONICO,Add to Cart
SeeD,CIMMYTMA-005645,-97.08333333,19.61666667,2634,CONICO,Add to Cart
SeeD,CIMMYTMA-005646,-97.08333333,19.61666667,2634,CONICO,Add to Cart
SeeD,CIMMYTMA-005647,-97.167782,19.640876,2390,ELOTCO,Add to Cart
SeeD,CIMMYTMA-005648,-75.2,20.16666667,183,COSTCR,Add to Cart
SeeD,CIMMYTMA-005649,-75.2,20.16666667,54,COSTCR,Add to Cart
SeeD,CIMMYTMA-005651,-80.90474,22.584937,52,CHANDE,Add to Cart
SeeD,CIMMYTMA-005652,-80.90474,22.584937,52,CHANDE,Add to Cart
SeeD,CIMMYTMA-005653,-76.25,20.9,150,TUSON,Add to Cart
SeeD,CIMMYTMA-005654,-75.802337,20.676193,19,CHANDE,Add to Cart
SeeD,CIMMYTMA-005655,-76.25,20.9,150,TUSON,Add to Cart
SeeD,CIMMYTMA-005656,-75.831855,20.67424,25,CHANDE,Add to Cart
SeeD,CIMMYTMA-005657,-76.463107,20.862895,118,TUSON,Add to Cart
SeeD,CIMMYTMA-005658,-76.024466,20.704802,66,CHANDE,Add to Cart
SeeD,CIMMYTMA-005666,-49.68333333,-28.93333333,26,DENTAD,Add to Cart
SeeD,CIMMYTMA-005671,-54.048978,-32.087201,154,DENBRA,Add to Cart
SeeD,CIMMYTMA-005672,-54.048978,-32.087201,154,DENBRA,Add to Cart
SeeD,CIMMYTMA-005681,-58.31666667,-33.4,5,DENBRA,Add to Cart
SeeD,CIMMYTMA-005689,-49.68333333,-28.93333333,26,DTRGLI,Add to Cart
SeeD,CIMMYTMA-005704,-54.009359,-28.263266,274,PADENT,Add to Cart
SeeD,CIMMYTMA-005705,-54.16666667,-29.33333333,274,PADENT,Add to Cart
SeeD,CIMMYTMA-005706,-54.009359,-28.263266,310,RGDENT,Add to Cart
SeeD,CIMMYTMA-005707,-54.409057,-28.290932,245,PADENT,Add to Cart
SeeD,CIMMYTMA-005708,-54.16666667,-29.33333333,274,DTRGRU,Add to Cart
SeeD,CIMMYTMA-005709,-53.38333333,-29.81666667,274,LENHA,Add to Cart
SeeD,CIMMYTMA-005710,-54.009359,-28.263266,274,CRAVRG,Add to Cart
SeeD,CIMMYTMA-005711,-53.96135,-27.9431,274,DTRGRU,Add to Cart
SeeD,CIMMYTMA-005713,-54.009359,-28.263266,274,LENHA,Add to Cart
SeeD,CIMMYTMA-005715,-90.740704,18.572773,95,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005716,-100.9333333,28.5,362,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005717,-103.731987,19.33205,720,TABPER,Add to Cart
SeeD,CIMMYTMA-005718,-92.38333333,16.28333333,977,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005719,-100.65,18.35,245,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005720,-100.65,18.35,245,VANDEN,Add to Cart
SeeD,CIMMYTMA-005721,-100.5166667,18.23333333,272,NALTEL,Add to Cart
SeeD,CIMMYTMA-005722,-99.365802,16.801211,102,VANDEN,Add to Cart
SeeD,CIMMYTMA-005724,-54.009359,-28.263266,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005725,-54.283493,-28.365057,250,TABLON,Add to Cart
SeeD,CIMMYTMA-005726,-53.96135,-27.9431,414,RGDENT,Add to Cart
SeeD,CIMMYTMA-005727,-53.96135,-27.9431,414,RGDENT,Add to Cart
SeeD,CIMMYTMA-005728,-54.3,-27.616667,290,RGDENT,Add to Cart
SeeD,CIMMYTMA-005729,-53.865534,-28.464776,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005730,-52.052282,-27.554618,274,CANILL,Add to Cart
SeeD,CIMMYTMA-005731,-53.998021,-28.527081,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005732,-54.724175,-28.169642,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005733,-53.883333,-28.366667,302,LENHA,Add to Cart
SeeD,CIMMYTMA-005735,-54.009359,-28.263266,310,RGDENT,Add to Cart
SeeD,CIMMYTMA-005737,-53.997745,-28.528013,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005738,-54.283493,-28.365057,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005741,-53.96135,-27.9431,414,LENHA,Add to Cart
SeeD,CIMMYTMA-005742,-44.558325,-23.003393,7,LENHA,Add to Cart
SeeD,CIMMYTMA-005743,-54.16666667,-29.33333333,274,LENHA,Add to Cart
SeeD,CIMMYTMA-005744,-53.849834,-28.461223,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005746,-54.02485,-27.899063,274,HICKKG,Add to Cart
SeeD,CIMMYTMA-005747,-54.724175,-28.169642,274,LENHA,Add to Cart
SeeD,CIMMYTMA-005749,-54.724175,-28.169642,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005751,-50.622391,-29.099481,880,LENHA,Add to Cart
SeeD,CIMMYTMA-005752,-54.16666667,-29.33333333,274,LENHA,Add to Cart
SeeD,CIMMYTMA-005755,-54.16666667,-29.33333333,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005757,-54.16666667,-29.33333333,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005758,-54.283493,-28.365057,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005759,-50.5,-29.8,147,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005760,-54.3,-27.616667,290,LENHA,Add to Cart
SeeD,CIMMYTMA-005761,-53.998021,-28.527081,391,LENHA,Add to Cart
SeeD,CIMMYTMA-005762,-54.16666667,-29.33333333,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005763,-54.16666667,-29.33333333,322,RGDENT,Add to Cart
SeeD,CIMMYTMA-005764,-53.865534,-28.464776,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005765,-54.009359,-28.263266,310,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005766,-54.415499,-28.294527,274,CRISTA,Add to Cart
SeeD,CIMMYTMA-005767,-53.849834,-28.461223,274,CRISTA,Add to Cart
SeeD,CIMMYTMA-005768,-54.16666667,-29.33333333,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005769,-54.02485,-27.899063,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005770,-53.96517,-27.696403,274,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005771,-54.230263,-28.169461,385,RGDENT,Add to Cart
SeeD,CIMMYTMA-005772,-54.283493,-28.365057,250,LENHA,Add to Cart
SeeD,CIMMYTMA-005774,-54.724175,-28.169642,173,RGDENT,Add to Cart
SeeD,CIMMYTMA-005775,-54.16666667,-29.33333333,322,RGDENT,Add to Cart
SeeD,CIMMYTMA-005776,-53.96135,-27.9431,414,RGDENT,Add to Cart
SeeD,CIMMYTMA-005778,-50.622391,-29.099481,880,RGDENT,Add to Cart
SeeD,CIMMYTMA-005779,-54.724175,-28.169642,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005780,-54.230263,-28.169461,385,TABLON,Add to Cart
SeeD,CIMMYTMA-005781,-54.283493,-28.365057,274,CRISTA,Add to Cart
SeeD,CIMMYTMA-005782,-50.5,-29.8,274,TEPECI,Add to Cart
SeeD,CIMMYTMA-005783,-55.025888,-28.122116,164,RGDENT,Add to Cart
SeeD,CIMMYTMA-005784,-52.567414,-29.090839,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005787,-54.283493,-28.365057,274,TABLON,Add to Cart
SeeD,CIMMYTMA-005788,-54.283493,-28.365057,250,RGDENT,Add to Cart
SeeD,CIMMYTMA-005789,-53.96135,-27.9431,274,TABLON,Add to Cart
SeeD,CIMMYTMA-005790,-54.333333,-28.033333,413,HICKKG,Add to Cart
SeeD,CIMMYTMA-005793,-54.415499,-28.294527,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005794,-54.283493,-28.365057,274,TABLON,Add to Cart
SeeD,CIMMYTMA-005795,-54.009359,-28.263266,310,RGDENT,Add to Cart
SeeD,CIMMYTMA-005796,-52.567414,-29.090839,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005797,-54.16666667,-29.33333333,322,LENHA,Add to Cart
SeeD,CIMMYTMA-005798,-50.5,-29.8,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005799,-54.16666667,-29.33333333,322,LENHA,Add to Cart
SeeD,CIMMYTMA-005800,-50.5,-29.8,274,RGDENT,Add to Cart
SeeD,CIMMYTMA-005801,-53.96135,-27.9431,274,TEPECI,Add to Cart
SeeD,CIMMYTMA-005802,-53.946282,-27.93324,274,SDENRG,Add to Cart
SeeD,CIMMYTMA-005803,-54.333333,-28.033333,274,CATASS,Add to Cart
SeeD,CIMMYTMA-005804,-52.271034,-28.684662,274,CATASS,Add to Cart
SeeD,CIMMYTMA-005805,-53.774972,-28.22036,274,SDENRG,Add to Cart
SeeD,CIMMYTMA-005806,-52.771571,-28.251802,274,CATASS,Add to Cart
SeeD,CIMMYTMA-005807,-54.166667,-29.333333,274,CATETO,Add to Cart
SeeD,CIMMYTMA-005808,-54.009359,-28.263266,274,SDENRG,Add to Cart
SeeD,CIMMYTMA-005809,-53.883333,-28.366667,274,SDENRG,Add to Cart
SeeD,CIMMYTMA-005810,-54.230263,-28.169461,274,CATPAG,Add to Cart
SeeD,CIMMYTMA-005811,-54.283493,-28.365057,274,SDENRG,Add to Cart
SeeD,CIMMYTMA-005812,-52.303287,-29.243469,274,CATETO,Add to Cart
SeeD,CIMMYTMA-005813,-54.3,-27.616667,290,LENHA,Add to Cart
SeeD,CIMMYTMA-005820,-54.009359,-28.263266,310,RGWHDT,Add to Cart
SeeD,CIMMYTMA-005821,-54.283493,-28.365057,250,RGDENT,Add to Cart
SeeD,CIMMYTMA-005823,-83.56018,22.736721,80,CUBAAM,Add to Cart
SeeD,CIMMYTMA-005824,-75.2,20.16666667,54,CUBAAM,Add to Cart
SeeD,CIMMYTMA-005825,-76.25,20.9,150,TUSON,Add to Cart
SeeD,CIMMYTMA-005826,-54.283493,-28.365057,250,RGDENT,Add to Cart
SeeD,CIMMYTMA-005827,-54.45,-27.88333333,281,LENHA,Add to Cart
SeeD,CIMMYTMA-005828,-54.283493,-28.365057,250,TABLON,Add to Cart
SeeD,CIMMYTMA-005830,-53.96135,-27.9431,414,LENHA,Add to Cart
SeeD,CIMMYTMA-005831,-54.16666667,-29.33333333,322,LENHA,Add to Cart
SeeD,CIMMYTMA-005832,-52.42327,4.936821,23,NORCAT,Add to Cart
SeeD,CIMMYTMA-005836,-100.082949,25.629185,387,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005837,-95.9305556,18.10027778,22,TUXPEN,Add to Cart
SeeD,CIMMYTMA-005839,-96.352564,15.805278,201,VANDEN,Add to Cart
SeeD,CIMMYTMA-005840,-97.28339,16.233634,1512,VANDEN,Add to Cart
SeeD,CIMMYTMA-005841,-97.28339,16.233634,1512,VANDEN,Add to Cart
SeeD,CIMMYTMA-005842,-97.28339,16.233634,1512,MUSHIT,Add to Cart
SeeD,CIMMYTMA-005843,-97.28339,16.233634,1512,OLOTON,Add to Cart
SeeD,CIMMYTMA-005844,-97.61666667,16.11666667,106,TEPECI,Add to Cart
SeeD,CIMMYTMA-005845,-98.026611,16.343416,187,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-005846,-98.026611,16.343416,187,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-005847,-98.136052,16.539657,221,OLOTIL,Add to Cart
SeeD,CIMMYTMA-005848,-98.16666667,16.63333333,481,OLOTIL,Add to Cart
SeeD,CIMMYTMA-005849,-97.99,16.81,402,OLOTIL,Add to Cart
SeeD,CIMMYTMA-005850,-97.95,17.03333333,778,TEPECI,Add to Cart
SeeD,CIMMYTMA-005851,-96.827024,18.228816,1525,OLOTON,Add to Cart
SeeD,CIMMYTMA-005852,-96.831814,17.528084,993,VANDEN,Add to Cart
SeeD,CIMMYTMA-005853,-97.216461,17.447871,2094,CONICO,Add to Cart
SeeD,CIMMYTMA-005854,-97.216461,17.447871,2094,BOLITA,Add to Cart
