Type,GENOTYPE,Long,Lat,Elevation,Race,CIMMYT_Availability
SeeD,CIMMYTMA-000003,-102.8333333,19.18333333,364,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000005,-101.8666667,19.5,1919,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000006,-103.661841,18.6781,23,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000009,-103.150318,18.783858,1030,TABLON,Add to Cart
SeeD,CIMMYTMA-000016,-102.648932,19.810436,1612,CONICO,Add to Cart
SeeD,CIMMYTMA-000017,-103.142683,18.797803,1040,CONICO,Add to Cart
SeeD,CIMMYTMA-000022,-101.799996,17.971798,60,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000023,-99.537659,17.167363,290,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000025,-99.365802,16.801211,102,VANDEN,Add to Cart
SeeD,CIMMYTMA-000033,-100.69796,18.300591,265,CONEJO,Add to Cart
SeeD,CIMMYTMA-000036,-100.5166667,18.23333333,272,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000039,-99.182896,17.599185,1423,PEPITI,Add to Cart
SeeD,CIMMYTMA-000044,-101.605,17.97833333,442,CONEJO,Add to Cart
SeeD,CIMMYTMA-000045,-99.550105,18.32716,729,PEPITI,Add to Cart
SeeD,CIMMYTMA-000046,-100.4333333,17.2,37,VANDEN,Add to Cart
SeeD,CIMMYTMA-000047,-99.541537,17.991595,542,VANDEN,Add to Cart
SeeD,CIMMYTMA-000060,-102.8333333,19.18333333,364,TABLON,Add to Cart
SeeD,CIMMYTMA-000063,-99.470661,17.434401,1259,CONICO,Add to Cart
SeeD,CIMMYTMA-000064,-101.303874,17.678521,123,VANDEN,Add to Cart
SeeD,CIMMYTMA-000065,-98.281497,16.735414,139,VANDEN,Add to Cart
SeeD,CIMMYTMA-000066,-100.249473,18.298628,513,DZITBA,Add to Cart
SeeD,CIMMYTMA-000067,-102.268729,20.119105,1579,DZITBA,Add to Cart
SeeD,CIMMYTMA-000069,-98.281497,16.735414,139,CONEJO,Add to Cart
SeeD,CIMMYTMA-000073,-98.038621,18.201341,1174,CHALQU,Add to Cart
SeeD,CIMMYTMA-000074,-98.11666667,18.28333333,1752,,Add to Cart
SeeD,CIMMYTMA-000075,-97.38333333,19.81666667,2001,CHALQU,Add to Cart
SeeD,CIMMYTMA-000083,-97.407682,18.627026,2007,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000084,-98.107211,19.049826,2258,CACAHU,Add to Cart
SeeD,CIMMYTMA-000085,-98.22315,18.265172,1203,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000086,-98.3,18.33333333,1053,PEPITI,Add to Cart
SeeD,CIMMYTMA-000087,-98.058526,18.275378,1277,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000088,-97.353287,18.334624,1220,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000089,-97.353287,18.334624,1256,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000090,-97.6666667,18.6666667,1920,CONICO,Add to Cart
SeeD,CIMMYTMA-000091,-98.58333333,18.28333333,1027,PEPITI,Add to Cart
SeeD,CIMMYTMA-000092,-98.03333333,19.83333333,2325,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000093,-97.4,18.87,2429,CHALQU,Add to Cart
SeeD,CIMMYTMA-000095,-97.799311,18.98899,2175,CONICO,Add to Cart
SeeD,CIMMYTMA-000097,-97.45,20.03333333,482,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000100,-98.26666667,16.28333333,8,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000101,-94.6,16.58333333,74,CONICO,Add to Cart
SeeD,CIMMYTMA-000103,-96.104778,17.991023,90,CONICO,Add to Cart
SeeD,CIMMYTMA-000105,-97.786183,17.797223,1586,CONICO,Add to Cart
SeeD,CIMMYTMA-000109,-97.01666667,17.96666667,650,,Add to Cart
SeeD,CIMMYTMA-000110,-97.01666667,17.96666667,600,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000116,-96.419028,15.925349,1337,NALTEL,Add to Cart
SeeD,CIMMYTMA-000117,-98.03333333,16.33333333,120,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000119,-96.466295,16.090806,2472,CHALQU,Add to Cart
SeeD,CIMMYTMA-000120,-96.104778,17.991023,68,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000121,-96.107882,18.037563,90,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000123,-95.915865,17.159199,1448,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000125,-97.816661,16.95513,873,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000126,-97.816661,16.95513,873,,Add to Cart
SeeD,CIMMYTMA-000127,-96.070626,18.002999,38,,Add to Cart
SeeD,CIMMYTMA-000128,-96.38,16.86,1738,,Add to Cart
SeeD,CIMMYTMA-000131,-98.03333333,16.33333333,120,,Add to Cart
SeeD,CIMMYTMA-000134,-94.601906,16.580327,79,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-000135,-96.510111,16.938029,1635,BOLITA,Add to Cart
SeeD,CIMMYTMA-000136,-96.46666667,15.75,120,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-000142,-103.661841,18.6781,250,,Add to Cart
SeeD,CIMMYTMA-000143,-103.666667,18.75,23,,Add to Cart
SeeD,CIMMYTMA-000144,-103.666667,18.75,23,,Add to Cart
SeeD,CIMMYTMA-000145,-102.268729,20.119105,1579,,Add to Cart
SeeD,CIMMYTMA-000146,-102.373599,19.08164,302,VANDEN,Add to Cart
SeeD,CIMMYTMA-000147,-102.833333,19.183333,366,,Add to Cart
SeeD,CIMMYTMA-000148,-103.661841,18.6781,183,,Add to Cart
SeeD,CIMMYTMA-000149,-102.363626,18.808584,381,,Add to Cart
SeeD,CIMMYTMA-000150,-102.373599,19.08164,302,,Add to Cart
SeeD,CIMMYTMA-000151,-102.841354,19.149824,427,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000152,-102.373599,19.08164,302,TABLON,Add to Cart
SeeD,CIMMYTMA-000154,-100.733037,18.898304,375,,Add to Cart
SeeD,CIMMYTMA-000155,-102.2974,20.3338,1547,TABLON,Add to Cart
SeeD,CIMMYTMA-000156,-102.3,19.98333333,1569,TABLON,Add to Cart
SeeD,CIMMYTMA-000157,-102.500515,19.635915,1306,TABLON,Add to Cart
SeeD,CIMMYTMA-000158,-102.036975,19.113766,548,TABLON,Add to Cart
SeeD,CIMMYTMA-000159,-102.500515,19.635915,1306,TABLON,Add to Cart
SeeD,CIMMYTMA-000160,-102.3,19.98333333,1568,TABLON,Add to Cart
SeeD,CIMMYTMA-000161,-102.3,19.98333333,1568,,Add to Cart
SeeD,CIMMYTMA-000162,-101.8,18.96666667,518,,Add to Cart
SeeD,CIMMYTMA-000163,-102.373599,19.08164,302,,Add to Cart
SeeD,CIMMYTMA-000164,-102.5,18.84,531,,Add to Cart
SeeD,CIMMYTMA-000165,-102.373599,19.08164,302,,Add to Cart
SeeD,CIMMYTMA-000166,-102.833333,19.1833333,364,,Add to Cart
SeeD,CIMMYTMA-000167,-102.268729,20.119105,1579,TABLON,Add to Cart
SeeD,CIMMYTMA-000168,-103.661841,18.6781,23,CONEJO,Add to Cart
SeeD,CIMMYTMA-000169,-103.165492,18.761556,1014,REVENT,Add to Cart
SeeD,CIMMYTMA-000170,-103.165492,18.761556,1014,REVENT,Add to Cart
SeeD,CIMMYTMA-000171,-102.3,19.98333333,1568,TABLON,Add to Cart
SeeD,CIMMYTMA-000173,-103.150318,18.783858,1030,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000174,-100.901771,18.615695,298,DZITBA,Add to Cart
SeeD,CIMMYTMA-000175,-103.666667,18.75,23,,Add to Cart
SeeD,CIMMYTMA-000176,-100.9,18.61666667,293,,Add to Cart
SeeD,CIMMYTMA-000177,-101.70156,17.789507,10,VANDEN,Add to Cart
SeeD,CIMMYTMA-000178,-101.3033333,17.70527778,146,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000179,-101.2833333,17.51666667,31,VANDEN,Add to Cart
SeeD,CIMMYTMA-000180,-101.564868,17.665097,150,,Add to Cart
SeeD,CIMMYTMA-000181,-101.5299,17.644572,172,VANDEN,Add to Cart
SeeD,CIMMYTMA-000182,-101.799996,17.971798,106,VANDEN,Add to Cart
SeeD,CIMMYTMA-000183,-101.342386,17.581508,58,,Add to Cart
SeeD,CIMMYTMA-000184,-101.605,17.97833333,442,,Add to Cart
SeeD,CIMMYTMA-000185,-100.071065,17.004999,15,,Add to Cart
SeeD,CIMMYTMA-000186,-99.365802,16.801211,102,,Add to Cart
SeeD,CIMMYTMA-000187,-98.281497,16.735414,300,,Add to Cart
SeeD,CIMMYTMA-000188,-99.529953,17.017145,160,VANDEN,Add to Cart
SeeD,CIMMYTMA-000189,-101.303874,17.678521,123,,Add to Cart
SeeD,CIMMYTMA-000190,-100.4333333,17.2,42,VANDEN,Add to Cart
SeeD,CIMMYTMA-000191,-101.485639,17.645756,22,VANDEN,Add to Cart
SeeD,CIMMYTMA-000192,-100.69796,18.300591,265,,Add to Cart
SeeD,CIMMYTMA-000193,-99.365802,16.801211,102,,Add to Cart
SeeD,CIMMYTMA-000194,-99.537659,17.167363,290,,Add to Cart
SeeD,CIMMYTMA-000195,-101.342386,17.581508,58,,Add to Cart
SeeD,CIMMYTMA-000196,-101.342386,17.581508,58,,Add to Cart
SeeD,CIMMYTMA-000197,-101.485639,17.645756,22,NALTEL,Add to Cart
SeeD,CIMMYTMA-000198,-101.51498,17.636205,35,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000199,-100.69796,18.300591,265,,Add to Cart
SeeD,CIMMYTMA-000200,-101.335397,17.676472,107,VANDEN,Add to Cart
SeeD,CIMMYTMA-000201,-101.728267,18.317643,342,,Add to Cart
SeeD,CIMMYTMA-000202,-101.605,17.97833333,442,,Add to Cart
SeeD,CIMMYTMA-000203,-101.342386,17.581508,58,,Add to Cart
SeeD,CIMMYTMA-000204,-100.65,18.35,254,,Add to Cart
SeeD,CIMMYTMA-000205,-100.69796,18.300591,265,,Add to Cart
SeeD,CIMMYTMA-000206,-100.249473,18.298628,513,,Add to Cart
SeeD,CIMMYTMA-000207,-100.3666667,18.13333333,312,,Add to Cart
SeeD,CIMMYTMA-000208,-100.3666667,18.13333333,312,,Add to Cart
SeeD,CIMMYTMA-000209,-99.470661,17.434401,1259,,Add to Cart
SeeD,CIMMYTMA-000210,-99.385656,17.576119,1345,,Add to Cart
SeeD,CIMMYTMA-000211,-99.532281,17.649322,1058,,Add to Cart
SeeD,CIMMYTMA-000212,-101.605,17.97833333,480,MUSHIT,Add to Cart
SeeD,CIMMYTMA-000213,-100.249473,18.298628,513,,Add to Cart
SeeD,CIMMYTMA-000214,-99.550105,18.32716,731,,Add to Cart
SeeD,CIMMYTMA-000215,-100.249473,18.298628,513,,Add to Cart
SeeD,CIMMYTMA-000216,-99.386889,18.724361,967,,Add to Cart
SeeD,CIMMYTMA-000217,-99.102172,18.678881,950,PEPITI,Add to Cart
SeeD,CIMMYTMA-000218,-99.170828,18.604445,903,,Add to Cart
SeeD,CIMMYTMA-000219,-99.330802,18.290454,982,,Add to Cart
SeeD,CIMMYTMA-000220,-99.550105,18.32716,729,,Add to Cart
SeeD,CIMMYTMA-000221,-98.320659,19.040815,2151,PEPITI,Add to Cart
SeeD,CIMMYTMA-000222,-98.897457,18.705119,1231,,Add to Cart
SeeD,CIMMYTMA-000223,-99.192533,18.833737,1227,,Add to Cart
SeeD,CIMMYTMA-000225,-101.267595,17.580798,109,,Add to Cart
SeeD,CIMMYTMA-000226,-99.541537,17.991595,542,,Add to Cart
SeeD,CIMMYTMA-000227,-99.532281,17.649322,1200,,Add to Cart
SeeD,CIMMYTMA-000228,-98.281497,16.735414,139,,Add to Cart
SeeD,CIMMYTMA-000229,-101.250498,17.579435,124,,Add to Cart
SeeD,CIMMYTMA-000230,-99.532455,17.649712,1057,,Add to Cart
SeeD,CIMMYTMA-000231,-99.365802,16.801211,102,NALTEL,Add to Cart
SeeD,CIMMYTMA-000232,-101.329643,17.700966,175,NALTEL,Add to Cart
SeeD,CIMMYTMA-000233,-97.241203,18.332954,1137,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000234,-97.241203,18.332954,1137,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000235,-97.353287,18.334624,1256,CHALQU,Add to Cart
SeeD,CIMMYTMA-000236,-97.407682,18.627026,2007,BOLITA,Add to Cart
SeeD,CIMMYTMA-000237,-97.427292,18.483431,1677,BOLITA,Add to Cart
SeeD,CIMMYTMA-000238,-97.427292,18.483431,1677,BOLITA,Add to Cart
SeeD,CIMMYTMA-000239,-97.427292,18.483431,1677,PEPITI,Add to Cart
SeeD,CIMMYTMA-000240,-98.03333333,16.33333333,172,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000241,-95.9305556,18.10027778,200,,Add to Cart
SeeD,CIMMYTMA-000242,-96.1,18.11666667,91,,Add to Cart
SeeD,CIMMYTMA-000243,-95.9305556,18.10027778,22,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000244,-95.93333333,18.13333333,17,,Add to Cart
SeeD,CIMMYTMA-000245,-97.081927,18.12723,981,,Add to Cart
SeeD,CIMMYTMA-000246,-97.01666667,17.96666667,600,BOLITA,Add to Cart
SeeD,CIMMYTMA-000247,-97.081927,18.12723,950,TEPECI,Add to Cart
SeeD,CIMMYTMA-000248,-97.081927,18.12723,950,BOLITA,Add to Cart
SeeD,CIMMYTMA-000249,-96.51666667,17.03333333,1683,,Add to Cart
SeeD,CIMMYTMA-000250,-96.675921,16.826141,1526,BOLITA,Add to Cart
SeeD,CIMMYTMA-000251,-96.72,16.9,1588,,Add to Cart
SeeD,CIMMYTMA-000252,-96.75,16.96666667,1524,,Add to Cart
SeeD,CIMMYTMA-000254,-103.665114,19.276464,655,,Add to Cart
SeeD,CIMMYTMA-000255,-96.094961,16.657461,744,,Add to Cart
SeeD,CIMMYTMA-000257,-96.705724,17.002831,1600,,Add to Cart
SeeD,CIMMYTMA-000258,-96.93361111,17.4311111,2188,BOLITA,Add to Cart
SeeD,CIMMYTMA-000259,-96.46666667,16.95,1635,BOLITA,Add to Cart
SeeD,CIMMYTMA-000260,-97.816661,16.95513,873,NALTEL,Add to Cart
SeeD,CIMMYTMA-000261,-98.06005,16.409733,250,,Add to Cart
SeeD,CIMMYTMA-000262,-98.281497,16.735414,139,,Add to Cart
SeeD,CIMMYTMA-000263,-96.466295,16.090806,2472,,Add to Cart
SeeD,CIMMYTMA-000264,-95.01666667,16.43333333,28,,Add to Cart
SeeD,CIMMYTMA-000265,-96.670946,17.091687,1637,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-000266,-94.601906,16.580327,79,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-000267,-97.343448,17.518716,2135,,Add to Cart
SeeD,CIMMYTMA-000268,-96.419028,15.925349,1337,NALTEL,Add to Cart
SeeD,CIMMYTMA-000269,-96.466295,16.090806,2472,,Add to Cart
SeeD,CIMMYTMA-000270,-100.9833333,20.65,1768,CELAYA,Add to Cart
SeeD,CIMMYTMA-000271,-100.893442,20.27267,1748,CONNOR,Add to Cart
SeeD,CIMMYTMA-000272,-101.411113,20.955531,1788,CELAYA,Add to Cart
SeeD,CIMMYTMA-000273,-100.983333,20.5,1735,CELAYA,Add to Cart
SeeD,CIMMYTMA-000274,-100.898193,20.228311,1798,CELAYA,Add to Cart
SeeD,CIMMYTMA-000275,-100.9205556,20.222222,1789,CELAYA,Add to Cart
SeeD,CIMMYTMA-000277,-100.777428,20.59568,1768,CONNOR,Add to Cart
SeeD,CIMMYTMA-000278,-101.220541,20.598988,1711,CONNOR,Add to Cart
SeeD,CIMMYTMA-000279,-101.664012,21.045822,1885,CONNOR,Add to Cart
SeeD,CIMMYTMA-000280,-100.777428,20.59568,1768,ELOTOC,Add to Cart
SeeD,CIMMYTMA-000281,-100.7833333,20.53333333,1757,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000282,-99.88333333,20.51666667,1885,CELAYA,Add to Cart
SeeD,CIMMYTMA-000283,-100.050632,20.765746,1944,CELAYA,Add to Cart
SeeD,CIMMYTMA-000284,-99.631435,21.141034,2247,CELAYA,Add to Cart
SeeD,CIMMYTMA-000285,-100.476326,20.610849,1803,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000293,-101.6666667,21.13333333,1807,REVENT,Add to Cart
SeeD,CIMMYTMA-000299,-101.914332,21.368926,1877,CELAYA,Add to Cart
SeeD,CIMMYTMA-000300,-103.05,20.15,1567,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000301,-102.7333333,20.81666667,1820,CONNOR,Add to Cart
SeeD,CIMMYTMA-000302,-102.733333,20.816667,1823,CONNOR,Add to Cart
SeeD,CIMMYTMA-000303,-102.85,21.18333333,1794,TABLON,Add to Cart
SeeD,CIMMYTMA-000304,-102.25,21.53333333,1801,CONNOR,Add to Cart
SeeD,CIMMYTMA-000305,-103.9166667,20.43333333,1308,TABLON,Add to Cart
SeeD,CIMMYTMA-000306,-104.0666667,20.56666667,1244,TABPER,Add to Cart
SeeD,CIMMYTMA-000307,-104.35,19.76666667,907,TABLON,Add to Cart
SeeD,CIMMYTMA-000308,-104.28175,20.010431,1317,TABLON,Add to Cart
SeeD,CIMMYTMA-000309,-104.2666667,19.96666667,1355,TABLON,Add to Cart
SeeD,CIMMYTMA-000310,-103.371121,19.560285,1144,TABLON,Add to Cart
SeeD,CIMMYTMA-000311,-103.371121,19.560285,1144,TABLON,Add to Cart
SeeD,CIMMYTMA-000312,-104.2,19.8,870,TABLON,Add to Cart
SeeD,CIMMYTMA-000313,-104.2,19.8,870,TABLON,Add to Cart
SeeD,CIMMYTMA-000314,-104.2,19.8,870,TABLON,Add to Cart
SeeD,CIMMYTMA-000315,-104.69997,20.375341,1441,TABLON,Add to Cart
SeeD,CIMMYTMA-000316,-103.497012,19.716303,1517,TABLON,Add to Cart
SeeD,CIMMYTMA-000317,-104.2,20.78333333,1354,TABLON,Add to Cart
SeeD,CIMMYTMA-000318,-103.28869,20.586889,1536,TABLON,Add to Cart
SeeD,CIMMYTMA-000319,-103.5333333,19.41666667,1226,CELAYA,Add to Cart
SeeD,CIMMYTMA-000320,-102.9836111,19.27416667,681,TABLON,Add to Cart
SeeD,CIMMYTMA-000321,-105.5333333,22.36666667,7,REVENT,Add to Cart
SeeD,CIMMYTMA-000322,-103.586763,19.325351,931,ELOTOC,Add to Cart
SeeD,CIMMYTMA-000323,-103.8,19.2,335,ELOTOC,Add to Cart
SeeD,CIMMYTMA-000324,-103.75,19.75,1322,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000325,-103.084504,19.895937,1920,CELAYA,Add to Cart
SeeD,CIMMYTMA-000326,-104.060951,20.507845,1298,CELAYA,Add to Cart
SeeD,CIMMYTMA-000327,-104.0666667,20.56666667,1257,CELAYA,Add to Cart
SeeD,CIMMYTMA-000328,-102.8,20.55,1554,VANDEN,Add to Cart
SeeD,CIMMYTMA-000329,-103.497012,19.716303,1517,CHALQU,Add to Cart
SeeD,CIMMYTMA-000330,-103.911452,19.595542,748,TABLON,Add to Cart
SeeD,CIMMYTMA-000331,-103.55,20.23333333,1357,TABLON,Add to Cart
SeeD,CIMMYTMA-000332,-104.35,19.76666667,907,TABLON,Add to Cart
SeeD,CIMMYTMA-000333,-104.2,19.8,870,CELAYA,Add to Cart
SeeD,CIMMYTMA-000342,-103.5833333,19.88333333,1364,CELAYA,Add to Cart
SeeD,CIMMYTMA-000360,-104.1666667,20.23333333,1580,TABLON,Add to Cart
SeeD,CIMMYTMA-000361,-104.6,21.43333333,860,CELAYA,Add to Cart
SeeD,CIMMYTMA-000362,-105.5333333,22.36666667,7,ELOTOC,Add to Cart
SeeD,CIMMYTMA-000371,-109.395459,28.975149,454,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000372,-109.395459,28.975149,454,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000375,-109.69121,29.799589,633,,Add to Cart
SeeD,CIMMYTMA-000376,-110.95676,30.643365,759,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000377,-110.367266,29.43544,390,,Add to Cart
SeeD,CIMMYTMA-000384,-105.259161,27.008378,1433,CONNOR,Add to Cart
SeeD,CIMMYTMA-000385,-105.05,27,1425,CELAYA,Add to Cart
SeeD,CIMMYTMA-000386,-107.9333333,30.38333333,1462,CELAYA,Add to Cart
SeeD,CIMMYTMA-000387,-105.3333333,28.05,1208,MAIZON,Add to Cart
SeeD,CIMMYTMA-000388,-105.470942,28.26839,1147,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000390,-105.15469,26.749393,1508,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000392,-105.370775,26.95746,1587,MAIZON,Add to Cart
SeeD,CIMMYTMA-000394,-105.4666667,28.23333333,1156,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000395,-105.3333333,28.05,1208,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000396,-105.370775,26.95746,1587,CELAYA,Add to Cart
SeeD,CIMMYTMA-000397,-105.3313889,27.1283333,1505,CELAYA,Add to Cart
SeeD,CIMMYTMA-000398,-105.159203,26.667028,1533,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000399,-104.890933,27.130649,1379,CELAYA,Add to Cart
SeeD,CIMMYTMA-000410,-105.3333333,28.05,1208,CRCHIH,Add to Cart
SeeD,CIMMYTMA-000411,-98.927143,22.953007,88,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000412,-99.620226,24.544429,485,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000413,-99.523387,24.594523,291,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000414,-99.01666667,23.3,271,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000415,-99.205617,24.041477,220,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000416,-99.318806,22.846632,343,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000417,-99.205617,24.041477,220,,Add to Cart
SeeD,CIMMYTMA-000423,-99.620189,22.377599,1279,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000424,-99.9072222,21.7722222,903,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000425,-100.465567,22.545288,1597,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000426,-100.8666667,22.11666667,1860,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000427,-100.3302778,22.0183333,1215,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000428,-100.21527,22.031961,1057,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000429,-99.836545,21.635442,932,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000430,-99.59805556,21.91527778,1130,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000431,-98.905924,21.544818,182,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000432,-98.712616,21.399889,298,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000433,-98.984003,21.383876,580,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000434,-98.712616,21.399889,298,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000435,-98.869208,21.426842,280,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000436,-99.816363,22.05427,1078,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000437,-99.99446,21.909795,989,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000446,-103.274676,25.434457,1141,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000447,-102.184609,25.458737,1483,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000448,-100.9027778,28.4244444,371,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000449,-100.726374,28.26979,356,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000451,-100.927528,28.550497,354,,Add to Cart
SeeD,CIMMYTMA-000452,-100.7757778,28.3461111,349,CELAYA,Add to Cart
SeeD,CIMMYTMA-000457,-97.382222,20.43027778,109,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000458,-97.0383333,19.07916667,1509,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000459,-96.87067,19.938631,163,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000460,-96.7277778,20.1611111,8,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000461,-97.55,20.71666667,189,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000462,-97.644379,20.888092,22,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000463,-97.63333333,21.06666667,194,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000464,-97.56666667,21.01666667,95,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000465,-97.96666667,21.28333333,190,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000466,-98.383333,21.516667,57,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000467,-96.85,20.2,8,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000469,-97.097646,20.480001,22,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000470,-97.113749,20.474435,31,,Add to Cart
SeeD,CIMMYTMA-000471,-96.354444,19.344444,13,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000472,-97.097646,20.480001,17,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000473,-97.731364,21.069305,77,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000474,-97.505195,20.998948,51,DZITBA,Add to Cart
SeeD,CIMMYTMA-000475,-98.38333333,21.51666667,57,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000502,-92.81747,16.567982,432,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000503,-93.176559,16.782368,633,OLOTIL,Add to Cart
SeeD,CIMMYTMA-000504,-93.38333333,16.76666667,812,,Add to Cart
SeeD,CIMMYTMA-000505,-93.26666667,16.25,572,ZAPCHI,Add to Cart
SeeD,CIMMYTMA-000506,-92.564373,16.332904,700,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000507,-92.7,15.28333333,28,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000508,-92.722085,16.573958,466,ELOTOC,Add to Cart
SeeD,CIMMYTMA-000517,-89.021165,20.782939,20,NALTEL,Add to Cart
SeeD,CIMMYTMA-000526,-100.069476,24.816599,1609,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000527,-99.68333333,25.25,320,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000528,-99.21347,25.677925,146,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000529,-99.800888,25.197258,447,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000530,-100.453733,26.176217,595,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000531,-99.586676,24.876901,350,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000532,-99.68333333,25.25,320,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000533,-99.68333333,25.25,320,TUXPEN,Add to Cart
SeeD,CIMMYTMA-000538,-100.768909,20.713061,1828,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000539,-100.75,20.71666667,1800,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000540,-101.6166667,21.11666667,1824,ELOTOC,Add to Cart
SeeD,CIMMYTMA-000541,-101.41488,20.957318,1787,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000542,-100.7333333,20.91666667,2011,ELOTCO,Add to Cart
SeeD,CIMMYTMA-000543,-101.35,20.66666667,1724,MDULCE,Add to Cart
SeeD,CIMMYTMA-000544,-100.15,20.2,2597,CONICO,Add to Cart
SeeD,CIMMYTMA-000545,-99.813582,21.054943,1330,FASCIA,Add to Cart
SeeD,CIMMYTMA-000546,-100.049518,20.794691,1900,CELAYA,Add to Cart
