,ROW_ID,PLANT_ID,FIELD,LOCATION,LAT,LON,ELE,SERIES,YEAR,ROW_NUM,PLANT_NUM,PLANTED,X1,Y1,X2,Y2,X_MID,Y_MID,CROSS,PANEL,TYPE,BLOCK,GENOTYPE,geno_pla,STOCK_FIELD,MUM_STOCK,DAD_STOCK,MUM_GEN,BLOCK_FIELD,lipid_batch_number,DTS,DTA,LPCs,PCs,CE_20_3,DG_34_2,DG_36_2,DG_36_3,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_16_0__9_0_CHO,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC36_1,PC_36_2,PC_36_3_A,PC_36_3_B,PC_36_4_A,PC_36_4_C,PC_36_5_A,PC_36_5_B,PC_37_3,PC_38_2,PC_38_3_K,PC_38_5_A,PC_p_34_2__PC_o_34_3,PC_p_36_3__PC_o_36_4,PC_p_36_4__PC_o_36_5,PE_34_2,SM_d32_1,SM_d36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
197,RS16-2584,,MT2016,MT,19.2,-99.5,2582,RS,2016,2584,NA,4/5/16,-99.54718445,19.22436737,-99.54715491,19.22436797,-99.54716968,19.22436767,,B73xPT,E,BLOCK3,LANMLR17B125,,IS2015,15H392,,LANMLR17B125,MT3,BATCH1,141,NA,6217775,11206794,NA,NA,NA,NA,NA,87623,NA,109400,4681567,1339185,NA,122904,13986,17400,211801,207810,3718232,2072735,15712,NA,51833,33873,17374,235432,236453,170245,1760348,NA,2240273,6195,13715,12644,6809,9557,NA,31463,NA,475095,NA,3387,NA,NA,6865,2078,1673,NA,3011,8634,26269,17289,NA,18473,9246,1951,16872,29074,NA,NA,11731,NA,2133,12486,26867,73821,NA,NA,NA
234,RS16-3043,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3043,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B125,,,15H392,,LANMLR17B125,PV1,BATCH4,56,54,1762073,9379248,19218,142243,NA,8720,118127,62997,5862,24452,1200696,468066,3509,113322,10394,26752,83287,371752,1575308,1534760,44662,NA,81843,40773,23555,296022,548958,254862,1537060,15779,2762551,NA,NA,9289,23215,21595,NA,NA,NA,487433,3151,NA,16390,NA,120149,NA,NA,NA,NA,11019,35879,NA,NA,NA,NA,NA,16412,30097,405162,472541,184957,NA,2639,11428,85634,190153,937348,1007421,NA
337,RS16-3323,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3323,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B125,,,15H392,,LANMLR17B125,PV2,BATCH4,56,52,2912578,8630281,18271,104343,NA,5794,57414,54866,7732,44312,1729761,1075907,16135,62342,3358,11803,41937,137751,1847556,1688832,26383,NA,42358,25593,13157,135841,221217,189340,1280606,NA,2858637,NA,NA,8806,7684,10945,NA,NA,NA,136276,16679,NA,12697,NA,19915,NA,NA,NA,NA,49689,67627,NA,NA,NA,NA,NA,75954,79871,271244,390351,223387,NA,22349,35494,97938,132161,578993,1395679,NA
418,RS16-3548,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3548,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B125,,,15H392,,LANMLR17B125,PV3,BATCH4,56,55,2358654,11197970,6764,58683,NA,2929,34928,35593,4936,39629,1771808,506688,5460,45273,2198,11633,38950,143452,3040706,2177234,22339,NA,34232,8824,15212,113565,247567,95409,1981520,10997,3184538,NA,NA,1689,7877,9295,NA,NA,NA,76661,8001,NA,29340,NA,95725,NA,NA,NA,NA,2529,15787,NA,NA,NA,NA,NA,3933,20155,121919,158124,161773,NA,1980,3903,35784,73910,321449,505978,NA
44,RS16-2072,,MT2016,MT,19.2,-99.5,2582,RS,2016,2072,NA,4/5/16,-99.54765754,19.22452816,-99.54762834,19.22452877,-99.54764294,19.22452847,,B73xPT,E,BLOCK1,LANMLR17B129,,IS2015,15H393,PSIB,LANMLR17B129,MT1,BATCH1,133,NA,3340043,13860077,NA,NA,NA,NA,NA,114469,NA,84662,2743415,397497,NA,67222,17052,5966,32743,165790,4260822,2593636,40190,NA,87224,134288,24732,283106,303699,297881,2297870,NA,2997690,37392,88861,23213,4857,36206,NA,59637,NA,451901,NA,47352,NA,NA,17713,12019,10373,NA,20683,13548,26429,19294,NA,5601,30160,3616,23563,24472,NA,NA,10283,NA,4037,27322,30931,51046,NA,NA,NA
123,RS16-2357,,MT2016,MT,19.2,-99.5,2582,RS,2016,2357,NA,4/5/16,-99.54740484,19.2246358,-99.54737586,19.22463642,-99.54739035,19.22463611,,B73xPT,E,BLOCK2,LANMLR17B129,,IS2015,15H393,PSIB,LANMLR17B129,MT2,BATCH1,135,139,8268520,8721651,NA,NA,NA,NA,NA,110650,NA,153204,6530951,1473715,NA,60052,15808,6919,33441,149935,3528525,1827712,33540,NA,69243,101720,25422,204183,243913,157109,2009115,NA,53925,NA,87807,8116,12860,25835,NA,66471,NA,289670,NA,50405,NA,NA,13009,11350,3868,NA,17405,18816,39409,29075,NA,20460,39729,3763,34050,49669,NA,NA,11316,NA,10660,41457,64076,152977,NA,NA,NA
198,RS16-2585,,MT2016,MT,19.2,-99.5,2582,RS,2016,2585,NA,4/5/16,-99.54718421,19.22436055,-99.54715466,19.22436115,-99.54716944,19.22436085,,B73xPT,E,BLOCK3,LANMLR17B129,,IS2015,15H393,,LANMLR17B129,MT3,BATCH1,134,NA,4352830,13020939,NA,NA,NA,NA,NA,85147,NA,87334,3347826,832523,NA,86041,20898,19241,190311,237707,4289973,1909639,27154,NA,80766,61662,21521,380996,333286,265572,2330941,NA,2597804,10365,70711,22016,11712,18622,NA,34001,NA,534787,3957,7222,NA,NA,2427,2177,2285,NA,7611,17584,11770,9206,NA,10814,2349,17083,21973,7181,NA,NA,6391,NA,14060,31617,75556,NA,NA,NA,NA
237,RS16-3049,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3049,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B129,,,15H393,,LANMLR17B129,PV1,BATCH3,55,54,11235115,7096265,NA,NA,8659,4859,23299,118974,59874,204021,6219042,4633204,3043,64932,1215,6336,28343,173884,3060386,610319,37683,8786,21987,57101,23786,271279,177125,135664,1142730,NA,1087605,33795,24400,3230,NA,46411,NA,NA,76225,624314,NA,NA,NA,NA,14696,3077,NA,NA,2581,21658,71398,27649,2773,12479,NA,10615,37615,78963,770017,888520,NA,3832,4593,36720,137129,357408,NA,NA,10529
340,RS16-3326,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3326,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B129,,,15H393,,LANMLR17B129,PV2,BATCH4,55,56,2981136,6656671,9837,122537,NA,4151,95884,47818,8232,52800,1695307,1176979,2439,52102,3409,7257,24862,109386,1753689,1291348,30184,NA,29288,23364,12136,113418,159328,168811,796530,NA,2044920,NA,NA,9744,5699,18757,NA,NA,NA,350759,15987,NA,10872,NA,130070,NA,NA,NA,NA,12785,57742,NA,NA,NA,NA,NA,9392,45989,559819,880245,431978,NA,6486,13926,136775,172236,858489,1717915,NA
42,RS16-2070,,MT2016,MT,19.2,-99.5,2582,RS,2016,2070,NA,4/5/16,-99.5476575,19.22451452,-99.54762827,19.22451513,-99.54764289,19.22451483,,B73xPT,E,BLOCK1,LANMLR17B132,,PV2015,RS15_613.3,PSIB,LANMLR17B132,MT1,BATCH2,134,132,1657092,10572817,NA,4527,NA,NA,3137,57553,15895,37827,1330104,215713,15153,14681,3464,16027,24663,65756,2924360,2145835,20398,NA,43658,23384,11685,127490,203509,243039,2308165,NA,2339348,NA,NA,12206,NA,10350,NA,19646,NA,247745,18297,NA,NA,1472,2514,NA,NA,972,NA,3119,4361,3587,1899,3103,NA,NA,3964,3822,34907,50498,49501,NA,NA,2989,3128,17694,NA,NA,1459
99,RS16-2311,,MT2016,MT,19.2,-99.5,2582,RS,2016,2311,NA,4/5/16,-99.54744258,19.22438256,-99.54741309,19.22438316,-99.54742784,19.22438286,,B73xPT,E,BLOCK2,LANMLR17B132,,PV2015,RS15_613.3,PSIB,LANMLR17B132,MT2,BATCH1,137,135,5373638,12350369,NA,NA,NA,NA,NA,115041,NA,95863,3517768,1644966,NA,16577,17666,22653,22665,201656,3726174,2062803,28615,NA,56257,47278,16756,415864,318974,355709,2063519,NA,2885875,13342,21779,20572,12717,10833,NA,12085,NA,308172,NA,2403,NA,NA,4658,1865,4429,NA,6934,20666,18123,13534,NA,6183,3895,12718,18297,5657,NA,NA,5095,NA,8245,23207,49251,NA,NA,NA,NA
356,RS16-3344,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3344,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B132,,,RS15_613.3,,LANMLR17B132,PV2,BATCH4,52,54,3491815,6132198,32877,118358,NA,4257,69075,51112,10792,69538,1880170,1480203,7390,42667,895,9080,30507,120992,1869176,1484516,26308,NA,39661,15407,13807,134575,143126,170859,869440,NA,1124475,NA,NA,11072,6279,11966,NA,NA,NA,191151,23623,NA,11661,NA,134255,NA,NA,NA,NA,11187,43084,NA,NA,NA,NA,NA,18915,38338,493346,715825,338743,NA,6409,6341,134490,221727,1041551,1996816,NA
67,RS16-2095,,MT2016,MT,19.2,-99.5,2582,RS,2016,2095,NA,4/5/16,-99.54761563,19.22462451,-99.54758663,19.22462513,-99.54760113,19.22462482,,B73xPT,E,BLOCK1,LANMLR17B134,,PV2015,RS15_614.3,PSIB,LANMLR17B134,MT1,BATCH2,118,116,3443935,8562513,NA,10840,NA,NA,7992,81779,8281,64402,2314940,974533,855,16619,11703,18067,24511,113327,2984027,1254309,20700,NA,44096,15528,6883,107189,268555,128845,1672150,NA,1849510,NA,NA,7465,NA,7311,NA,10863,NA,302250,4453,NA,NA,2665,5255,NA,NA,1150,NA,6012,17154,10997,4559,10672,NA,NA,8293,14078,113493,155729,73517,NA,NA,5349,13396,39375,NA,NA,1729
380,RS16-3371,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3371,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B134,,,RS15_614.3,,LANMLR17B134,PV2,BATCH4,55,50,3013628,7792032,11145,121675,NA,2890,82096,75996,15711,80238,1451024,1390659,2204,33636,6378,15302,58299,240764,1454481,1380313,31266,NA,67179,43598,28089,374982,363588,463579,1238072,NA,1944248,NA,NA,17836,12867,15351,NA,NA,NA,528272,9829,NA,2254,NA,12023,NA,NA,NA,NA,12694,28572,NA,NA,NA,NA,NA,28827,38339,363094,543620,240155,NA,6186,22353,107836,146249,742149,1505531,NA
450,RS16-3592,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3592,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B134,,,RS15_614.3,,LANMLR17B134,PV3,BATCH4,55,52,2816084,7414998,23218,123413,NA,7913,45254,45868,7785,48579,1417857,1295995,1288,50724,7340,15877,30398,245157,1475204,1455043,31520,NA,46377,38384,19138,179650,297460,310073,1071705,NA,2104429,NA,NA,12156,9398,13677,NA,NA,NA,538381,13606,NA,13273,NA,153667,NA,NA,NA,NA,21381,53274,NA,NA,NA,NA,NA,15267,52663,494345,871619,505166,NA,9522,17000,97149,159709,788011,1079197,NA
56,RS16-2084,,MT2016,MT,19.2,-99.5,2582,RS,2016,2084,NA,4/5/16,-99.54765778,19.22460998,-99.54762875,19.2246106,-99.54764326,19.22461029,,B73xPT,E,BLOCK1,LANMLR17B135,,IS2015,15H396,PSIB,LANMLR17B135,MT1,BATCH1,137,135,5470103,11939351,NA,NA,NA,NA,NA,123347,NA,113512,3808628,1424616,NA,22533,14366,21083,24880,224941,4416288,2069218,30418,NA,62309,49689,12296,255312,292361,190428,1885050,NA,2292634,12888,17644,12118,3414,13078,NA,16403,NA,172639,NA,2914,NA,NA,8232,9177,8399,NA,4677,14409,112041,71226,NA,23163,6609,4751,35988,73548,NA,NA,21663,NA,8343,16768,61003,153486,NA,NA,NA
117,RS16-2346,,MT2016,MT,19.2,-99.5,2582,RS,2016,2346,NA,4/5/16,-99.54740331,19.22456077,-99.54737417,19.22456139,-99.54738874,19.22456108,,B73xPT,E,BLOCK2,LANMLR17B135,,IS2015,15H396,PSIB,LANMLR17B135,MT2,BATCH2,139,135,1503796,10785474,NA,33035,NA,NA,2662,150601,23771,95565,1176146,57713,7084,22861,7359,14586,29495,131520,4003787,1973570,26540,NA,89274,108178,5192,168228,255118,205503,1851809,NA,1818834,NA,NA,2863,NA,19584,NA,44089,NA,44073,3838,NA,NA,1620,3104,NA,NA,1083,NA,2542,14696,7143,1134,3663,NA,NA,2731,11692,68949,115371,52918,NA,NA,2450,2456,27002,NA,NA,1764
167,RS16-2540,,MT2016,MT,19.2,-99.5,2582,RS,2016,2540,NA,4/5/16,-99.54723684,19.22465984,-99.54720789,19.22466046,-99.54722237,19.22466015,,B73xPT,E,BLOCK3,LANMLR17B135,,IS2015,15H396,,LANMLR17B135,MT3,BATCH1,141,140,3862087,13391318,NA,NA,NA,NA,NA,60677,NA,60268,2861714,879428,NA,26787,18450,25037,200174,231819,5063808,2199290,25525,NA,61662,45886,17119,330133,263896,189587,2366371,NA,2245412,8855,16985,16624,3679,15781,NA,18438,NA,284702,NA,5400,NA,NA,9918,7548,8427,NA,6163,14318,75959,49038,NA,28821,12081,3689,38021,70737,NA,NA,25836,NA,9443,23752,65467,161156,NA,NA,NA
274,RS16-3095,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3095,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B135,,,15H396,,LANMLR17B135,PV1,BATCH4,57,50,694731,11125609,10504,144655,NA,7864,102107,73176,3957,21500,536039,60059,14977,42144,4042,21666,38083,205037,2408289,2003401,27534,NA,73029,26081,24344,352751,352860,208379,2268236,4697,2993222,NA,NA,12902,24437,19498,NA,NA,NA,156726,4411,NA,14510,NA,199026,NA,NA,NA,NA,210789,92094,NA,NA,NA,NA,NA,304052,237711,216115,141650,57886,NA,61243,110609,295613,167941,491271,433873,NA
334,RS16-3320,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3320,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B135,,,15H396,,LANMLR17B135,PV2,BATCH4,57,54,2394148,9043391,17177,82806,NA,5756,40914,41774,6387,26677,1410090,909220,17223,44481,2644,16997,35183,157706,NA,2772036,27692,NA,38361,32921,12452,154217,183175,326133,1155224,NA,4041167,NA,NA,9243,6225,10311,NA,NA,NA,199928,17003,NA,4116,NA,2234,NA,NA,NA,NA,8023,23200,NA,NA,NA,NA,NA,12271,23723,210114,378688,211458,NA,2371,7617,31293,109531,511570,2072208,NA
422,RS16-3555,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3555,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B135,,,15H396,,LANMLR17B135,PV3,BATCH4,55,52,803539,10020955,18006,169514,NA,7585,121061,91824,7840,21025,498430,184420,15696,52299,11891,31682,52214,378378,1726647,1719016,41850,NA,70178,52408,28609,599837,364106,594647,1587479,NA,2637501,NA,NA,17421,20017,19079,NA,NA,NA,284792,8226,NA,22104,NA,87202,NA,NA,NA,NA,27137,51716,NA,NA,NA,NA,NA,66545,66962,336893,476326,257022,NA,31266,50044,144294,146420,619934,1584683,NA
210,RS16-2603,,MT2016,MT,19.2,-99.5,2582,RS,2016,2603,NA,4/5/16,-99.54714563,19.22447741,-99.54711632,19.22447802,-99.54713098,19.22447772,,B73xPT,E,BLOCK3,LANMLR17B138,,IS2015,15H398,,LANMLR17B138,MT3,BATCH1,134,136,421567,17073472,NA,NA,NA,NA,NA,105820,NA,7996,237602,70149,NA,48677,28704,60629,59569,338076,5658049,2670008,17022,NA,103613,38853,23752,594179,481551,326238,3151402,NA,3396310,15920,13435,24560,9451,6091,NA,7383,NA,313299,NA,15183,NA,NA,9024,4898,7832,NA,8086,11887,86349,53722,NA,24904,12847,4177,30669,37819,NA,NA,11921,NA,8722,12425,38020,65102,NA,NA,NA
227,RS16-3034,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3034,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B138,,,15H398,,LANMLR17B138,PV1,BATCH3,50,52,1210279,18694572,NA,NA,1657,2205,9169,119215,15241,33734,585870,456219,32480,50687,23873,37011,73429,962575,6497757,2770396,29624,10683,38983,40474,62376,835297,814700,334903,3079097,9827,2914186,17656,13048,10829,NA,14612,NA,NA,20069,316654,NA,NA,NA,NA,8834,7088,NA,NA,2400,16043,49985,21485,9638,11247,NA,7846,32245,91505,357835,310972,NA,6001,8946,32857,117710,310693,NA,NA,10788
357,RS16-3345,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3345,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B138,,,15H398,,LANMLR17B138,PV2,BATCH4,49,48,462541,12246863,7446,93975,NA,8604,44545,76792,3907,11827,309252,60763,40115,30668,3638,9160,46615,196415,4058937,2410684,14921,NA,32808,22930,17075,206609,171593,274433,1303646,NA,3382104,NA,NA,8540,6986,8986,NA,NA,NA,180681,13046,NA,2173,NA,981,NA,NA,NA,NA,34978,68573,NA,NA,NA,NA,NA,23285,28907,258695,537520,280865,NA,8841,9636,42197,89134,268376,764582,NA
410,RS16-3539,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3539,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B138,,,15H398,,LANMLR17B138,PV3,BATCH4,50,49,2307683,9360022,13994,122374,NA,5491,49047,91766,5442,61105,1263168,886202,25817,53900,12541,23221,45985,375911,1564028,1560430,29371,NA,65151,86477,22217,319118,477252,335719,1473997,15632,2829832,NA,NA,13212,15897,14314,NA,NA,NA,167033,6742,NA,5827,NA,62065,NA,NA,NA,NA,8083,54731,NA,NA,NA,NA,NA,14630,36746,388721,583095,303885,NA,3107,6167,86261,136699,549022,1181408,NA
160,RS16-2533,,MT2016,MT,19.2,-99.5,2582,RS,2016,2533,NA,4/5/16,-99.54723531,19.22461209,-99.54720626,19.2246127,-99.54722079,19.22461239,,B73xPT,E,BLOCK3,LANMLR17B140,,IS2015,15H399,,LANMLR17B140,MT3,BATCH1,124,122,2079440,15339179,NA,NA,NA,NA,NA,41742,NA,23552,1644845,369301,NA,28946,19720,32802,113231,233665,5183264,2142732,20977,NA,83001,33531,15899,382914,376120,218168,3078193,NA,3305536,14065,13148,16226,5664,10662,NA,10715,NA,480878,NA,12004,NA,NA,4635,971,3712,NA,4486,5411,34567,17971,NA,21409,8420,1313,14738,24551,NA,NA,11300,NA,4463,11280,40458,91315,NA,NA,NA
225,RS16-3032,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3032,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B140,,,15H399,,LANMLR17B140,PV1,BATCH3,56,52,1250015,18446907,NA,NA,8078,6833,19037,128330,22246,13870,632201,453368,16852,49433,21855,52109,135329,773727,8224373,3100941,40265,9700,71266,44247,44809,727119,705510,387813,3904203,26205,13150,25529,16281,16310,NA,18186,NA,NA,21695,799434,NA,NA,NA,NA,7976,1821,NA,NA,1406,9196,23578,8616,1633,3401,NA,3002,13596,44576,310929,298321,NA,2565,1964,17184,62446,275704,NA,NA,1398
370,RS16-3359,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3359,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B140,,,15H399,,LANMLR17B140,PV2,BATCH4,54,45,2200977,9850802,37364,96446,NA,4352,54879,64272,6733,20216,1347462,762294,3729,37432,1546,13185,92100,150683,1855504,1844552,25414,NA,92778,58010,11118,207994,204417,331791,1569092,NA,3322759,NA,NA,10330,6692,11676,NA,NA,NA,199589,16590,NA,4268,NA,35224,NA,NA,NA,NA,13665,32132,NA,NA,NA,NA,NA,19256,10780,234600,428357,259825,NA,8348,8277,53086,75337,368865,1308877,NA
417,RS16-3547,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3547,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B140,,,15H399,,LANMLR17B140,PV3,BATCH4,55,49,1215319,10315981,26273,166326,NA,12245,84631,83715,10558,15030,847146,258870,12907,34545,2248,14454,91864,149983,1941958,1882869,26257,NA,73055,39559,14430,308527,210098,374123,1636506,NA,3474423,NA,NA,10096,3680,14399,NA,NA,NA,293537,10534,NA,15607,NA,178480,NA,NA,NA,NA,7880,44854,NA,NA,NA,NA,NA,19888,16318,307082,467961,266149,NA,6228,9269,83384,97305,459833,1276060,NA
301,RS16-3127,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3127,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B142,,,15H400,,LANMLR17B142,PV1,BATCH4,54,50,1729304,9187931,9645,131426,NA,7110,113136,43317,4685,30673,1229540,421089,1786,57974,14726,32880,52256,435221,1416664,1397965,46340,NA,75211,38095,27988,403496,609758,292955,1402901,16766,2785022,NA,NA,12865,44791,22271,NA,NA,NA,653538,3152,NA,5407,NA,62366,NA,NA,NA,NA,8270,21716,NA,NA,NA,NA,NA,11587,41076,439623,426890,143213,NA,2171,9409,111407,253280,1171431,905769,NA
307,RS16-3289,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3289,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B142,,,15H400,,LANMLR17B142,PV2,BATCH4,56,52,2243561,9322361,9961,60414,NA,3644,37441,32206,4281,31024,1370800,805250,15284,33320,4176,13574,29223,186321,NA,2590061,19653,NA,31241,27403,10542,135189,241890,276538,1299685,NA,4386984,NA,NA,7592,6249,7436,NA,NA,NA,258843,11613,NA,2794,NA,2465,NA,NA,NA,NA,197256,96398,NA,NA,NA,NA,NA,266372,218257,160257,281416,157878,NA,66213,127888,221689,147686,314671,1312996,NA
441,RS16-3581,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3581,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B142,,,15H400,,LANMLR17B142,PV3,BATCH4,54,50,2520909,7316160,11298,134138,NA,8358,83011,46997,6780,28760,1423754,1014618,2148,37494,1503,14101,33069,159306,1684621,1630292,33855,NA,35458,31521,12635,170070,225966,282540,1231795,NA,1694233,NA,NA,10478,8897,16178,NA,NA,NA,480237,14012,NA,18197,NA,87973,NA,NA,NA,NA,12596,44563,NA,NA,NA,NA,NA,18213,35507,435548,790310,425957,NA,3880,10018,77228,133942,813966,1837466,NA
34,RS16-2061,,MT2016,MT,19.2,-99.5,2582,RS,2016,2061,NA,4/5/16,-99.54765732,19.22445316,-99.54762797,19.22445377,-99.54764264,19.22445346,,B73xPT,E,BLOCK1,LANMLR17B144,,PV2015,RS15_621.3,PSIB,LANMLR17B144,MT1,BATCH4,128,126,987372,10162508,37348,69056,NA,NA,65153,72723,19405,62498,737132,95614,11530,24508,8153,10526,38050,95775,NA,2303576,35257,NA,102054,150857,6447,97305,240424,181208,2226582,NA,4572781,NA,NA,15789,12060,29626,NA,NA,NA,119259,32175,NA,12695,NA,6569,NA,NA,NA,NA,14797,57741,NA,NA,NA,NA,NA,15476,39301,238879,406137,321308,NA,4541,11365,43956,94975,247825,675654,NA
140,RS16-2375,,MT2016,MT,19.2,-99.5,2582,RS,2016,2375,NA,4/5/16,-99.54736093,19.22456166,-99.54733179,19.22456227,-99.54734636,19.22456197,,B73xPT,E,BLOCK2,LANMLR17B144,,PV2015,RS15_621.3,PSIB,LANMLR17B144,MT2,BATCH1,128,127,495660,16495961,NA,NA,NA,NA,NA,105175,NA,24538,255946,110001,NA,17492,36393,22663,43648,205718,4403354,3246591,37559,NA,83806,163745,20130,382654,386128,502740,2652362,NA,4118100,31683,42487,22603,14931,26331,NA,34843,NA,742623,5634,13598,NA,NA,11610,4874,4996,NA,20353,25207,7165,3293,NA,19627,4555,29056,32776,10310,NA,NA,4626,NA,18551,26599,44427,NA,NA,NA,NA
156,RS16-2528,,MT2016,MT,19.2,-99.5,2582,RS,2016,2528,NA,4/5/16,-99.54723421,19.22457798,-99.5472051,19.22457859,-99.54721965,19.22457828,,B73xPT,E,BLOCK3,LANMLR17B144,,PV2015,RS15_621.3,,LANMLR17B144,MT3,BATCH1,129,127,1578214,16003511,NA,NA,NA,NA,NA,38673,NA,22451,1125067,392023,NA,14117,25384,31178,61622,356029,4556130,2278173,40180,NA,72699,52663,22687,488564,467493,380191,2884174,NA,4180736,13347,24235,20109,10707,13888,NA,9205,NA,545210,NA,6685,NA,NA,3858,785,891,NA,1638,2561,13064,11557,NA,3604,5090,789,7441,13600,NA,NA,8683,NA,662,5703,15928,44603,NA,NA,NA
290,RS16-3113,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3113,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK1,LANMLR17B144,,,RS15_621.3,,LANMLR17B144,PV1,BATCH4,52,50,972680,8689158,16393,146652,NA,8581,135857,46158,4816,24429,757028,140249,5652,67149,21239,40947,147562,614706,1225440,1199960,51080,NA,98286,40581,40064,603612,801186,316875,1224204,21220,2070907,NA,NA,14978,55393,28117,NA,NA,NA,619059,1743,NA,3335,NA,29791,NA,NA,NA,NA,136894,92965,NA,NA,NA,NA,NA,194960,224484,438963,308557,69687,NA,40072,90493,376613,547958,1248392,1057128,NA
324,RS16-3308,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3308,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK2,LANMLR17B144,,,RS15_621.3,,LANMLR17B144,PV2,BATCH4,51,51,997105,11310699,20544,144211,NA,8384,108928,39775,2596,17992,704902,231840,23417,39504,16106,29408,221924,562618,1627672,1624655,50521,NA,86916,48748,37200,615444,747559,535951,1625159,21590,3317094,NA,NA,18706,34980,25527,NA,NA,NA,751220,5920,NA,14951,NA,33454,NA,NA,NA,NA,7661,23334,NA,NA,NA,NA,NA,11435,23198,205378,288455,128155,NA,3282,7596,43545,76421,459291,777337,NA
431,RS16-3569,,PV2016_2,PV,20.8,-105.2,54,RS,2016,3569,NA,4/1/16,NA,NA,NA,NA,NA,NA,,B73xPT,E,BLOCK3,LANMLR17B144,,,RS15_621.3,,LANMLR17B144,PV3,BATCH4,51,46,2088481,8562545,18415,153881,NA,7325,114674,51033,9902,133685,1309530,584331,4214,35165,9818,12312,69493,466910,1426520,1315272,26317,NA,44838,31783,43463,383174,463493,341408,1262291,19631,2564249,NA,NA,13250,17037,11907,NA,NA,NA,123698,7511,NA,122018,NA,141671,NA,NA,NA,NA,66511,51930,NA,NA,NA,NA,NA,92192,72512,418354,556628,247144,NA,23793,45420,160329,218284,823377,1353323,NA
