ZmLpcat1,samp,experiment,plate,well,barcode,tube_num_full,tube_num,tissue_key,tissue,ID,temp_tx,fertilizer_tx,tray,pot,line,source,tissue_stage,date_planted,emergence_date,unique_id,harvest_date,genotype,inv4m_genotype,uniqueID,file,Filename,fastqc,Total_Sequences,plant,NEWID,new_line,new_inv4m_genotype,full_geno,group,inv_temp,fert_temp,fert_temp_geno
5.767939074,GC73_P5_ILLSINHA50,gc73,5,G7,ILLSINHA50,241.1,241,1,V3_Primary_root,gc73200,cold,high,2,1,PT,,V3,4/21/17,4/27/17,cold_2_1_V3,5/12/17,PT,Inv4m,gc73200_1,GC73_P5_ILLSINHA50_1.fq.gz,GC73_P5_ILLSINHA50_1.fq.gz,pass,8540740,gc73_5_cold_high_2_1_V3,gc73_5_cold_high_2_1_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
6.174645648,GC73_P5_ILLSINHA51,gc73,5,F7,ILLSINHA51,264.1,264,1,V3_Primary_root,gc73206,cold,high,2,4,B73,,V3,4/21/17,4/29/17,cold_2_4_V3,5/15/17,B73,B73,gc73206_1,GC73_P5_ILLSINHA51_1.fq.gz,GC73_P5_ILLSINHA51_1.fq.gz,pass,4962705,gc73_5_cold_high_2_4_V3,gc73_5_cold_high_2_4_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,high_cold,high_cold_B73
6.514933305,GC73_P5_ILLSINHA52,gc73,5,E7,ILLSINHA52,245,245,0,V3_Leaf_tissue,gc73328,cold,low,9,2,F1,,V3,4/21/17,4/28/17,cold_9_2_V3,5/12/17,F1,H,gc73328_0,GC73_P5_ILLSINHA52_1.fq.gz,GC73_P5_ILLSINHA52_1.fq.gz,pass,1039337,gc73_5_cold_low_9_2_V3,gc73_5_cold_low_9_2_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
5.7865943,GC73_P5_ILLSINHA53,gc73,5,D7,ILLSINHA53,284,284,0,V3_Leaf_tissue,gc73356,cold,low,10,7,PT,,V3,4/21/17,4/28/17,cold_10_7_V3,5/15/17,PT,Inv4m,gc73356_0,GC73_P5_ILLSINHA53_1.fq.gz,GC73_P5_ILLSINHA53_1.fq.gz,pass,3202241,gc73_5_cold_low_10_7_V3,gc73_5_cold_low_10_7_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
6.156899391,GC73_P5_ILLSINHA55,gc73,5,B7,ILLSINHA55,292.1,292,1,V3_Primary_root,gc73336,cold,low,9,6,B73,,V3,4/21/17,4/28/17,cold_9_6_V3,5/15/17,B73,B73,gc73336_1,GC73_P5_ILLSINHA55_1.fq.gz,GC73_P5_ILLSINHA55_1.fq.gz,pass,13710012,gc73_5_cold_low_9_6_V3,gc73_5_cold_low_9_6_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
5.658563527,GC73_P5_ILLSINHA56,gc73,5,A7,ILLSINHA56,284.1,284,1,V3_Primary_root,gc73356,cold,low,10,7,PT,,V3,4/21/17,4/28/17,cold_10_7_V3,5/15/17,PT,Inv4m,gc73356_1,GC73_P5_ILLSINHA56_1.fq.gz,GC73_P5_ILLSINHA56_1.fq.gz,pass,4539276,gc73_5_cold_low_10_7_V3,gc73_5_cold_low_10_7_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
5.736501029,GC73_P6_ILLSINHA1,gc73,6,H1,ILLSINHA1,117,117,0,V3_Leaf_tissue,gc73088,warm,high,5,8,F1,,V3,4/21/17,4/24/17,warm_5_8_V3,5/2/17,F1,H,gc73088_0,GC73_P6_ILLSINHA1_1.fq.gz,GC73_P6_ILLSINHA1_1.fq.gz,,,gc73_6_warm_high_5_8_V3,gc73_6_warm_high_5_8_V3_V3_Leaf_tissue,,H,F1_,warm_NA_H,H_warm,high_warm,high_warm_F1
5.555803743,GC73_P6_ILLSINHA3,gc73,6,F1,ILLSINHA3,85,85,0,V3_Leaf_tissue,gc73028,warm,high,2,5,PT,,V3,4/21/17,4/24/17,warm_2_5_V3,5/2/17,PT,Inv4m,gc73028_0,GC73_P6_ILLSINHA3_1.fq.gz,GC73_P6_ILLSINHA3_1.fq.gz,,,gc73_6_warm_high_2_5_V3,gc73_6_warm_high_2_5_V3_V3_Leaf_tissue,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,high_warm,high_warm_PT
6.667069951,GC73_P6_ILLSINHA4,gc73,6,E1,ILLSINHA4,85.1,85,1,V3_Primary_root,gc73028,warm,high,2,5,PT,,V3,4/21/17,4/24/17,warm_2_5_V3,5/2/17,PT,Inv4m,gc73028_1,GC73_P6_ILLSINHA4_1.fq.gz,GC73_P6_ILLSINHA4_1.fq.gz,,,gc73_6_warm_high_2_5_V3,gc73_6_warm_high_2_5_V3_V3_Primary_root,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,high_warm,high_warm_PT
6.107122787,GC73_P6_ILLSINHA5,gc73,6,D1,ILLSINHA5,117.1,117,1,V3_Primary_root,gc73088,warm,high,5,8,F1,,V3,4/21/17,4/24/17,warm_5_8_V3,5/2/17,F1,H,gc73088_1,GC73_P6_ILLSINHA5_1.fq.gz,GC73_P6_ILLSINHA5_1.fq.gz,,,gc73_6_warm_high_5_8_V3,gc73_6_warm_high_5_8_V3_V3_Primary_root,,H,F1_,warm_NA_H,H_warm,high_warm,high_warm_F1
5.847827699,GC73_P6_ILLSINHA6,gc73,6,C1,ILLSINHA6,82.1,82,1,V3_Primary_root,gc73022,warm,high,2,2,B73,,V3,4/21/17,4/25/17,warm_2_2_V3,5/2/17,B73,B73,gc73022_1,GC73_P6_ILLSINHA6_1.fq.gz,GC73_P6_ILLSINHA6_1.fq.gz,,,gc73_6_warm_high_2_2_V3,gc73_6_warm_high_2_2_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,high_warm,high_warm_B73
6.680899695,GC73_P6_ILLSINHA7,gc73,6,B1,ILLSINHA7,128,128,0,V3_Leaf_tissue,gc73174,warm,low,10,6,F1,,V3,4/21/17,4/25/17,warm_10_6_V3,5/2/17,F1,H,gc73174_0,GC73_P6_ILLSINHA7_1.fq.gz,GC73_P6_ILLSINHA7_1.fq.gz,,,gc73_6_warm_low_10_6_V3,gc73_6_warm_low_10_6_V3_V3_Leaf_tissue,,H,F1_,warm_NA_H,H_warm,low_warm,low_warm_F1
6.47071148,GC73_P6_ILLSINHA8,gc73,6,A1,ILLSINHA8,158,158,0,V3_Leaf_tissue,gc73146,warm,low,9,1,B73,,V3,4/21/17,4/27/17,warm_9_1_V3,5/4/17,B73,B73,gc73146_0,GC73_P6_ILLSINHA8_1.fq.gz,GC73_P6_ILLSINHA8_1.fq.gz,,,gc73_6_warm_low_9_1_V3,gc73_6_warm_low_9_1_V3_V3_Leaf_tissue,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
5.559470778,GC73_P6_ILLSINHA9,gc73,6,H2,ILLSINHA9,125,125,0,V3_Leaf_tissue,gc73166,warm,low,10,2,PT,,V3,4/21/17,4/26/17,warm_10_2_V3,5/2/17,PT,Inv4m,gc73166_0,GC73_P6_ILLSINHA9_1.fq.gz,GC73_P6_ILLSINHA9_1.fq.gz,,,gc73_6_warm_low_10_2_V3,gc73_6_warm_low_10_2_V3_V3_Leaf_tissue,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,low_warm,low_warm_PT
6.322717556,GC73_P6_ILLSINHA10,gc73,6,G2,ILLSINHA10,125.1,125,1,V3_Primary_root,gc73166,warm,low,10,2,PT,,V3,4/21/17,4/26/17,warm_10_2_V3,5/2/17,PT,Inv4m,gc73166_1,GC73_P6_ILLSINHA10_1.fq.gz,GC73_P6_ILLSINHA10_1.fq.gz,pass,4585270,gc73_6_warm_low_10_2_V3,gc73_6_warm_low_10_2_V3_V3_Primary_root,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,low_warm,low_warm_PT
6.20593605,GC73_P6_ILLSINHA11,gc73,6,F2,ILLSINHA11,128.1,128,1,V3_Primary_root,gc73174,warm,low,10,6,F1,,V3,4/21/17,4/25/17,warm_10_6_V3,5/2/17,F1,H,gc73174_1,GC73_P6_ILLSINHA11_1.fq.gz,GC73_P6_ILLSINHA11_1.fq.gz,pass,1263773,gc73_6_warm_low_10_6_V3,gc73_6_warm_low_10_6_V3_V3_Primary_root,,H,F1_,warm_NA_H,H_warm,low_warm,low_warm_F1
6.483006043,GC73_P6_ILLSINHA12,gc73,6,E2,ILLSINHA12,158.1,158,1,V3_Primary_root,gc73146,warm,low,9,1,B73,,V3,4/21/17,4/27/17,warm_9_1_V3,5/4/17,B73,B73,gc73146_1,GC73_P6_ILLSINHA12_1.fq.gz,GC73_P6_ILLSINHA12_1.fq.gz,pass,2661614,gc73_6_warm_low_9_1_V3,gc73_6_warm_low_9_1_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
6.170786662,GC73_P6_ILLSINHA53,gc73,6,D7,ILLSINHA53,275,275,0,V3_Leaf_tissue,gc73242,cold,high,4,4,F1,,V3,4/21/17,4/29/17,cold_4_4_V3,5/15/17,F1,H,gc73242_0,GC73_P6_ILLSINHA53_1.fq.gz,GC73_P6_ILLSINHA53_1.fq.gz,pass,514206,gc73_6_cold_high_4_4_V3,gc73_6_cold_high_4_4_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,high_cold,high_cold_F1
6.051415263,GC73_P6_ILLSINHA55,gc73,6,B7,ILLSINHA55,243,243,0,V3_Leaf_tissue,gc73254,cold,high,5,1,PT,,V3,4/21/17,4/28/17,cold_5_1_V3,5/12/17,PT,Inv4m,gc73254_0,GC73_P6_ILLSINHA55_1.fq.gz,GC73_P6_ILLSINHA55_1.fq.gz,pass,4028059,gc73_6_cold_high_5_1_V3,gc73_6_cold_high_5_1_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
6.51850645,GC73_P6_ILLSINHA56,gc73,6,A7,ILLSINHA56,243.1,243,1,V3_Primary_root,gc73254,cold,high,5,1,PT,,V3,4/21/17,4/28/17,cold_5_1_V3,5/12/17,PT,Inv4m,gc73254_1,GC73_P6_ILLSINHA56_1.fq.gz,GC73_P6_ILLSINHA56_1.fq.gz,pass,7714421,gc73_6_cold_high_5_1_V3,gc73_6_cold_high_5_1_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
6.417158087,GC73_P6_ILLSINHA58,gc73,6,G8,ILLSINHA58,269.1,269,1,V3_Primary_root,gc73264,cold,high,5,6,B73,,V3,4/21/17,4/29/17,cold_5_6_V3,5/15/17,B73,B73,gc73264_1,GC73_P6_ILLSINHA58_1.fq.gz,GC73_P6_ILLSINHA58_1.fq.gz,pass,14561569,gc73_6_cold_high_5_6_V3,gc73_6_cold_high_5_6_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,high_cold,high_cold_B73
5.752631294,GC73_P6_ILLSINHA59,gc73,6,F8,ILLSINHA59,283,283,0,V3_Leaf_tissue,gc73350,cold,low,10,4,F1,,V3,4/21/17,4/30/17,cold_10_4_V3,5/15/17,F1,H,gc73350_0,GC73_P6_ILLSINHA59_1.fq.gz,GC73_P6_ILLSINHA59_1.fq.gz,pass,2529041,gc73_6_cold_low_10_4_V3,gc73_6_cold_low_10_4_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
6.003859979,GC73_P6_ILLSINHA60,gc73,6,E8,ILLSINHA60,281,281,0,V3_Leaf_tissue,gc73344,cold,low,10,1,B73,,V3,4/21/17,4/30/17,cold_10_1_V3,5/15/17,B73,B73,gc73344_0,GC73_P6_ILLSINHA60_1.fq.gz,GC73_P6_ILLSINHA60_1.fq.gz,pass,473123,gc73_6_cold_low_10_1_V3,gc73_6_cold_low_10_1_V3_V3_Leaf_tissue,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
5.407016872,GC73_P6_ILLSINHA61,gc73,6,D8,ILLSINHA61,282,282,0,V3_Leaf_tissue,gc73346,cold,low,10,2,PT,,V3,4/21/17,4/28/17,cold_10_2_V3,5/15/17,PT,Inv4m,gc73346_0,GC73_P6_ILLSINHA61_1.fq.gz,GC73_P6_ILLSINHA61_1.fq.gz,pass,1310043,gc73_6_cold_low_10_2_V3,gc73_6_cold_low_10_2_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
6.037324373,GC73_P6_ILLSINHA63,gc73,6,B8,ILLSINHA63,283.1,283,1,V3_Primary_root,gc73350,cold,low,10,4,F1,,V3,4/21/17,4/30/17,cold_10_4_V3,5/15/17,F1,H,gc73350_1,GC73_P6_ILLSINHA63_1.fq.gz,GC73_P6_ILLSINHA63_1.fq.gz,pass,5592502,gc73_6_cold_low_10_4_V3,gc73_6_cold_low_10_4_V3_V3_Primary_root,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
6.331885216,GC73_P6_ILLSINHA64,gc73,6,A8,ILLSINHA64,281.1,281,1,V3_Primary_root,gc73344,cold,low,10,1,B73,,V3,4/21/17,4/30/17,cold_10_1_V3,5/15/17,B73,B73,gc73344_1,GC73_P6_ILLSINHA64_1.fq.gz,GC73_P6_ILLSINHA64_1.fq.gz,pass,9818550,gc73_6_cold_low_10_1_V3,gc73_6_cold_low_10_1_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
