id	general_identifier	number	name	bank_number	breeders_code	breeders_name	subtaxa_id	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_name	donor_number	acqdate	collnumb	colldate	collcode	collname	collmissid	othernumb	duplsite	duplinstname	mlsstatus_id	puid	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	synonyms_synonym
4181	29381		29381	CIMMYTMA-BANK-022955				2	3							OAXA511	1976-01-17											7363	2014-11-24 15:13:01.0		7363		YANHUITLAN	RANCHERIA XACANI	2135.0000000000	17.5178940000	-97.3429470000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4182	29384		29384	CIMMYTMA-BANK-023044				2	3							CMS42REDOND													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4184	29392		29392	CIMMYTMA-BANK-023053				2	3							BRAZMA012													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4185	29395		29395	CIMMYTMA-BANK-023059				2	3							BRAZWP24													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4186	29396		29396	CIMMYTMA-BANK-023063				2	3							BR111VI-G21													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4187	29398		29398	CIMMYTMA-BANK-023065				2	3							BRAZCMS38													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4188	29409		29409	CIMMYTMA-BANK-023069				2	3							BR105VIII													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4189	29411		29411	CIMMYTMA-BANK-023071				2	3							BRAZBR106													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4190	29420		29420	CIMMYTMA-BANK-023072				2	3							BRAZMG055	1990-10-17											5547	2014-11-24 15:13:01.0		5547		MINAS GERAIS	MIRABELA	848.0000000000	-16.2280930000	-44.1729990000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4191	29423		29423	CIMMYTMA-BANK-023073				2	3							BRAZWP34													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4192	29430		29430	CIMMYTMA-BANK-023074				2	3							BRAZMA020													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4193	29431		29431	CIMMYTMA-BANK-023080				2	3							BRAZMA018													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4194	29436		29436	CIMMYTMA-BANK-023081				2	3							BRAZCMS21													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4195	29437		29437	CIMMYTMA-BANK-023082				2	3							MAYAXVI													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4196	29439		29439	CIMMYTMA-BANK-023083				2	3							BRAZMA011													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4197	29440		29440	CIMMYTMA-BANK-023086				2	3							BRAZMA013													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4198	29443		29443	CIMMYTMA-BANK-023087				2	3							CMS42PONTUD													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4199	29445		29445	CIMMYTMA-BANK-022595				2	3							NVOL60	1977-01-01											3461	2014-11-24 15:13:01.0		3461			GENERAL TERAN	320.0000000000	25.2500000000	-99.6833333300	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4201	29450		29450	CIMMYTMA-BANK-023477				2	3							VENEBG048	1960-01-01											3468	2014-11-24 15:13:01.0		3468		ARAGUA	GIRARDOT, MARACAY				862	VE	VEN	VENEZUELA				2	Zea	mays subsp. mays		Maize	2	
4202	29452		29452	CIMMYTMA-BANK-023481				2	3							VENEP-214													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4203	29453		29453	CIMMYTMA-BANK-023777				2	3							BRAZBA124	1978-05-09											5258	2014-11-24 15:13:01.0		5258		BAHIA	MAIQUINIQUE	259.0000000000	-15.7600000000	-40.2800000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4204	29454		29454	CIMMYTMA-BANK-023779				2	3							BRAZBA118	1978-05-06											6601	2014-11-24 15:13:01.0		6601		BAHIA	PORTO SEGURO	57.0000000000	-16.3882630000	-39.1103950000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4205	29473		29473	CIMMYTMA-BANK-023789				2	3							BRAZBA138	1978-05-12											976	2014-11-24 15:13:01.0		976		BAHIA	BRUMADO-ARRECIFE	444.0000000000	-14.2300000000	-41.6300000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4206	29475		29475	CIMMYTMA-BANK-023792				2	3							BRAZMS044	1978-05-18											6598	2014-11-24 15:13:01.0		6598		MATO GROSSO SUL	PORTO MURTHINO	83.0000000000	-21.6811730000	-57.8257220000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4207	29479		29479	CIMMYTMA-BANK-023796				2	3							BRAZBA135	1978-05-12											975	2014-11-24 15:13:01.0		975		BAHIA	BRUMADO	444.0000000000	-14.2300000000	-41.6300000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4208	29480		29480	CIMMYTMA-BANK-023811				2	3							DENTADCOMPOS													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4209	29496		29496	CIMMYTMA-BANK-023813				2	3							FLINTCOMPOS													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4210	29503		29503	CIMMYTMA-BANK-023824				2	3							BRAZWP003													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4211	29506		29506	CIMMYTMA-BANK-023828				2	3							BRAZWP016													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4212	29508		29508	CIMMYTMA-BANK-023829				2	3							BRAZWP020													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4213	29510		29510	CIMMYTMA-BANK-023830				2	3							BRAZWP025													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4214	29513		29513	CIMMYTMA-BANK-023833				2	3							BRAZWP029													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4215	29517		29517	CIMMYTMA-BANK-023838				2	3							COMPOSINDIGE													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4216	29518		29518	CIMMYTMA-BANK-023841				2	3							COLORAPERGAM													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4217	29521		29521	CIMMYTMA-BANK-023844				2	3							COMPOSP.ARAR													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4218	29522		29522	CIMMYTMA-BANK-023845				2	3							CRISTACOMPOS													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4219	29523		29523	CIMMYTMA-BANK-023852				2	3							URUGGP5A													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4220	29527		29527	CIMMYTMA-BANK-023856				2	3							BRAZWP010													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4221	29536		29536	CIMMYTMA-BANK-023857				2	3							BRAZWP012													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4222	29537		29537	CIMMYTMA-BANK-023860				2	3							BRAZWP031													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4223	29543		29543	CIMMYTMA-BANK-023865				2	3							FLINTC.SRR													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4224	29544		29544	CIMMYTMA-BANK-023868				2	3							ESALQVD-2													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4225	29545		29545	CIMMYTMA-BANK-023871				2	3							BRAZPA103	1979-06-20											6646	2014-11-24 15:13:01.0		6646		PARA	PRAINHA	22.0000000000	-1.7500000000	-53.5000000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4227	29548		29548	CIMMYTMA-BANK-023884				2	3							BRAZBA163	1978-05-19											2231	2014-11-24 15:13:01.0		2231		BAHIA	CORIRE	675.0000000000	-13.7500000000	-44.4700000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4228	29549		29549	CIMMYTMA-BANK-023886				2	3							BRAZBA141	1978-05-12											975	2014-11-24 15:13:01.0		975		BAHIA	BRUMADO	444.0000000000	-14.2300000000	-41.6300000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4229	29550		29550	CIMMYTMA-BANK-023889				2	3							DOCECUBANO													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4230	29552		29552	CIMMYTMA-BANK-023890				2	3							BRAZMS017	1978-05-12											300	2014-11-24 15:13:01.0		300		MATO GROSSO SUL	AMAMBAI-ESTRADA DE CARAPO	229.0000000000	-25.1333333300	-55.3666666700	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4231	29557		29557	CIMMYTMA-BANK-023899				2	3							ESALQVF1													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4232	29558		29558	CIMMYTMA-BANK-023906				2	3							A.P.VRPEVII													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4233	29560		29560	CIMMYTMA-BANK-023909				2	3							MAYAXIII													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4234	29561		29561	CIMMYTMA-BANK-023910				2	3							DOCEOPACO													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4235	29564		29564	CIMMYTMA-BANK-023911				2	3							VERDEPEA1													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4236	29566		29566	CIMMYTMA-BANK-023915				2	3							DENTADC.A.S													2014-11-24 15:13:01.0																2	Zea	mays subsp. mays		Maize	2	
4238	29568		29568	CIMMYTMA-BANK-024263				2	3							ARZM07114	1980-01-01											6483	2014-11-24 15:13:01.0		6483		FORMOSA	PIRANE, VILLA DOS TRECE	86.0000000000	-26.1877480000	-59.3781350000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4243	29578		29578	CIMMYTMA-BANK-024327				2	3							ARZM04058	1980-01-01											2274	2014-11-24 15:13:01.0		2274			CORRIENTES				32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4244	29581		29581	CIMMYTMA-BANK-024331				2	3							ARZM04070	1980-01-01											3120	2014-11-24 15:13:01.0		3120		CORRIENTES	EMPEDRADO	70.0000000000	-27.9396140000	-58.7735390000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4245	29582		29582	CIMMYTMA-BANK-024369				2	3							ARZM05074	1980-01-01											8421	2014-11-24 15:13:01.0		8421		MISIONES	SAN PEDRO, TOBUNA	550.0000000000	-26.6300000000	-54.1300000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4246	29583		29583	CIMMYTMA-BANK-024394				2	3							ARZM06044	1980-01-01											2139	2014-11-24 15:13:01.0		2139		CHACO	COMANDANTE FERNANDEZ, PCIA. ROQUE SAENZ PENA	92.0000000000	-26.8700000000	-60.4500000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4247	29584		29584	CIMMYTMA-BANK-024406				2	3							ARZM06080	1980-01-01											3956	2014-11-24 15:13:01.0		3956		CHACO	INDEPENDENCIA, AVIA TERAI	102.0000000000	-26.6800000000	-60.7300000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4248	29585		29585	CIMMYTMA-BANK-024425				2	3							ARZM07013	1980-01-01											6443	2014-11-24 15:13:01.0		6443		FORMOSA	PILCOMAYO, JOSE CANCIO	62.0000000000	-26.1424840000	-58.2402080000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4249	29586		29586	CIMMYTMA-BANK-024427				2	3							ARZM07018	1980-01-01											6445	2014-11-24 15:13:01.0		6445		FORMOSA	PILCOMAYO, SIETE PALMAS	82.0000000000	-25.2074180000	-58.3251080000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4250	29587		29587	CIMMYTMA-BANK-024429				2	3							ARZM07020	1980-01-01											6446	2014-11-24 15:13:01.0		6446		FORMOSA	PILCOMAYO, SIETE PALMAS (LAGUNA PE)	82.0000000000	-25.2074180000	-58.3251080000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4251	29589		29589	CIMMYTMA-BANK-024432				2	3							ARZM07024												6431	2014-11-24 15:13:01.0		6431		FORMOSA	PILAGAS, TRES LAGUNAS	88.0000000000	-25.3000000000	-58.7500000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4252	29594		29594	CIMMYTMA-BANK-024440				2	3							ARZM07039	1980-01-01											6430	2014-11-24 15:13:01.0		6430		FORMOSA	PILAGAS, SANTA ROSA	175.0000000000	-23.7800000000	-61.4800000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4254	29597		29597	CIMMYTMA-BANK-024442				2	3							ARZM07041												6430	2014-11-24 15:13:01.0		6430		FORMOSA	PILAGAS, SANTA ROSA	175.0000000000	-23.7800000000	-61.4800000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4255	29600		29600	CIMMYTMA-BANK-024443				2	3							ARZM07042	1980-01-01											6430	2014-11-24 15:13:01.0		6430		FORMOSA	PILAGAS, SANTA ROSA	175.0000000000	-23.7800000000	-61.4800000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4256	29601		29601	CIMMYTMA-BANK-024452				2	3							ARZM07063	1980-01-01											6429	2014-11-24 15:13:01.0		6429		FORMOSA	PILAGAS, MISION VIEJA TACAAGLE	66.0000000000	-26.1459780000	-58.2505900000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4257	29604		29604	CIMMYTMA-BANK-024453				2	3							ARZM07066	1980-01-01											6441	2014-11-24 15:13:01.0		6441		FORMOSA	PILCOMAYO, FRONTERA	75.0000000000	-25.3982440000	-58.2044270000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4258	29605		29605	CIMMYTMA-BANK-024459				2	3							ARZM07086	1980-01-01											6480	2014-11-24 15:13:01.0		6480		FORMOSA	PIRANE, GRAL. BENJAMIN VICTORIA	86.0000000000	-25.7431840000	-59.1355760000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4259	29606		29606	CIMMYTMA-BANK-024462				2	3							ARZM07102	1980-01-01											6478	2014-11-24 15:13:01.0		6478		FORMOSA	PIRANE, COLONIA ESPERANZA	86.0000000000	-25.7431840000	-59.1355760000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4260	29609		29609	CIMMYTMA-BANK-024463				2	3							ARZM07103	1980-01-01											6484	2014-11-24 15:13:01.0		6484		FORMOSA	PIRANE, VILLA MERCEDES	86.0000000000	-25.7431840000	-59.1355760000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4263	29615		29615	CIMMYTMA-BANK-024473				2	3							ARZM07118	1980-01-01											6483	2014-11-24 15:13:01.0		6483		FORMOSA	PIRANE, VILLA DOS TRECE	86.0000000000	-26.1877480000	-59.3781350000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4264	29616		29616	CIMMYTMA-BANK-024474				2	3							ARZM07124	1980-01-01											6286	2014-11-24 15:13:01.0		6286		FORMOSA	PATINO, COLONIA BANADEROS	120.0000000000	-24.8439510000	-60.0408770000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4265	29619		29619	CIMMYTMA-BANK-024480				2	3							ARZM07143												876	2014-11-24 15:13:01.0		876		FORMOSA	BERMEJO, DR. GUMERCINDO SAYAGO	166.0000000000	-24.1640120000	-61.3334110000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4266	29620		29620	CIMMYTMA-BANK-024481				2	3							ARZM08018												1291	2014-11-24 15:13:01.0		1291		SALTA	CANDELARIA, EL JARDIN	881.0000000000	-26.0814810000	-65.3832350000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4267	29621		29621	CIMMYTMA-BANK-024486				2	3							ARZM08025												2793	2014-11-24 15:13:01.0		2793		SALTA	EL CEIBAL	1089.0000000000	-26.1166666700	-65.0166666700	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4268	29622		29622	CIMMYTMA-BANK-024504				2	3							ARZM08053												7649	2014-11-24 15:13:02.0		7649		SALTA	ROSARIO DE LA FRONTERA, EL NARANJO	895.0000000000	-25.7200000000	-65.0000000000	32	AR	ARG	ARGENTINA				2	Zea	mays subsp. mays		Maize	2	
4269	29623		29623	CIMMYTMA-BANK-024000				2	3							CHIS675	1972-01-01											5940	2014-11-24 15:13:02.0		5940			OCOSINGO	874.0000000000	16.9000000000	-92.0800000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4270	29624		29624	CIMMYTMA-BANK-024004				2	3							CHIS677	1972-01-01											5940	2014-11-24 15:13:02.0		5940			OCOSINGO	874.0000000000	16.9000000000	-92.0800000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4271	29626		29626	CIMMYTMA-BANK-024005				2	3							QROO91	1974-04-09											9695	2014-11-24 15:13:02.0		9695		OTHON P. BLANCO	UNIDAD PUCTE EJIDO BENITO JUAREZ	34.0000000000	18.2405800000	-88.6868820000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4272	29627		29627	CIMMYTMA-BANK-024011				2	3							CHIH324	1975-01-01											3481	2014-11-24 15:13:02.0		3481			GOMEZ FARIAS	2162.0000000000	29.3754470000	-107.7408300000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4273	29628		29628	CIMMYTMA-BANK-024018				2	3							DURA42	1950-01-01											3586	2014-11-24 15:13:02.0		3586			GUADALUPE VICTORIA	2030.0000000000	24.4703420000	-104.1207670000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4274	29629		29629	CIMMYTMA-BANK-024107				2	3							AGUC79	1977-01-01											2855	2014-11-24 15:13:02.0		2855		TEPEZALA	EL GIGANTE	1973.0000000000	22.2338530000	-102.2123620000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4275	29630		29630	CIMMYTMA-BANK-024109				2	3							JALI715	1982-01-01											4366	2014-11-24 15:13:02.0		4366		VENUSTIANO CARRANZA	LA CANADA	2162.0000000000	19.7960150000	-103.6800490000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4276	29631		29631	CIMMYTMA-BANK-024116				2	3							JALI707	1982-01-01											5036	2014-11-24 15:13:02.0		5036		TAPALPA	LLANO OJO ZARCO	2228.0000000000	19.9300000000	-103.7000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4277	29632		29632	CIMMYTMA-BANK-024122				2	3							JALI706	1982-01-01											5036	2014-11-24 15:13:02.0		5036		TAPALPA	LLANO OJO ZARCO	2228.0000000000	19.9300000000	-103.7000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4278	29633		29633	CIMMYTMA-BANK-024123				2	3							JALI720	1982-01-01											4467	2014-11-24 15:13:02.0		4467		TAPALPA	LA FRONTERA	2228.0000000000	19.9300000000	-103.7000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4279	29634		29634	CIMMYTMA-BANK-024124				2	3							JALI721	1982-01-01											9127	2014-11-24 15:13:02.0		9127		TAPALPA	TAPALPA	2161.0000000000	19.9333333300	-103.7333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4280	29635		29635	CIMMYTMA-BANK-024130				2	3							JALI735	1982-01-01											3073	2014-11-24 15:13:02.0		3073		ATOYAC	EL TEPOPOTE	1356.0000000000	20.0309190000	-103.5065170000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4281	29638		29638	CIMMYTMA-BANK-024137				2	3							JALI732	1982-01-01											3480	2014-11-24 15:13:02.0		3480		SEBASTIAN 9 CANTON	GOMEZ FARIAS	1521.0000000000	19.8008290000	-103.4780640000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4282	29639		29639	CIMMYTMA-BANK-024139				2	3							SNLP214	1982-01-01											2541	2014-11-24 15:13:02.0		2541		AHUALULCO	E. AHUALULCO	1889.0000000000	22.4119610000	-101.1680210000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4283	29640		29640	CIMMYTMA-BANK-024141				2	3							JALI756	1983-01-01											7240	2014-11-24 15:13:02.0		7240		ATOYAC	R. EL TEPOPOTE	1353.0000000000	19.9884640000	-103.5153740000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4284	29642		29642	CIMMYTMA-BANK-024144				2	3							SNLP213	1982-01-01											2541	2014-11-24 15:13:02.0		2541		AHUALULCO	E. AHUALULCO	1889.0000000000	22.4119610000	-101.1680210000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4285	29644		29644	CIMMYTMA-BANK-024145				2	3							SNLP222	1982-01-01											2545	2014-11-24 15:13:02.0		2545		SALINAS	E. RINCON DE DIEGO M.	2132.0000000000	22.5800000000	-101.7000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4286	29646		29646	CIMMYTMA-BANK-024148				2	3							JALI755	1983-01-01											9696	2014-11-24 15:13:02.0		9696		ATOYAC	UNION DE GUADALUPE	1869.0000000000	19.9095340000	-103.4586750000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4287	29650		29650	CIMMYTMA-BANK-024149				2	3							JALI757	1983-01-01											7240	2014-11-24 15:13:02.0		7240		ATOYAC	R. EL TEPOPOTE	1353.0000000000	19.9884640000	-103.5153740000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4288	29652		29652	CIMMYTMA-BANK-024151				2	3							JALI733	1982-01-01											3480	2014-11-24 15:13:02.0		3480		SEBASTIAN 9 CANTON	GOMEZ FARIAS	1521.0000000000	19.8008290000	-103.4780640000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4289	29655		29655	CIMMYTMA-BANK-024152				2	3							JALI734	1982-01-01											3073	2014-11-24 15:13:02.0		3073		ATOYAC	EL TEPOPOTE	1356.0000000000	20.0309190000	-103.5065170000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4290	29656		29656	CIMMYTMA-BANK-024153				2	3							JALI758	1983-01-01											3043	2014-11-24 15:13:02.0		3043		CONCEPCION DE B. AIRES	EL SAUCILLO	2136.0000000000	19.9700000000	-103.2000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4291	29657		29657	CIMMYTMA-BANK-024154				2	3							JALI759	1983-01-01											7243	2014-11-24 15:13:02.0		7243		CONCEPCION DE B. AIRES	R. LOS CONEJOS	2136.0000000000	19.9700000000	-103.2000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4292	29658		29658	CIMMYTMA-BANK-024155				2	3							JALI760	1983-01-01											7241	2014-11-24 15:13:02.0		7241		GOMEZ FARIAS	R. ESTANCIA DE MAGANA	1525.0000000000	19.8111390000	-103.4842250000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4293	29659		29659	CIMMYTMA-BANK-024162				2	3							AGUC80	1977-01-01											2855	2014-11-24 15:13:02.0		2855		TEPEZALA	EL GIGANTE	1973.0000000000	22.2338530000	-102.2123620000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4294	29660		29660	CIMMYTMA-BANK-024167				2	3							AGUC90	1977-01-01											2801	2014-11-24 15:13:02.0		2801		TEPEZALA	EL CHAYOTE	1932.0000000000	22.2872840000	-102.2296940000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4295	29662		29662	CIMMYTMA-BANK-024572				2	3							MEXI227	1962-01-09											9238	2014-11-24 15:13:02.0		9238			TENANGO DEL AIRE	2435.0000000000	19.1558540000	-98.8468010000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4296	29664		29664	CIMMYTMA-BANK-024575				2	3							HIDA183	1972-01-01											2348	2014-11-24 15:13:02.0		2348			CUAUTEPEC	2252.0000000000	20.0333333300	-98.3000000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4297	29665		29665	CIMMYTMA-BANK-024581				2	3							MEXI81	1952-02-14											5149	2014-11-24 15:13:02.0		5149		ESTADO DE MEXICO	LOS MORALES	2257.0000000000	19.6778720000	-99.1668360000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
4298	29670		29670	CIMMYTMA-BANK-025004				2	3							ARGEGP6	1975-10-24												2014-11-24 15:13:02.0																2	Zea	mays subsp. mays		Maize	2	
4299	29672		29672	CIMMYTMA-BANK-025010				2	3							BRAZPA066	1979-06-14											9611	2014-11-24 15:13:02.0		9611		PARA	TUCURUI	71.0000000000	-3.7000000000	-49.4500000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4300	29675		29675	CIMMYTMA-BANK-025024				2	3							BRAZMS045	1978-05-19											7564	2014-11-24 15:13:02.0		7564		MATO GROSSO SUL	RIO BRILHANTE	303.0000000000	-21.8000000000	-54.5300000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4301	29676		29676	CIMMYTMA-BANK-025031				2	3							BRAZPR019	1978-05-03											3369	2014-11-24 15:13:02.0		3369		PARANA	FRANCISCO BELTRAO	555.0000000000	-26.0350280000	-53.0767650000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4303	29679		29679	CIMMYTMA-BANK-025033				2	3							BRAZMS021	1978-05-12											294	2014-11-24 15:13:02.0		294		MATO GROSSO SUL	AMAMBAI	458.0000000000	-23.1333333300	-55.3666666700	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4304	29680		29680	CIMMYTMA-BANK-025040				2	3							BRAZSC014	1978-05-30											8784	2014-11-24 15:13:02.0		8784		SANTA CATARINA	SAO MIGUEL DO ESTE	588.0000000000	-26.7500000000	-53.5700000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4305	29681		29681	CIMMYTMA-BANK-025045				2	3							BRAZ3923LC												909	2014-11-24 15:13:02.0		909		RORAIMA	BOA VISTA	78.0000000000	2.8071010000	-60.5757320000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
4306	29683		29683	CIMMYTMA-BANK-024993				2	3							BRAZ4021LC												1362	2014-11-24 15:13:02.0		1362		RORAIMA	CARACARAI	51.0000000000	1.8300000000	-61.1300000000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
