id	general_identifier	number	name	bank_number	breeders_code	breeders_name	subtaxa_id	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_name	donor_number	acqdate	collnumb	colldate	collcode	collname	collmissid	othernumb	duplsite	duplinstname	mlsstatus_id	puid	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	synonyms_synonym
1899	20364		20364	CIMMYTMA-BANK-006536				2	3							URUG609	1978-05-24											6237	2014-11-24 15:12:08.0		6237		RIVERA	PASO BALTAZAR, R. 26 VIEJA A CUCHILLA DE LA P				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1900	20365		20365	CIMMYTMA-BANK-006544				2	3							URUG630	1978-05-24											1914	2014-11-24 15:12:08.0		1914		RIVERA	CNO. TRANQUERAS-ELOY OLIVERA				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1901	20366		20366	CIMMYTMA-BANK-006545				2	3							URUG631	1978-05-23											9554	2014-11-24 15:12:08.0		9554		RIVERA	TRANQUERAS-JOSE DE MORAES				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1902	20367		20367	CIMMYTMA-BANK-006550				2	3							URUG642	1978-05-20											990	2014-11-24 15:12:08.0		990		RIVERA	BUENA UNION CNO. VECINAL-OMAR CORREA	203.0000000000	-31.2392180000	-55.6328870000	858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1903	20368		20368	CIMMYTMA-BANK-006553				2	3							URUG646	1978-05-21											7128	2014-11-24 15:12:08.0		7128		RIVERA	R. 5 KM. 470 CUCHILLA TRES CERROS ARAMITO A.				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1904	20369		20369	CIMMYTMA-BANK-006556				2	3							URUG651	1978-05-02											7118	2014-11-24 15:12:08.0		7118		TACUAREMBO	R. 5 KM. 398 PASO DEL MANCO-BAUTISTA DERAGON				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1905	20370		20370	CIMMYTMA-BANK-006558				2	3							URUG655	1978-05-11											7119	2014-11-24 15:12:08.0		7119		TACUAREMBO	R. 5 KM. 402 PASO DEL MANCO-EUGENIO DA SILVA				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1906	20371		20371	CIMMYTMA-BANK-006565				2	3							URUG679	1978-05-20											6763	2014-11-24 15:12:08.0		6763		RIVERA	PUNTAS DE CORRALES R. 28 A 1 KM. DE M. DE C.				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1907	20372		20372	CIMMYTMA-BANK-006566				2	3							URUG681	1978-05-24											7035	2014-11-24 15:12:08.0		7035		RIVERA	R. 28 KM. 28 LAURELES-TELMOS DOS SANTOS				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1908	20373		20373	CIMMYTMA-BANK-006568				2	3							URUG688	1978-05-10											7099	2014-11-24 15:12:08.0		7099		TACUAREMBO	R. 44 ANSINA-HUGO CABRERA				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1909	20376		20376	CIMMYTMA-BANK-006577				2	3							URUG718	1978-05-03											7020	2014-11-24 15:12:08.0		7020		TACUAREMBO	R. 26 A 120 KM DE TBO., LAS TOSCAS-D. ZAPATER				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1910	20377		20377	CIMMYTMA-BANK-006588				2	3							URUG1010	1978-06-10											3193	2014-11-24 15:12:08.0		3193		RIO NEGRO	ESTACION ALGORTA-JUAN F. RIVERO				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1911	20378		20378	CIMMYTMA-BANK-006591				2	3							URUG1035	1978-06-18											7227	2014-11-24 15:12:08.0		7227		SORIANO	R. 96 KM 17, DOLORES-HUMBERTO RODRIGUEZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1912	20379		20379	CIMMYTMA-BANK-006597				2	3							URUG1061	1978-06-19											7006	2014-11-24 15:12:08.0		7006		SORIANO	R. 21 KM. 314-ILARIO MELGAREJO				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1913	20380		20380	CIMMYTMA-BANK-006599				2	3							URUG1074	1978-06-17											7004	2014-11-24 15:12:08.0		7004		SORIANO	R. 21 KM. 294 BUENA VISTA-ANTONIO DOMINGO G.				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1914	20384		20384	CIMMYTMA-BANK-006600				2	3							URUG1077	1978-06-20											7001	2014-11-24 15:12:08.0		7001		SORIANO	R. 21 KM. 283 COLONIA AGRACIADA-PEDRO SUAREZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1915	20385		20385	CIMMYTMA-BANK-006601				2	3							URUG1084	1978-06-18											1264	2014-11-24 15:12:08.0		1264		SORIANO	CANADA MAGALLANES-ARTURO GUIGAS				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1916	20386		20386	CIMMYTMA-BANK-006603				2	3							URUG1095	1978-06-17											6913	2014-11-24 15:12:08.0		6913		SORIANO	R. 105 KM. 261.5-WILFREDO IRIGARAY				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1917	20387		20387	CIMMYTMA-BANK-006607				2	3							URUG1103	1978-06-12											6988	2014-11-24 15:12:08.0		6988		SORIANO	R. 2 KM. 222.5 RADIAL CORRALITO-ZENON AGUILAR				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1918	20388		20388	CIMMYTMA-BANK-006612				2	3							URUG1148	1978-05-24											2819	2014-11-24 15:12:08.0		2819		COLONIA	EL CUADRO-ISRAEL J. PERDOMO				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1919	20391		20391	CIMMYTMA-BANK-006623				2	3							URUG1201	1978-06-11											7220	2014-11-24 15:12:08.0		7220		PAYSANDU	R. 90 KM. 98-TOMAS MILAN				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1920	20392		20392	CIMMYTMA-BANK-006625				2	3							URUG1208	1978-06-14											6183	2014-11-24 15:12:08.0		6183		PAYSANDU	PARADA RIVAS R. 3 KM. 446-ABEL CICALLO				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1921	20393		20393	CIMMYTMA-BANK-006628				2	3							URUG8	1978-03-11											6857	2014-11-24 15:12:08.0		6857		SAN JOSE	R. 1 KM. 34.5-ALBERTINO RAMOS				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1922	20394		20394	CIMMYTMA-BANK-006632				2	3							URUG137	1978-03-03											7043	2014-11-24 15:12:08.0		7043		SAN JOSE	R. 3 KM. 69.5-HUGO MARTINEZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1923	20395		20395	CIMMYTMA-BANK-006633				2	3							URUG156	1978-03-27											7087	2014-11-24 15:12:08.0		7087		CANELONES	R. 34 KM. 46.5-FIDELIO GONZALEZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1924	20396		20396	CIMMYTMA-BANK-006635				2	3							URUG268	1978-03-22											7146	2014-11-24 15:12:08.0		7146		CANELONES	R. 6 KM. 50-EDIRO PEREZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1925	20397		20397	CIMMYTMA-BANK-006636				2	3							URUG323	1978-03-19											7165	2014-11-24 15:12:08.0		7165		CANELONES	R. 67 KM. 32-FILOMENO FINUGLO				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1926	20398		20398	CIMMYTMA-BANK-006637				2	3							URUG352	1978-05-06											6927	2014-11-24 15:12:08.0		6927		ROCHA	R. 109 ROCHA AIGUA-JOSE GOMEZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1927	20399		20399	CIMMYTMA-BANK-006638				2	3							URUG368	1978-04-08											6982	2014-11-24 15:12:08.0		6982		LAVALLEJA	R. 13 KM. 187-SEFERINO EVORCE				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1928	20400		20400	CIMMYTMA-BANK-006641				2	3							URUG388	1978-03-29											6965	2014-11-24 15:12:08.0		6965		MALDONADO	R. 12 KM. 20-AUDILES SUAREZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1929	20401		20401	CIMMYTMA-BANK-006642				2	3							URUG400	1978-03-21											7205	2014-11-24 15:12:08.0		7205		CANELONES	R. 81 KM. 108-JUAN PEREZ				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1930	20405		20405	CIMMYTMA-BANK-006646				2	3							URUG538	1978-05-11											794	2014-11-24 15:12:08.0		794		TACUAREMBO	BATOVI-GREGORIO IRIARTE	159.0000000000	-31.8865280000	-55.9611150000	858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1931	20406		20406	CIMMYTMA-BANK-006655				2	3							URUG1025	1978-06-20											6251	2014-11-24 15:12:08.0		6251		SORIANO	PASO DE LA ARENA, DOLORES-LUCIANO TOURN				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1932	20410		20410	CIMMYTMA-BANK-006661				2	3							BRAZ1826												6311	2014-11-24 15:12:08.0		6311		SAO PAULO	PEDERNEIRAS	771.0000000000	-23.5500000000	-46.6333333300	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1934	20425		20425	CIMMYTMA-BANK-006668				2	3							BRAZ1865												787	2014-11-24 15:12:09.0		787		SAO PAULO	BATATAIS	853.0000000000	-20.8833333300	-47.6166666700	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1935	20426		20426	CIMMYTMA-BANK-006672				2	3							BRAZ1871												9680	2014-11-24 15:12:09.0		9680		SAO PAULO	UCHOA	547.0000000000	-20.9333333300	-49.2166666700	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1936	20429		20429	CIMMYTMA-BANK-006673				2	3							BRAZ1872												9906	2014-11-24 15:12:09.0		9906		SAO PAULO	VINHEDO	724.0000000000	-23.0166666700	-46.9833333300	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1937	20430		20430	CIMMYTMA-BANK-006685				2	3							BRAZ1951												1475	2014-11-24 15:12:09.0		1475		SAO PAULO	CASTILHO	380.0000000000	-20.8666666700	-51.4833333300	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1938	20433		20433	CIMMYTMA-BANK-006687				2	3							BRAZ1955												5986	2014-11-24 15:12:09.0		5986		SAO PAULO	OLIMPIA	529.0000000000	-20.7565820000	-48.9299100000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1939	20437		20437	CIMMYTMA-BANK-006699				2	3							BRAZ2007												9930	2014-11-24 15:12:09.0		9930		SAO PAULO	VOTUPORANGA	494.0000000000	-20.4046220000	-50.0109060000	76	BR	BRA	BRAZIL				2	Zea	mays subsp. mays		Maize	2	
1940	20443		20443	CIMMYTMA-BANK-006713				2	3							URUG660	1954-01-01											4454	2014-11-24 15:12:09.0		4454		COLONIA	LA ESTANZUELA				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1941	20444		20444	CIMMYTMA-BANK-006721				2	3							URUG686	1954-01-01											10064	2014-11-24 15:12:09.0		10064		SAN JOSE	ZANJA HONDA				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1942	20450		20450	CIMMYTMA-BANK-006728				2	3							URUG699	1954-01-01											2510	2014-11-24 15:12:09.0		2510		SORIANO	DOLORES				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1943	20451		20451	CIMMYTMA-BANK-006733				2	3							URUG714	1954-01-01											6273	2014-11-24 15:12:09.0		6273		SAN JOSE	PASO DEL SAUCE				858	UY	URY	URUGUAY				2	Zea	mays subsp. mays		Maize	2	
1944	20455		20455	CIMMYTMA-BANK-006746				2	3							CHIH124	1968-01-01											402	2014-11-24 15:12:09.0		402			ANTIGUA CASAS GRANDES	1462.0000000000	30.3833333300	-107.9333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1945	20459		20459	CIMMYTMA-BANK-006747				2	3							CHIH125	1968-01-01											402	2014-11-24 15:12:09.0		402			ANTIGUA CASAS GRANDES	1462.0000000000	30.3833333300	-107.9333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1946	20483		20483	CIMMYTMA-BANK-006757				2	3							CHIH136	1968-01-01											7500	2014-11-24 15:12:09.0		7500			REGION MADERA	2097.0000000000	29.2166666700	-108.1166667000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1947	20484		20484	CIMMYTMA-BANK-006771				2	3							CHIH150	1968-01-01											2633	2014-11-24 15:12:09.0		2633			EJIDO GOMEZ FARIAS	2153.0000000000	29.3666666700	-107.7333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1948	20485		20485	CIMMYTMA-BANK-006791				2	3							CHIH174	1968-01-01											7433	2014-11-24 15:12:09.0		7433		OCAMPO	RANCHO MIGUEL	1886.0000000000	28.2000000000	-108.3833333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1949	20504		20504	CIMMYTMA-BANK-006802				2	3							CHIH186	1968-01-01											3195	2014-11-24 15:12:09.0		3195			ESTACION CREEL	1425.0000000000	28.6115050000	-105.9786400000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1950	20567		20567	CIMMYTMA-BANK-006808				2	3							CHIH192	1968-01-01											858	2014-11-24 15:12:09.0		858			BELLEZA	1563.0000000000	26.9666666700	-106.3500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1951	20571		20571	CIMMYTMA-BANK-006811				2	3							CHIH195	1968-01-01											681	2014-11-24 15:12:09.0		681			BALLEZA	1563.0000000000	26.9666666700	-106.3500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1952	20572		20572	CIMMYTMA-BANK-006817				2	3							CHIH202	1968-01-01											507	2014-11-24 15:12:09.0		507		GUACHOCHIC	ARROYO GUALAYNA	2411.0000000000	26.8333333300	-107.0666667000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1953	20573		20573	CIMMYTMA-BANK-006819				2	3							CHIH204	1968-01-01											129	2014-11-24 15:12:09.0		129		GUACHOCHIC	AGUA BLANCA	2411.0000000000	26.8333333300	-107.0666667000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1954	20574		20574	CIMMYTMA-BANK-006826				2	3							CHIH211	1968-01-01											3671	2014-11-24 15:12:09.0		3671			GUERRERO				484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1955	20576		20576	CIMMYTMA-BANK-006830				2	3							CHIH215	1968-01-01											5368	2014-11-24 15:12:09.0		5368			MATACHIC	1902.0000000000	28.8500000000	-107.7500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1956	20577		20577	CIMMYTMA-BANK-006831				2	3							CHIH216	1968-01-01											5368	2014-11-24 15:12:09.0		5368			MATACHIC	1902.0000000000	28.8500000000	-107.7500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1957	20578		20578	CIMMYTMA-BANK-006834				2	3							CHIH219	1968-01-01											5368	2014-11-24 15:12:09.0		5368			MATACHIC	1902.0000000000	28.8500000000	-107.7500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1958	20579		20579	CIMMYTMA-BANK-006835				2	3							CHIH220	1968-01-01											9470	2014-11-24 15:12:09.0		9470		MUNICIPIO TEMOSACHIC	TOCOMOLOCHIC	1870.0000000000	28.9666666700	-107.8333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1959	20580		20580	CIMMYTMA-BANK-006839				2	3							CHIH225	1968-01-01											3861	2014-11-24 15:12:09.0		3861		OCAMPO	HUEJUMAR	1948.0000000000	28.2000000000	-108.3833333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1960	20581		20581	CIMMYTMA-BANK-006851				2	3							CHIH242	1968-01-01											3698	2014-11-24 15:12:09.0		3698		GUADALUPE Y CALVO	HACIENDA MARIQUETA	2586.0000000000	26.0333333300	-106.9500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1961	20583		20583	CIMMYTMA-BANK-006852				2	3							CHIH243	1968-01-01											5814	2014-11-24 15:12:09.0		5814		GUADALUPE Y CALVO	NOBOGAME	2586.0000000000	26.0333333300	-106.9500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1962	20585		20585	CIMMYTMA-BANK-006855				2	3							CHIH246	1968-01-01											5814	2014-11-24 15:12:09.0		5814		GUADALUPE Y CALVO	NOBOGAME	2586.0000000000	26.0333333300	-106.9500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1963	20586		20586	CIMMYTMA-BANK-006856				2	3							CHIH247	1968-01-01											5814	2014-11-24 15:12:09.0		5814		GUADALUPE Y CALVO	NOBOGAME	2586.0000000000	26.0333333300	-106.9500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1964	20589		20589	CIMMYTMA-BANK-006858				2	3							CHIH249	1968-01-01											3588	2014-11-24 15:12:09.0		3588			GUADALUPE Y CALVO	2372.0000000000	26.1001250000	-106.9642720000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1965	20590		20590	CIMMYTMA-BANK-006865				2	3							CHIH257	1968-01-01											4524	2014-11-24 15:12:09.0		4524		GUERRERO	LA JUNTA	2108.0000000000	28.4927740000	-107.3051030000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1966	20591		20591	CIMMYTMA-BANK-006866				2	3							CHIH258	1968-01-01											4524	2014-11-24 15:12:09.0		4524		GUERRERO	LA JUNTA	2108.0000000000	28.4927740000	-107.3051030000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1967	20593		20593	CIMMYTMA-BANK-006886				2	3							DURA156	1968-01-01											3291	2014-11-24 15:12:09.0		3291		TEPEHUANES	FELO CARRETERA DURANGO	1816.0000000000	25.3333333300	-105.7333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1968	20594		20594	CIMMYTMA-BANK-006887				2	3							DURA157	1968-01-01											3291	2014-11-24 15:12:09.0		3291		TEPEHUANES	FELO CARRETERA DURANGO	1816.0000000000	25.3333333300	-105.7333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1969	20595		20595	CIMMYTMA-BANK-006888				2	3							DURA158	1968-01-01											3291	2014-11-24 15:12:09.0		3291		TEPEHUANES	FELO CARRETERA DURANGO	1816.0000000000	25.3333333300	-105.7333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1970	20596		20596	CIMMYTMA-BANK-006889				2	3							DURA159	1968-01-01											3291	2014-11-24 15:12:09.0		3291		TEPEHUANES	FELO CARRETERA DURANGO	1816.0000000000	25.3333333300	-105.7333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1971	20597		20597	CIMMYTMA-BANK-006900				2	3							DURA171	1968-01-01											9509	2014-11-24 15:12:09.0		9509			TOPIA	1830.0000000000	25.2153900000	-106.5679420000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1972	20598		20598	CIMMYTMA-BANK-006903				2	3							DURA174	1968-01-01											9509	2014-11-24 15:12:09.0		9509			TOPIA	1830.0000000000	25.2153900000	-106.5679420000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1975	20601		20601	CIMMYTMA-BANK-006912				2	3							DURA185	1968-01-01											2125	2014-11-24 15:12:09.0		2125		MUNICIPIO CANATLAN	COLONIAS MENONITAS	2167.0000000000	24.2166666700	-104.7666667000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1976	20602		20602	CIMMYTMA-BANK-006914				2	3							DURA187	1968-01-01											5518	2014-11-24 15:12:09.0		5518			MEZQUITAL	1406.0000000000	23.4808320000	-104.3938810000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1977	20603		20603	CIMMYTMA-BANK-006916				2	3							DURA189	1968-01-01											5518	2014-11-24 15:12:09.0		5518			MEZQUITAL	1406.0000000000	23.4808320000	-104.3938810000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1978	20604		20604	CIMMYTMA-BANK-006917				2	3							DURA190	1968-01-01											5518	2014-11-24 15:12:09.0		5518			MEZQUITAL	1406.0000000000	23.4808320000	-104.3938810000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1979	20605		20605	CIMMYTMA-BANK-006921				2	3							DURA195	1968-01-01											5518	2014-11-24 15:12:09.0		5518			MEZQUITAL	1406.0000000000	23.4808320000	-104.3938810000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1980	20606		20606	CIMMYTMA-BANK-006923				2	3							DURA197	1968-01-01											7429	2014-11-24 15:12:09.0		7429		MUNICIPIO MEZQUITAL	RANCHO LOS PEREZ	1409.0000000000	23.4788270000	-104.3957730000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1981	20607		20607	CIMMYTMA-BANK-006926				2	3							DURA200	1968-01-01											2017	2014-11-24 15:12:09.0		2017			COLONIA BOCA DEL MEZQUITAL	1402.0000000000	23.4788860000	-104.3952130000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1982	20609		20609	CIMMYTMA-BANK-006927				2	3							DURA201	1968-01-01											2578	2014-11-24 15:12:09.0		2578		MUNICIPIO DE DURANGO	EJIDO 18 DE MARZO	1889.0000000000	23.9724080000	-104.6822590000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1983	20610		20610	CIMMYTMA-BANK-006933				2	3							DURA150	1968-01-01											1295	2014-11-24 15:12:09.0		1295		MPIO. SANTIAGO PAPASQU	CANELAS	1575.0000000000	25.1333333300	-106.5333333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1984	20611		20611	CIMMYTMA-BANK-006934				2	3							JALI273	1968-11-10											2902	2014-11-24 15:12:09.0		2902		OBLATOS	EL MIRADOR	1737.0000000000	20.2848380000	-103.9039270000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1985	20612		20612	CIMMYTMA-BANK-006936				2	3							JALI288	1968-01-01											5519	2014-11-24 15:12:09.0		5519			MEZQUITIC	1358.0000000000	22.3945370000	-103.7373000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1986	20613		20613	CIMMYTMA-BANK-006942				2	3							JALI297	1968-01-01											5519	2014-11-24 15:12:09.0		5519			MEZQUITIC	1358.0000000000	22.3945370000	-103.7373000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1987	20614		20614	CIMMYTMA-BANK-006949				2	3							JALI304	1968-01-01											2128	2014-11-24 15:12:09.0		2128			COLOTLAN	1701.0000000000	22.1166666700	-103.2500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1988	20615		20615	CIMMYTMA-BANK-006951				2	3							JALI306	1968-01-01											2128	2014-11-24 15:12:09.0		2128			COLOTLAN	1701.0000000000	22.1166666700	-103.2500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1989	20616		20616	CIMMYTMA-BANK-006952				2	3							JALI307	1968-01-01											2128	2014-11-24 15:12:09.0		2128			COLOTLAN	1701.0000000000	22.1166666700	-103.2500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1990	20617		20617	CIMMYTMA-BANK-006957				2	3							NAYA194	1968-01-01											326	2014-11-24 15:12:09.0		326			AMATLAN DE JORA	1281.0000000000	21.3863170000	-104.1298180000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1991	20618		20618	CIMMYTMA-BANK-006962				2	3							NAYA199	1968-01-01											7415	2014-11-24 15:12:09.0		7415		AMATLAN DE JORA	RANCHO HUAJOTILLO CAMPO ATERRIZAJE	1317.0000000000	21.3811820000	-104.1298250000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1992	20619		20619	CIMMYTMA-BANK-006975				2	3							ZACA173	1968-01-01											2645	2014-11-24 15:12:09.0		2645		MUNICIPIO BALPARAISO	EJIDO LAS POMAS	1939.0000000000	22.7906650000	-103.5663120000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1993	20620		20620	CIMMYTMA-BANK-006980				2	3							ZACA178	1968-01-01											2646	2014-11-24 15:12:09.0		2646		MUNICIPIO VALPARAISO	EJIDO LAS POMAS	1939.0000000000	22.7906650000	-103.5663120000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1994	20624		20624	CIMMYTMA-BANK-006981				2	3							ZACA179	1968-01-01											6624	2014-11-24 15:12:09.0		6624		MUNICIPIO VALPARAISO	POTRERO DE GALLEGOS	1890.0000000000	22.6373820000	-103.6857040000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1995	20625		20625	CIMMYTMA-BANK-006987				2	3							ZACA186	1968-01-01											6624	2014-11-24 15:12:09.0		6624		MUNICIPIO VALPARAISO	POTRERO DE GALLEGOS	1890.0000000000	22.6373820000	-103.6857040000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1996	20626		20626	CIMMYTMA-BANK-006988				2	3							ZACA187	1968-01-01											5643	2014-11-24 15:12:09.0		5643			MONTE ESCOBEDO	2190.0000000000	22.3000000000	-103.5500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1997	20627		20627	CIMMYTMA-BANK-006989				2	3							ZACA188	1968-01-01											5643	2014-11-24 15:12:09.0		5643			MONTE ESCOBEDO	2190.0000000000	22.3000000000	-103.5500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1998	20628		20628	CIMMYTMA-BANK-006990				2	3							ZACA189	1968-01-01											5643	2014-11-24 15:12:09.0		5643			MONTE ESCOBEDO	2190.0000000000	22.3000000000	-103.5500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
1999	20630		20630	CIMMYTMA-BANK-006991				2	3							ZACA191	1968-01-01											5643	2014-11-24 15:12:09.0		5643			MONTE ESCOBEDO	2190.0000000000	22.3000000000	-103.5500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
2000	20632		20632	CIMMYTMA-BANK-006993				2	3							ZACA192	1968-01-01											5643	2014-11-24 15:12:09.0		5643			MONTE ESCOBEDO	2190.0000000000	22.3000000000	-103.5500000000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
2001	20633		20633	CIMMYTMA-BANK-006995				2	3							ZACA195	1968-01-01											7400	2014-11-24 15:12:09.0		7400		MUNUCIPIO VILLANUEVA	RANCHO EL LIMON	1883.0000000000	22.3333333300	-102.8833333000	484	MX	MEX	MEXICO				2	Zea	mays subsp. mays		Maize	2	
