sample_id	accn_GID	testcross_GID
SEEDGWAS1867	10910	238705
SEEDGWAS1868	10949	238706
SEEDGWAS1869	11004	238707
SEEDGWAS187	12010	241257
SEEDGWAS1870	11045	238708
SEEDGWAS1871	11079	238709
SEEDGWAS1872	11080	238710
SEEDGWAS1873	11132	238711
SEEDGWAS1874	11133	238712
SEEDGWAS1877	11189	238715
SEEDGWAS1878	11194	238716
SEEDGWAS1879	11215	238717
SEEDGWAS188	12011	241258
SEEDGWAS1880	11268	238718
SEEDGWAS1881	11281	238719
SEEDGWAS1882	11298	238720
SEEDGWAS1883	11381	238721
SEEDGWAS1884	11490	238722
SEEDGWAS1885	11505	238723
SEEDGWAS1887	11553	238725
SEEDGWAS1888	11673	238726
SEEDGWAS1889	11816	238727
SEEDGWAS1890	12633	238728
SEEDGWAS1891	12989	238729
SEEDGWAS1892	13149	238730
SEEDGWAS1894	13813	238732
SEEDGWAS1895	13955	238733
SEEDGWAS1898	13957	238736
SEEDGWAS1899	13968	238737
SEEDGWAS19	5585	241089
SEEDGWAS190	12020	241260
SEEDGWAS1900	13997	238738
SEEDGWAS1902	14141	238740
SEEDGWAS1903	14143	238741
SEEDGWAS1904	14152	238742
SEEDGWAS1905	14154	238743
SEEDGWAS1906	14169	238744
SEEDGWAS1907	14170	238745
SEEDGWAS1908	14171	238746
SEEDGWAS1909	14173	238747
SEEDGWAS191	12038	241261
SEEDGWAS1910	14174	238748
SEEDGWAS1911	14188	238749
SEEDGWAS1912	14221	238750
SEEDGWAS1913	14245	238751
SEEDGWAS1914	14275	238752
SEEDGWAS1915	14284	238753
SEEDGWAS1916	14286	238754
SEEDGWAS1917	14397	238755
SEEDGWAS1918	14416	238756
SEEDGWAS1919	14430	238757
SEEDGWAS192	12058	241262
SEEDGWAS1920	14464	238758
SEEDGWAS1921	14516	238759
SEEDGWAS1922	14571	238760
SEEDGWAS1923	14606	238761
SEEDGWAS1924	14609	238762
SEEDGWAS1925	14613	238763
SEEDGWAS1926	14630	238764
SEEDGWAS1927	14631	238765
SEEDGWAS1929	14634	238767
SEEDGWAS193	12071	241263
SEEDGWAS1930	14635	238768
SEEDGWAS1931	14636	238769
SEEDGWAS1932	14653	238770
SEEDGWAS1933	14655	238771
SEEDGWAS1934	14659	238772
SEEDGWAS1935	14662	238773
SEEDGWAS1936	14663	238774
SEEDGWAS1937	14667	238775
SEEDGWAS1938	14670	238776
SEEDGWAS1939	14675	238777
SEEDGWAS194	12076	241264
SEEDGWAS1940	14676	238778
SEEDGWAS1941	14680	238779
SEEDGWAS1942	14687	238780
SEEDGWAS1943	14688	238781
SEEDGWAS1944	14700	238782
SEEDGWAS1945	14701	238783
SEEDGWAS1946	14704	238784
SEEDGWAS1947	14710	238785
SEEDGWAS1948	14713	238786
SEEDGWAS1949	14722	238787
SEEDGWAS195	12190	241265
SEEDGWAS1950	14730	238788
SEEDGWAS1951	14739	238789
SEEDGWAS1952	14740	238790
SEEDGWAS1953	14741	238791
SEEDGWAS1954	14742	238792
SEEDGWAS1955	14744	238793
SEEDGWAS1956	14745	238794
SEEDGWAS1957	14778	238795
SEEDGWAS1958	14797	238796
SEEDGWAS1959	14800	238797
SEEDGWAS196	12403	241266
SEEDGWAS1960	14806	238798
SEEDGWAS1961	14837	238799
SEEDGWAS1963	14845	238801
SEEDGWAS1964	14868	238802
SEEDGWAS1965	14879	238803
SEEDGWAS1966	14889	238804
SEEDGWAS1967	14920	238805
SEEDGWAS1968	14939	238806
SEEDGWAS1969	14940	238807
SEEDGWAS197	12458	241267
SEEDGWAS1970	14945	238808
SEEDGWAS1972	14999	238810
SEEDGWAS1974	15010	238812
SEEDGWAS1975	15025	238813
SEEDGWAS1976	15041	238814
SEEDGWAS1977	15043	238815
SEEDGWAS1978	15113	238816
SEEDGWAS1979	15114	238817
SEEDGWAS198	12522	241268
SEEDGWAS1980	15128	238818
SEEDGWAS1981	15141	238819
SEEDGWAS1982	15148	238820
SEEDGWAS1983	15218	238821
SEEDGWAS1984	15221	238822
SEEDGWAS1985	15240	238823
SEEDGWAS1986	15251	238824
SEEDGWAS1987	15267	238825
SEEDGWAS1988	15275	238826
SEEDGWAS1989	15281	238827
SEEDGWAS1990	15316	238828
SEEDGWAS1991	15325	238829
SEEDGWAS1992	15326	238830
SEEDGWAS1993	15333	238831
SEEDGWAS1994	15334	238832
SEEDGWAS1995	15339	238833
SEEDGWAS1996	15361	238834
SEEDGWAS1998	15392	238836
SEEDGWAS1999	15394	238837
SEEDGWAS2	749	241072
SEEDGWAS20	5587	241090
SEEDGWAS2000	15408	238838
SEEDGWAS2001	15415	238839
SEEDGWAS2003	15442	238841
SEEDGWAS2004	15450	238842
SEEDGWAS2005	15693	238843
SEEDGWAS2006	15697	238844
SEEDGWAS2007	15745	238845
SEEDGWAS2008	16778	238846
SEEDGWAS2009	16808	238847
SEEDGWAS2010	16809	238848
SEEDGWAS2011	16845	238849
SEEDGWAS2012	16847	238850
SEEDGWAS2013	16854	238851
SEEDGWAS2014	16868	238852
SEEDGWAS2015	16872	238853
SEEDGWAS2016	16873	238854
SEEDGWAS2017	16877	238855
SEEDGWAS2018	16905	238856
SEEDGWAS2019	17182	238857
SEEDGWAS202	12645	241272
SEEDGWAS2022	17501	238860
SEEDGWAS2024	17753	238862
SEEDGWAS2025	19295	238863
SEEDGWAS2026	19302	238864
SEEDGWAS2027	19305	238865
SEEDGWAS2028	19308	238866
SEEDGWAS2029	19380	238867
SEEDGWAS203	12646	241273
SEEDGWAS2031	19592	238869
SEEDGWAS2032	19594	238870
SEEDGWAS2035	19873	238873
SEEDGWAS2036	19898	238874
SEEDGWAS2037	20018	238875
SEEDGWAS2038	20032	238876
SEEDGWAS2039	20034	238877
SEEDGWAS2040	20060	238878
SEEDGWAS2041	20306	238879
SEEDGWAS2042	20410	238880
SEEDGWAS2043	20425	238881
SEEDGWAS2044	20433	238882
SEEDGWAS2045	20444	238883
SEEDGWAS2046	20932	238884
SEEDGWAS2047	20985	238885
SEEDGWAS2048	21024	238886
SEEDGWAS2049	21067	238887
SEEDGWAS2050	21071	238888
SEEDGWAS2051	21102	238889
SEEDGWAS2052	21120	238890
SEEDGWAS2053	21122	238891
SEEDGWAS2057	21335	238895
SEEDGWAS2058	21339	238896
SEEDGWAS2059	21362	238897
SEEDGWAS206	12706	241276
SEEDGWAS2061	21375	238899
SEEDGWAS2064	22277	238902
SEEDGWAS2065	22466	238903
SEEDGWAS2066	22521	238904
SEEDGWAS2067	22529	238905
SEEDGWAS2068	22640	238906
SEEDGWAS2069	22741	238907
SEEDGWAS207	12743	241277
SEEDGWAS2070	22755	238908
SEEDGWAS2071	22773	238909
SEEDGWAS2072	24	238634
SEEDGWAS2073	96	238635
SEEDGWAS2075	807	238637
SEEDGWAS2076	820	238638
SEEDGWAS2077	1478	238639
SEEDGWAS2078	1486	238640
SEEDGWAS2079	1493	238641
SEEDGWAS208	12767	241278
SEEDGWAS2080	1674	238642
SEEDGWAS2081	1950	238643
SEEDGWAS2082	3452	238644
SEEDGWAS2083	3622	238645
SEEDGWAS2084	3694	238646
SEEDGWAS2085	5352	238647
SEEDGWAS2086	5508	238648
SEEDGWAS2087	5511	238649
SEEDGWAS2088	5548	238650
SEEDGWAS2089	5573	238651
SEEDGWAS209	12885	241279
SEEDGWAS2090	5609	238652
SEEDGWAS2091	5769	238653
SEEDGWAS2092	5801	238654
SEEDGWAS2093	5805	238655
SEEDGWAS2094	5826	238656
SEEDGWAS2095	5829	238657
SEEDGWAS2096	5876	238658
SEEDGWAS2097	5920	238659
SEEDGWAS2098	5972	238660
SEEDGWAS2099	6480	238661
SEEDGWAS210	12900	241280
SEEDGWAS2103	8188	238665
SEEDGWAS2104	8195	238666
SEEDGWAS2105	8345	238667
SEEDGWAS2106	8826	238668
SEEDGWAS2107	8900	238669
SEEDGWAS2108	8902	238670
SEEDGWAS2109	8911	238671
SEEDGWAS211	12901	241281
SEEDGWAS2110	8913	238672
SEEDGWAS2111	8915	238673
SEEDGWAS2113	9046	238675
SEEDGWAS2114	9308	238676
SEEDGWAS2115	9767	238677
SEEDGWAS2116	22801	238910
SEEDGWAS2117	22820	238911
SEEDGWAS2118	22831	238912
SEEDGWAS2119	22838	238913
SEEDGWAS2120	22847	238914
SEEDGWAS2123	23660	238917
SEEDGWAS2124	23729	238918
SEEDGWAS2125	23779	238919
SEEDGWAS2126	23780	238920
SEEDGWAS2127	23785	238921
SEEDGWAS2128	23786	238922
SEEDGWAS2129	23787	238923
SEEDGWAS213	12911	241283
SEEDGWAS2130	23788	238924
SEEDGWAS2131	23789	238925
SEEDGWAS2133	23794	238927
SEEDGWAS2134	23801	238928
SEEDGWAS2135	23806	238929
SEEDGWAS2136	23814	238930
SEEDGWAS214	12918	241284
SEEDGWAS2141	23823	238935
SEEDGWAS2143	23834	238937
SEEDGWAS2144	23835	238938
SEEDGWAS2145	23838	238939
SEEDGWAS2146	23841	238940
SEEDGWAS2147	23854	238941
SEEDGWAS2148	23857	238942
SEEDGWAS2149	23892	238943
SEEDGWAS215	12928	241285
SEEDGWAS2150	24058	238944
SEEDGWAS2151	24279	238945
SEEDGWAS2152	24468	238946
SEEDGWAS2153	24597	238947
SEEDGWAS2154	24607	238948
SEEDGWAS2155	24632	238949
SEEDGWAS2156	24636	238950
SEEDGWAS2157	24965	238951
SEEDGWAS2158	24970	238952
SEEDGWAS2159	24976	238953
SEEDGWAS216	12949	241286
SEEDGWAS2160	24988	238954
SEEDGWAS2161	25001	238955
SEEDGWAS2162	25014	238956
SEEDGWAS2163	25016	238957
SEEDGWAS2164	25028	238958
SEEDGWAS2165	25051	238959
SEEDGWAS2166	25053	238960
SEEDGWAS2167	25060	238961
SEEDGWAS2168	25070	238962
SEEDGWAS2169	25072	238963
SEEDGWAS2170	25073	238964
SEEDGWAS2171	25078	238965
SEEDGWAS2172	25099	238966
SEEDGWAS2173	25397	238967
SEEDGWAS2174	25438	238968
SEEDGWAS2175	25439	238969
SEEDGWAS2176	25675	238970
SEEDGWAS2177	25932	238971
SEEDGWAS2178	26106	238972
SEEDGWAS2179	26203	238973
SEEDGWAS218	12977	241288
SEEDGWAS2180	26204	238974
SEEDGWAS2181	26238	238975
SEEDGWAS2182	26262	238976
SEEDGWAS2183	26382	238977
SEEDGWAS2184	26478	238978
SEEDGWAS2185	26578	238979
SEEDGWAS2186	26618	238980
SEEDGWAS2187	26658	238981
SEEDGWAS219	12979	241289
SEEDGWAS2190	26693	238984
SEEDGWAS2192	26716	238986
SEEDGWAS2193	26769	238987
SEEDGWAS2194	26809	238988
SEEDGWAS2195	26818	238989
SEEDGWAS2196	26819	238990
SEEDGWAS2197	26826	238991
SEEDGWAS2198	26870	238992
SEEDGWAS2199	26966	238993
SEEDGWAS22	5605	241092
SEEDGWAS220	13017	241290
SEEDGWAS2200	27089	238994
SEEDGWAS2202	27414	238996
SEEDGWAS2204	27511	238998
SEEDGWAS2206	27539	239000
SEEDGWAS2207	27561	239001
SEEDGWAS2208	27563	239002
SEEDGWAS221	13019	241291
SEEDGWAS2210	27579	239004
SEEDGWAS2211	27604	239005
SEEDGWAS2214	27610	239008
SEEDGWAS2215	27615	239009
SEEDGWAS2216	27618	239010
SEEDGWAS2217	27622	239011
SEEDGWAS2218	27623	239012
SEEDGWAS2219	27635	239013
SEEDGWAS222	13026	241292
SEEDGWAS2220	27636	239014
SEEDGWAS2221	27637	239015
SEEDGWAS2222	27638	239016
SEEDGWAS2223	27641	239017
SEEDGWAS2224	27643	239018
SEEDGWAS2225	27645	239019
SEEDGWAS2226	27646	239020
SEEDGWAS2227	27653	239021
SEEDGWAS2228	27655	239022
SEEDGWAS2229	27656	239023
SEEDGWAS223	13033	241293
SEEDGWAS2231	27661	239025
SEEDGWAS2232	27663	239026
SEEDGWAS2233	27665	239027
SEEDGWAS2234	27667	239028
SEEDGWAS2235	27668	239029
SEEDGWAS2236	27669	239030
SEEDGWAS2237	27672	239031
SEEDGWAS2238	27679	239032
SEEDGWAS2239	27680	239033
SEEDGWAS2240	27681	239034
SEEDGWAS2241	27719	239035
SEEDGWAS2244	27935	239038
SEEDGWAS2246	28300	239040
SEEDGWAS2247	28303	239041
SEEDGWAS2248	28312	239042
SEEDGWAS2249	28334	239043
SEEDGWAS225	13059	241295
SEEDGWAS2250	28465	239044
SEEDGWAS2251	28541	239045
SEEDGWAS2252	28544	239046
SEEDGWAS2253	28576	239047
SEEDGWAS2254	28577	239048
SEEDGWAS2255	28596	239049
SEEDGWAS2256	28698	239050
SEEDGWAS2257	28780	239051
SEEDGWAS2258	28868	239052
SEEDGWAS2259	28902	239053
SEEDGWAS2260	29040	239054
SEEDGWAS2261	29046	239055
SEEDGWAS2262	29122	239056
SEEDGWAS2263	29149	239057
SEEDGWAS2264	29183	239058
SEEDGWAS2265	29184	239059
SEEDGWAS2266	29235	239060
SEEDGWAS2267	29240	239061
SEEDGWAS2268	29241	239062
SEEDGWAS2269	29244	239063
SEEDGWAS227	13084	241297
SEEDGWAS2270	29247	239064
SEEDGWAS2271	29252	239065
SEEDGWAS2272	29453	239066
SEEDGWAS2273	29601	239067
SEEDGWAS2274	29604	239068
SEEDGWAS2275	29681	239069
SEEDGWAS2276	29683	239070
SEEDGWAS2278	29814	239072
SEEDGWAS2279	29816	239073
SEEDGWAS228	13124	241298
SEEDGWAS2280	29818	239074
SEEDGWAS2281	29822	239075
SEEDGWAS2282	29825	239076
SEEDGWAS2283	29827	239077
SEEDGWAS2284	29833	239078
SEEDGWAS2285	29834	239079
SEEDGWAS2286	29835	239080
SEEDGWAS2287	29838	239081
SEEDGWAS2288	29839	239082
SEEDGWAS2289	29841	239083
SEEDGWAS229	13133	241299
SEEDGWAS2290	29842	239084
SEEDGWAS2291	29865	239085
SEEDGWAS2292	29866	239086
SEEDGWAS2293	29867	239087
SEEDGWAS2294	29906	239088
SEEDGWAS2295	29911	239089
SEEDGWAS2296	29916	239090
SEEDGWAS2297	29926	239091
SEEDGWAS2298	29931	239092
SEEDGWAS2299	29933	239093
SEEDGWAS230	13136	241300
SEEDGWAS2300	29939	239094
SEEDGWAS2301	29950	239095
SEEDGWAS2302	65	239096
SEEDGWAS2303	281	239097
SEEDGWAS2304	516	239098
SEEDGWAS2305	552	239099
SEEDGWAS2306	562	239100
SEEDGWAS2307	747	239101
SEEDGWAS2310	1562	239104
SEEDGWAS2311	1607	239105
SEEDGWAS2312	1838	239106
SEEDGWAS2313	1875	239107
SEEDGWAS2314	2002	239108
SEEDGWAS2317	2249	239111
SEEDGWAS232	13156	241302
SEEDGWAS2320	2313	239114
SEEDGWAS2321	2755	239115
SEEDGWAS2322	2830	239116
SEEDGWAS2323	2862	239117
SEEDGWAS2324	2866	239118
SEEDGWAS2325	2868	239119
SEEDGWAS2326	3276	239120
SEEDGWAS2327	3280	239121
SEEDGWAS2328	3410	239122
SEEDGWAS2329	5350	239123
SEEDGWAS233	13816	241303
SEEDGWAS2330	5707	239124
SEEDGWAS2331	5776	239125
SEEDGWAS2332	5783	239126
SEEDGWAS2333	5785	239127
SEEDGWAS2334	5793	239128
SEEDGWAS2335	5808	239129
SEEDGWAS2336	5814	239130
SEEDGWAS2337	5830	239131
SEEDGWAS2338	5839	239132
SEEDGWAS2339	5870	239133
SEEDGWAS234	13821	241304
SEEDGWAS2341	5877	239135
SEEDGWAS2342	6298	239136
SEEDGWAS2343	6664	239137
SEEDGWAS2344	6671	239138
SEEDGWAS2345	6752	239139
SEEDGWAS2346	7106	239140
SEEDGWAS2347	7236	239141
SEEDGWAS2348	7238	239142
SEEDGWAS2349	7247	239143
SEEDGWAS235	13897	241305
SEEDGWAS2350	7793	239144
SEEDGWAS2351	7794	239145
SEEDGWAS2352	7816	239146
SEEDGWAS2353	7877	239147
SEEDGWAS2354	7881	239148
SEEDGWAS2355	7889	239149
SEEDGWAS2357	7939	239151
SEEDGWAS2358	7950	239152
SEEDGWAS2359	7957	239153
SEEDGWAS236	14309	241306
SEEDGWAS2360	7960	239154
SEEDGWAS2361	7964	239155
SEEDGWAS2362	8077	239156
SEEDGWAS2363	8152	239157
SEEDGWAS2365	8350	239159
SEEDGWAS2366	8357	239160
SEEDGWAS2367	8362	239161
SEEDGWAS2368	8364	239162
SEEDGWAS2369	8369	239163
SEEDGWAS237	14310	241307
SEEDGWAS2370	8503	239164
SEEDGWAS2371	8520	239165
SEEDGWAS2373	8522	239167
SEEDGWAS2374	8531	239168
SEEDGWAS2377	8713	239171
SEEDGWAS2378	8715	239172
SEEDGWAS2379	8716	239173
SEEDGWAS238	14324	241308
SEEDGWAS2380	8717	239174
SEEDGWAS2381	8718	239175
SEEDGWAS2383	8934	239177
SEEDGWAS2384	8944	239178
SEEDGWAS2385	8950	239179
SEEDGWAS2386	8960	239180
SEEDGWAS2387	8963	239181
SEEDGWAS2388	8966	239182
SEEDGWAS2389	8980	239183
SEEDGWAS239	14352	241309
SEEDGWAS2390	9771	239184
SEEDGWAS2391	9808	239185
SEEDGWAS2392	9811	239186
SEEDGWAS2393	9846	239187
SEEDGWAS2394	9901	239188
SEEDGWAS2396	10268	239190
SEEDGWAS2397	10378	239191
SEEDGWAS2398	10395	239192
SEEDGWAS24	5639	241094
SEEDGWAS240	14360	241310
SEEDGWAS2401	10870	239195
SEEDGWAS2402	11086	239196
SEEDGWAS2403	11730	239197
SEEDGWAS2404	12576	239198
SEEDGWAS2405	13139	239199
SEEDGWAS2406	13801	239200
SEEDGWAS2407	13802	239201
SEEDGWAS2408	13805	239202
SEEDGWAS2409	13829	239203
SEEDGWAS241	14364	241311
SEEDGWAS2410	14175	239204
SEEDGWAS2411	14187	239205
SEEDGWAS2412	15005	239206
SEEDGWAS2413	15320	239207
SEEDGWAS2414	15399	239208
SEEDGWAS2415	15401	239209
SEEDGWAS2416	15470	239210
SEEDGWAS2417	15472	239211
SEEDGWAS2418	15474	239212
SEEDGWAS2419	15503	239213
SEEDGWAS242	14401	241312
SEEDGWAS2422	15689	239216
SEEDGWAS2423	15694	239217
SEEDGWAS2424	16284	239218
SEEDGWAS2425	16303	239219
SEEDGWAS2426	16995	239220
SEEDGWAS2427	17119	239221
SEEDGWAS2428	17121	239222
SEEDGWAS2429	17122	239223
SEEDGWAS243	14770	241313
SEEDGWAS2430	17123	239224
SEEDGWAS2431	17125	239225
SEEDGWAS2432	17141	239226
SEEDGWAS2433	17562	239227
SEEDGWAS2434	17594	239228
SEEDGWAS2435	17602	239229
SEEDGWAS2436	19588	239230
SEEDGWAS2437	19669	239231
SEEDGWAS2438	19706	239232
SEEDGWAS2439	19719	239233
SEEDGWAS2440	19721	239234
SEEDGWAS2441	19838	239235
SEEDGWAS2442	19848	239236
SEEDGWAS2443	19867	239237
SEEDGWAS2444	20081	239238
SEEDGWAS2445	20085	239239
SEEDGWAS2447	20098	239241
SEEDGWAS2448	20112	239242
SEEDGWAS2449	20118	239243
SEEDGWAS2450	20120	239244
SEEDGWAS2451	20123	239245
SEEDGWAS2452	20139	239246
SEEDGWAS2453	20140	239247
SEEDGWAS2454	20145	239248
SEEDGWAS2455	20204	239249
SEEDGWAS2457	20292	239251
SEEDGWAS2458	20293	239252
SEEDGWAS2459	20295	239253
SEEDGWAS246	14823	241316
SEEDGWAS2460	20384	239254
SEEDGWAS2461	20406	239255
SEEDGWAS2462	20459	239256
SEEDGWAS2464	20604	239258
SEEDGWAS2466	20611	239260
SEEDGWAS2467	20613	239261
SEEDGWAS2468	20615	239262
SEEDGWAS2469	20618	239263
SEEDGWAS247	14863	241317
SEEDGWAS2470	20635	239264
SEEDGWAS2472	20666	239266
SEEDGWAS2473	20669	239267
SEEDGWAS2474	20671	239268
SEEDGWAS2475	21125	239269
SEEDGWAS2476	21391	239270
SEEDGWAS2477	21729	239271
SEEDGWAS2478	21732	239272
SEEDGWAS2479	21756	239273
SEEDGWAS2480	21760	239274
SEEDGWAS2481	21761	239275
SEEDGWAS2482	21765	239276
SEEDGWAS2483	21859	239277
SEEDGWAS2484	22597	239278
SEEDGWAS2486	22823	239280
SEEDGWAS2487	22986	239281
SEEDGWAS2488	23112	239282
SEEDGWAS2489	23574	239283
SEEDGWAS249	14870	241319
SEEDGWAS2490	23713	239284
SEEDGWAS2491	23762	239285
SEEDGWAS2492	23935	239286
SEEDGWAS2493	24016	239287
SEEDGWAS2494	24029	239288
SEEDGWAS2495	24050	239289
SEEDGWAS2496	24051	239290
SEEDGWAS2497	24060	239291
SEEDGWAS2498	24125	239292
SEEDGWAS2499	24255	239293
SEEDGWAS25	5640	241095
SEEDGWAS250	14886	241320
SEEDGWAS2501	24274	239295
SEEDGWAS2502	24337	239296
SEEDGWAS2504	24349	239298
SEEDGWAS2507	24366	239301
SEEDGWAS2508	24384	239302
SEEDGWAS251	14956	241321
SEEDGWAS2511	24463	239305
SEEDGWAS2512	24472	239306
SEEDGWAS2513	24519	239307
SEEDGWAS2514	24564	239308
SEEDGWAS2515	24565	239309
SEEDGWAS2516	24566	239310
SEEDGWAS2518	24967	239312
SEEDGWAS2520	24982	239314
SEEDGWAS2521	24998	239315
SEEDGWAS2522	24999	239316
SEEDGWAS2523	25000	239317
SEEDGWAS2526	25055	239320
SEEDGWAS2527	25071	239321
SEEDGWAS2528	25081	239322
SEEDGWAS2530	25221	239324
SEEDGWAS2531	25222	239325
SEEDGWAS2533	25371	239327
SEEDGWAS2535	25388	239329
SEEDGWAS254	14980	241324
SEEDGWAS2543	25853	239337
SEEDGWAS2546	25940	239340
SEEDGWAS2557	26182	239351
SEEDGWAS2558	26185	239352
SEEDGWAS256	15026	241326
SEEDGWAS2560	26312	239354
SEEDGWAS2561	26316	239355
SEEDGWAS2562	26317	239356
SEEDGWAS2563	26318	239357
SEEDGWAS2564	26319	239358
SEEDGWAS2566	26351	239360
SEEDGWAS257	15072	241327
SEEDGWAS2572	26907	239366
SEEDGWAS2577	26977	239371
SEEDGWAS2578	26985	239372
SEEDGWAS2579	26991	239373
SEEDGWAS258	15112	241328
SEEDGWAS2580	26995	239374
SEEDGWAS2581	27014	239375
SEEDGWAS2582	27016	239376
SEEDGWAS2585	27027	239379
SEEDGWAS2587	27056	239381
SEEDGWAS2589	27060	239383
SEEDGWAS259	15142	241329
SEEDGWAS2590	27062	239384
SEEDGWAS2593	27071	239387
SEEDGWAS2594	27073	239388
SEEDGWAS2595	27133	239389
SEEDGWAS2596	27223	239390
SEEDGWAS2597	27250	239391
SEEDGWAS2598	27251	239392
SEEDGWAS2599	27271	239393
SEEDGWAS260	15195	241330
SEEDGWAS2600	27300	239394
SEEDGWAS2601	27349	239395
SEEDGWAS2602	27353	239396
SEEDGWAS2603	27355	239397
SEEDGWAS2605	27421	239399
SEEDGWAS2607	27439	239401
SEEDGWAS2608	27441	239402
SEEDGWAS2609	27639	239403
SEEDGWAS2610	27658	239404
SEEDGWAS2611	27673	239405
SEEDGWAS2613	27676	239407
SEEDGWAS2614	27677	239408
SEEDGWAS2615	27678	239409
SEEDGWAS2616	27683	239410
SEEDGWAS2617	27685	239411
SEEDGWAS2618	27705	239412
SEEDGWAS2619	27707	239413
SEEDGWAS2620	27833	239414
SEEDGWAS2621	27897	239415
SEEDGWAS2622	28064	239416
SEEDGWAS2623	28108	239417
SEEDGWAS2625	28205	239419
SEEDGWAS2626	28256	239420
SEEDGWAS2627	28296	239421
SEEDGWAS2628	28358	239422
SEEDGWAS263	15239	241333
SEEDGWAS2630	28376	239424
SEEDGWAS2631	28464	239425
SEEDGWAS2632	28607	239426
SEEDGWAS2633	28609	239427
SEEDGWAS2634	28787	239428
SEEDGWAS2635	28993	239429
SEEDGWAS2636	29001	239430
SEEDGWAS2637	29008	239431
SEEDGWAS2638	29013	239432
SEEDGWAS2639	29172	239433
SEEDGWAS264	15248	241334
SEEDGWAS2640	29236	239434
SEEDGWAS2641	29351	239435
SEEDGWAS2642	29370	239436
SEEDGWAS2643	29392	239437
SEEDGWAS2644	29396	239438
SEEDGWAS2645	29409	239439
SEEDGWAS2646	29411	239440
SEEDGWAS2647	29420	239441
SEEDGWAS2649	29431	239443
SEEDGWAS2650	29436	239444
SEEDGWAS2651	29439	239445
SEEDGWAS2652	29440	239446
SEEDGWAS2653	29510	239447
SEEDGWAS2654	29513	239448
SEEDGWAS2655	29537	239449
SEEDGWAS2656	29621	239450
SEEDGWAS2658	29713	239452
SEEDGWAS2659	29843	239453
SEEDGWAS266	15782	241336
SEEDGWAS2660	29847	239454
SEEDGWAS2661	29849	239455
SEEDGWAS2662	29851	239456
SEEDGWAS2663	29853	239457
SEEDGWAS2664	29855	239458
SEEDGWAS2665	29856	239459
SEEDGWAS2666	30029	239460
SEEDGWAS2667	30030	239461
SEEDGWAS2668	569	239462
SEEDGWAS267	15980	241337
SEEDGWAS2670	726	239464
SEEDGWAS2671	2166	239465
SEEDGWAS2672	2269	239466
SEEDGWAS2673	2285	239467
SEEDGWAS2674	2291	239468
SEEDGWAS2675	2763	239469
SEEDGWAS2677	5775	239471
SEEDGWAS2678	5782	239472
SEEDGWAS2679	5795	239473
SEEDGWAS2680	5806	239474
SEEDGWAS2681	5815	239475
SEEDGWAS2682	5828	239476
SEEDGWAS2683	5851	239477
SEEDGWAS2684	5880	239478
SEEDGWAS2686	5896	239480
SEEDGWAS2687	5944	239481
SEEDGWAS2688	5950	239482
SEEDGWAS2689	6769	239483
SEEDGWAS269	16066	241339
SEEDGWAS2691	7729	239485
SEEDGWAS2692	7730	239486
SEEDGWAS2696	7756	239490
SEEDGWAS2697	7766	239491
SEEDGWAS2699	7781	239493
SEEDGWAS27	5703	241097
SEEDGWAS270	16275	241340
SEEDGWAS2700	7782	239494
SEEDGWAS2701	7791	239495
SEEDGWAS2702	7805	239496
SEEDGWAS2703	7807	239497
SEEDGWAS2704	7808	239498
SEEDGWAS2705	7809	239499
SEEDGWAS2706	7813	239500
SEEDGWAS2707	7814	239501
SEEDGWAS2709	7826	239503
SEEDGWAS2710	7836	239504
SEEDGWAS2711	7839	239505
SEEDGWAS2712	7859	239506
SEEDGWAS2713	7892	239507
SEEDGWAS2714	7893	239508
SEEDGWAS2715	7932	239509
SEEDGWAS2717	7946	239511
SEEDGWAS2718	7952	239512
SEEDGWAS272	16281	241342
SEEDGWAS2720	7958	239514
SEEDGWAS2721	7963	239515
SEEDGWAS2722	7988	239516
SEEDGWAS2723	8100	239517
SEEDGWAS2724	8110	239518
SEEDGWAS2725	8191	239519
SEEDGWAS2726	8217	239520
SEEDGWAS2729	8361	239523
SEEDGWAS273	16481	241343
SEEDGWAS2730	8367	239524
SEEDGWAS2731	8371	239525
SEEDGWAS2732	8486	239526
SEEDGWAS2734	8736	239528
SEEDGWAS2735	8942	239529
SEEDGWAS2737	8971	239531
SEEDGWAS2739	9855	239533
SEEDGWAS2740	11386	239534
SEEDGWAS2741	11389	239535
SEEDGWAS2742	11394	239536
SEEDGWAS2743	11447	239537
SEEDGWAS2744	11448	239538
SEEDGWAS2746	16290	239540
SEEDGWAS2747	16936	239541
SEEDGWAS2748	16952	239542
SEEDGWAS2749	16959	239543
SEEDGWAS275	16486	241345
SEEDGWAS2750	16985	239544
SEEDGWAS2751	16989	239545
SEEDGWAS2752	16992	239546
SEEDGWAS2754	17027	239548
SEEDGWAS2755	17031	239549
SEEDGWAS2756	17032	239550
SEEDGWAS2757	17033	239551
SEEDGWAS2758	17171	239552
SEEDGWAS2759	17172	239553
SEEDGWAS276	16487	241346
SEEDGWAS2760	17613	239554
SEEDGWAS2761	17614	239555
SEEDGWAS2764	19183	239558
SEEDGWAS2765	19292	239559
SEEDGWAS2766	19632	239560
SEEDGWAS2767	19656	239561
SEEDGWAS2768	19657	239562
SEEDGWAS2769	19676	239563
SEEDGWAS277	16494	241347
SEEDGWAS2770	19677	239564
