sample_id	accn_GID	testcross_GID
SEEDGWAS2771	19691	239565
SEEDGWAS2772	19709	239566
SEEDGWAS2773	19711	239567
SEEDGWAS2774	19725	239568
SEEDGWAS2775	19739	239569
SEEDGWAS2776	19744	239570
SEEDGWAS2777	19758	239571
SEEDGWAS2778	19759	239572
SEEDGWAS2779	19781	239573
SEEDGWAS278	16495	241348
SEEDGWAS2781	19792	239575
SEEDGWAS2782	19820	239576
SEEDGWAS2783	19853	239577
SEEDGWAS2784	19856	239578
SEEDGWAS2786	20574	239580
SEEDGWAS2787	20576	239581
SEEDGWAS2788	20577	239582
SEEDGWAS2789	20578	239583
SEEDGWAS279	16496	241349
SEEDGWAS2790	20580	239584
SEEDGWAS2791	20590	239585
SEEDGWAS2793	20595	239587
SEEDGWAS2794	20598	239588
SEEDGWAS2795	20610	239589
SEEDGWAS2796	20619	239590
SEEDGWAS2797	20632	239591
SEEDGWAS2798	20633	239592
SEEDGWAS2799	20640	239593
SEEDGWAS280	16503	241350
SEEDGWAS2800	20725	239594
SEEDGWAS2801	21130	239595
SEEDGWAS2802	21140	239596
SEEDGWAS2804	21145	239598
SEEDGWAS2806	21151	239600
SEEDGWAS2807	21157	239601
SEEDGWAS2809	21179	239603
SEEDGWAS281	16505	241351
SEEDGWAS2810	21182	239604
SEEDGWAS2811	21192	239605
SEEDGWAS2812	21193	239606
SEEDGWAS2813	21194	239607
SEEDGWAS2814	21196	239608
SEEDGWAS2815	21198	239609
SEEDGWAS2816	21200	239610
SEEDGWAS2817	21201	239611
SEEDGWAS2818	21203	239612
SEEDGWAS2819	21206	239613
SEEDGWAS282	16513	241352
SEEDGWAS2820	21211	239614
SEEDGWAS2821	21218	239615
SEEDGWAS2822	21219	239616
SEEDGWAS2823	21223	239617
SEEDGWAS2824	21224	239618
SEEDGWAS2825	21227	239619
SEEDGWAS2826	21233	239620
SEEDGWAS2827	21240	239621
SEEDGWAS2828	21241	239622
SEEDGWAS2829	21244	239623
SEEDGWAS283	16521	241353
SEEDGWAS2830	21246	239624
SEEDGWAS2831	21247	239625
SEEDGWAS2832	21255	239626
SEEDGWAS2834	21257	239628
SEEDGWAS2835	21259	239629
SEEDGWAS2838	21269	239632
SEEDGWAS2839	21271	239633
SEEDGWAS284	16533	241354
SEEDGWAS2841	21751	239635
SEEDGWAS2842	21775	239636
SEEDGWAS2843	21777	239637
SEEDGWAS2844	21779	239638
SEEDGWAS2845	21783	239639
SEEDGWAS2846	21785	239640
SEEDGWAS2847	21791	239641
SEEDGWAS2848	21804	239642
SEEDGWAS285	16536	241355
SEEDGWAS2850	22292	239644
SEEDGWAS2852	22303	239646
SEEDGWAS2853	22311	239647
SEEDGWAS2854	22323	239648
SEEDGWAS2855	22324	239649
SEEDGWAS2856	22325	239650
SEEDGWAS2857	22334	239651
SEEDGWAS2858	22336	239652
SEEDGWAS2859	22338	239653
SEEDGWAS2860	22345	239654
SEEDGWAS2862	22355	239656
SEEDGWAS2863	22358	239657
SEEDGWAS2864	22362	239658
SEEDGWAS2867	22367	239661
SEEDGWAS2868	22368	239662
SEEDGWAS287	16593	241357
SEEDGWAS2871	22398	239665
SEEDGWAS2872	22407	239666
SEEDGWAS2873	22408	239667
SEEDGWAS2874	22411	239668
SEEDGWAS2875	22421	239669
SEEDGWAS2876	22422	239670
SEEDGWAS2877	22424	239671
SEEDGWAS288	16601	241358
SEEDGWAS2880	22429	239674
SEEDGWAS2881	22435	239675
SEEDGWAS2882	22441	239676
SEEDGWAS2883	22444	239677
SEEDGWAS2884	22451	239678
SEEDGWAS2885	22457	239679
SEEDGWAS2886	22458	239680
SEEDGWAS2887	22473	239681
SEEDGWAS2888	22583	239682
SEEDGWAS2889	22785	239683
SEEDGWAS289	16622	241359
SEEDGWAS2890	22828	239684
SEEDGWAS2892	23662	239686
SEEDGWAS2893	23664	239687
SEEDGWAS2894	23675	239688
SEEDGWAS2895	23710	239689
SEEDGWAS2896	23733	239690
SEEDGWAS2897	23739	239691
SEEDGWAS2898	23776	239692
SEEDGWAS2899	24064	239693
SEEDGWAS29	5712	241099
SEEDGWAS290	16691	241360
SEEDGWAS2900	24203	239694
SEEDGWAS2901	24244	239695
SEEDGWAS2902	24275	239696
SEEDGWAS2903	24278	239697
SEEDGWAS2904	24283	239698
SEEDGWAS2905	24284	239699
SEEDGWAS2906	24371	239700
SEEDGWAS2907	24372	239701
SEEDGWAS2909	24399	239703
SEEDGWAS291	16692	241361
SEEDGWAS2910	24444	239704
SEEDGWAS2911	24445	239705
SEEDGWAS2912	24447	239706
SEEDGWAS2913	24470	239707
SEEDGWAS2914	25225	239708
SEEDGWAS2915	25226	239709
SEEDGWAS2916	25245	239710
SEEDGWAS2917	25254	239711
SEEDGWAS2918	25260	239712
SEEDGWAS2919	25263	239713
SEEDGWAS292	16713	241362
SEEDGWAS2920	25271	239714
SEEDGWAS2921	25275	239715
SEEDGWAS2922	25276	239716
SEEDGWAS2923	25277	239717
SEEDGWAS2924	25299	239718
SEEDGWAS2925	25325	239719
SEEDGWAS2926	25332	239720
SEEDGWAS2927	25338	239721
SEEDGWAS2928	25348	239722
SEEDGWAS293	16727	241363
SEEDGWAS2930	25488	239724
SEEDGWAS2931	25493	239725
SEEDGWAS2932	25496	239726
SEEDGWAS2935	25507	239729
SEEDGWAS2936	25509	239730
SEEDGWAS2937	25518	239731
SEEDGWAS2938	25519	239732
SEEDGWAS2939	25527	239733
SEEDGWAS294	16730	241364
SEEDGWAS2940	25532	239734
SEEDGWAS2941	25536	239735
SEEDGWAS2943	25543	239737
SEEDGWAS2944	25544	239738
SEEDGWAS2945	25545	239739
SEEDGWAS2946	25551	239740
SEEDGWAS2947	25560	239741
SEEDGWAS2948	25572	239742
SEEDGWAS2949	25585	239743
SEEDGWAS295	16732	241365
SEEDGWAS2950	26006	239744
SEEDGWAS2951	26044	239745
SEEDGWAS2952	26046	239746
SEEDGWAS2953	26051	239747
SEEDGWAS2954	26054	239748
SEEDGWAS2955	26059	239749
SEEDGWAS2956	26060	239750
SEEDGWAS296	16737	241366
SEEDGWAS2960	26076	239754
SEEDGWAS2961	26077	239755
SEEDGWAS2962	26080	239756
SEEDGWAS2963	26086	239757
SEEDGWAS2964	26088	239758
SEEDGWAS2966	26097	239760
SEEDGWAS2967	26099	239761
SEEDGWAS2968	26105	239762
SEEDGWAS297	16740	241367
SEEDGWAS2970	26161	239764
SEEDGWAS2971	26164	239765
SEEDGWAS2972	26166	239766
SEEDGWAS2973	26167	239767
SEEDGWAS2974	26255	239768
SEEDGWAS2975	26259	239769
SEEDGWAS2976	26265	239770
SEEDGWAS2977	26270	239771
SEEDGWAS2978	26294	239772
SEEDGWAS2979	26328	239773
SEEDGWAS2980	26353	239774
SEEDGWAS2983	26368	239777
SEEDGWAS2984	26577	239778
SEEDGWAS2985	26882	239779
SEEDGWAS2987	26893	239781
SEEDGWAS2988	26900	239782
SEEDGWAS2989	26903	239783
SEEDGWAS299	16744	241369
SEEDGWAS2990	26909	239784
SEEDGWAS2991	26915	239785
SEEDGWAS2993	26930	239787
SEEDGWAS2995	26935	239789
SEEDGWAS2996	26936	239790
SEEDGWAS2998	26943	239792
SEEDGWAS2999	26948	239793
SEEDGWAS3	814	241073
SEEDGWAS30	5722	241100
SEEDGWAS300	16777	241370
SEEDGWAS3000	26956	239794
SEEDGWAS3001	26958	239795
SEEDGWAS3002	26961	239796
SEEDGWAS3003	27000	239797
SEEDGWAS3005	27008	239799
SEEDGWAS3006	27009	239800
SEEDGWAS3007	27015	239801
SEEDGWAS3008	27029	239802
SEEDGWAS301	16780	241371
SEEDGWAS3010	27043	239804
SEEDGWAS3011	27044	239805
SEEDGWAS3012	27061	239806
SEEDGWAS3013	27065	239807
SEEDGWAS3014	27101	239808
SEEDGWAS3015	27122	239809
SEEDGWAS3017	27234	239811
SEEDGWAS3018	27247	239812
SEEDGWAS3019	27276	239813
SEEDGWAS302	16805	241372
SEEDGWAS3020	27294	239814
SEEDGWAS3021	27295	239815
SEEDGWAS3023	27302	239817
SEEDGWAS3025	27308	239819
SEEDGWAS3026	27331	239820
SEEDGWAS3027	27333	239821
SEEDGWAS3028	27338	239822
SEEDGWAS3036	28060	239830
SEEDGWAS3037	28072	239831
SEEDGWAS3038	28083	239832
SEEDGWAS3039	28084	239833
SEEDGWAS3040	28088	239834
SEEDGWAS3042	28107	239836
SEEDGWAS3043	28117	239837
SEEDGWAS3044	28132	239838
SEEDGWAS3047	28143	239841
SEEDGWAS3048	28150	239842
SEEDGWAS3049	28175	239843
SEEDGWAS305	16887	241375
SEEDGWAS3050	28178	239844
SEEDGWAS3051	28181	239845
SEEDGWAS3052	28182	239846
SEEDGWAS3053	28185	239847
SEEDGWAS3054	28189	239848
SEEDGWAS3055	28206	239849
SEEDGWAS3056	28216	239850
SEEDGWAS3057	28228	239851
SEEDGWAS306	16891	241376
SEEDGWAS3060	28245	239854
SEEDGWAS3061	28246	239855
SEEDGWAS3062	28247	239856
SEEDGWAS3063	28268	239857
SEEDGWAS3064	28270	239858
SEEDGWAS3065	28271	239859
SEEDGWAS3066	28273	239860
SEEDGWAS3067	28420	239861
SEEDGWAS3068	28434	239862
SEEDGWAS3069	28439	239863
SEEDGWAS307	16894	241377
SEEDGWAS3070	28454	239864
SEEDGWAS3072	28649	239866
SEEDGWAS3074	28660	239868
SEEDGWAS3075	28661	239869
SEEDGWAS3076	28665	239870
SEEDGWAS3077	28667	239871
SEEDGWAS3078	28669	239872
SEEDGWAS3079	28670	239873
SEEDGWAS308	16899	241378
SEEDGWAS3080	28671	239874
SEEDGWAS3081	28675	239875
SEEDGWAS3082	28676	239876
SEEDGWAS3084	28684	239878
SEEDGWAS3085	28687	239879
SEEDGWAS3086	28689	239880
SEEDGWAS3087	28696	239881
SEEDGWAS3088	28713	239882
SEEDGWAS3089	28736	239883
SEEDGWAS309	16922	241379
SEEDGWAS3090	28741	239884
SEEDGWAS3092	28750	239886
SEEDGWAS3093	28751	239887
SEEDGWAS3094	28756	239888
SEEDGWAS3095	28782	239889
SEEDGWAS3096	28926	239890
SEEDGWAS3097	28935	239891
SEEDGWAS3098	28938	239892
SEEDGWAS3099	28951	239893
SEEDGWAS31	5723	241101
SEEDGWAS310	17016	241380
SEEDGWAS3100	28960	239894
SEEDGWAS3102	28963	239896
SEEDGWAS3103	29261	239897
SEEDGWAS3104	29373	239898
SEEDGWAS3106	29380	239900
SEEDGWAS3107	29381	239901
SEEDGWAS3108	29629	239902
SEEDGWAS311	17036	241381
SEEDGWAS3111	29632	239905
SEEDGWAS3112	29635	239906
SEEDGWAS3113	29639	239907
SEEDGWAS3114	29640	239908
SEEDGWAS3115	29642	239909
SEEDGWAS3116	29644	239910
SEEDGWAS3117	29646	239911
SEEDGWAS3118	29650	239912
SEEDGWAS3119	29652	239913
SEEDGWAS312	17054	241382
SEEDGWAS3120	29655	239914
SEEDGWAS3121	29656	239915
SEEDGWAS3122	29657	239916
SEEDGWAS3123	29659	239917
SEEDGWAS3124	29660	239918
SEEDGWAS3125	29662	239919
SEEDGWAS3126	29665	239920
SEEDGWAS3127	29722	239921
SEEDGWAS3128	29726	239922
SEEDGWAS3129	29731	239923
SEEDGWAS313	17080	241383
SEEDGWAS3130	29734	239924
SEEDGWAS3131	29745	239925
SEEDGWAS3132	29754	239926
SEEDGWAS3133	29759	239927
SEEDGWAS3134	29764	239928
SEEDGWAS3135	29766	239929
SEEDGWAS3136	29768	239930
SEEDGWAS3137	29769	239931
SEEDGWAS3138	29775	239932
SEEDGWAS3139	29780	239933
SEEDGWAS314	17097	241384
SEEDGWAS3140	29782	239934
SEEDGWAS3141	29783	239935
SEEDGWAS3143	29786	239937
SEEDGWAS3144	29787	239938
SEEDGWAS3145	29789	239939
SEEDGWAS3147	29801	239941
SEEDGWAS3148	29802	239942
SEEDGWAS3149	29803	239943
SEEDGWAS315	17100	241385
SEEDGWAS3151	29810	239945
SEEDGWAS3152	29813	239946
SEEDGWAS3153	29952	239947
SEEDGWAS3154	29953	239948
SEEDGWAS3155	29965	239949
SEEDGWAS3156	29966	239950
SEEDGWAS3157	30019	239951
SEEDGWAS3158	87	239952
SEEDGWAS3159	496	239953
SEEDGWAS316	17185	241386
SEEDGWAS3160	1683	239954
SEEDGWAS3161	1825	239955
SEEDGWAS3163	1985	239957
SEEDGWAS3164	1999	239958
SEEDGWAS3165	2000	239959
SEEDGWAS3166	2130	239960
SEEDGWAS3167	2141	239961
SEEDGWAS3168	2829	239962
SEEDGWAS3169	3259	239963
SEEDGWAS317	17201	241387
SEEDGWAS3170	5475	239964
SEEDGWAS3171	5498	239965
SEEDGWAS3172	5761	239966
SEEDGWAS3173	5764	239967
SEEDGWAS3174	5853	239968
SEEDGWAS3175	7138	239969
SEEDGWAS3176	8253	239970
SEEDGWAS3177	8398	239971
SEEDGWAS3178	8689	239972
SEEDGWAS3179	8699	239973
SEEDGWAS318	17216	241388
SEEDGWAS3180	9029	239974
SEEDGWAS3182	10547	239976
SEEDGWAS3183	10877	239977
SEEDGWAS3184	10880	239978
SEEDGWAS3185	10972	239979
SEEDGWAS3186	10973	239980
SEEDGWAS3187	11024	239981
SEEDGWAS3188	11172	239982
SEEDGWAS3189	12615	239983
SEEDGWAS319	17222	241389
SEEDGWAS3190	12628	239984
SEEDGWAS3191	12728	239985
SEEDGWAS3192	12731	239986
SEEDGWAS3193	14062	239987
SEEDGWAS3194	14068	239988
SEEDGWAS3195	14071	239989
SEEDGWAS3198	14248	239992
SEEDGWAS3199	14267	239993
SEEDGWAS32	5727	241102
SEEDGWAS320	17508	241390
SEEDGWAS3200	14368	239994
SEEDGWAS3201	14374	239995
SEEDGWAS3202	14405	239996
SEEDGWAS3203	14448	239997
SEEDGWAS3204	14490	239998
SEEDGWAS3205	14512	239999
SEEDGWAS3206	14514	240000
SEEDGWAS3207	14552	240001
SEEDGWAS3208	14558	240002
SEEDGWAS3209	14559	240003
SEEDGWAS3210	14574	240004
SEEDGWAS3211	14581	240005
SEEDGWAS3212	14603	240006
SEEDGWAS3213	14605	240007
SEEDGWAS3214	14925	240008
SEEDGWAS3215	15009	240009
SEEDGWAS3216	15045	240010
SEEDGWAS3217	15241	240011
SEEDGWAS3218	15696	240012
SEEDGWAS3219	17243	240013
SEEDGWAS322	17541	241392
SEEDGWAS3220	17423	240014
SEEDGWAS3221	17498	240015
SEEDGWAS3222	19310	240016
SEEDGWAS3223	19316	240017
SEEDGWAS3224	19326	240018
SEEDGWAS3225	19353	240019
SEEDGWAS3226	19393	240020
SEEDGWAS3227	19400	240021
SEEDGWAS3228	19582	240022
SEEDGWAS3229	20443	240023
SEEDGWAS3230	20450	240024
SEEDGWAS3231	20451	240025
SEEDGWAS3232	20644	240026
SEEDGWAS3233	20952	240027
SEEDGWAS3234	20988	240028
SEEDGWAS3235	21077	240029
SEEDGWAS3236	21081	240030
SEEDGWAS3237	21086	240031
SEEDGWAS3238	21089	240032
SEEDGWAS3239	21096	240033
SEEDGWAS324	17583	241394
SEEDGWAS3240	21369	240034
SEEDGWAS3241	21725	240035
SEEDGWAS3244	22079	240038
SEEDGWAS3247	22740	240041
SEEDGWAS3248	22759	240042
SEEDGWAS3249	23712	240043
SEEDGWAS325	17587	241395
SEEDGWAS3251	23828	240045
SEEDGWAS3252	23830	240046
SEEDGWAS3253	23846	240047
SEEDGWAS3254	23921	240048
SEEDGWAS3255	24082	240049
SEEDGWAS3256	24309	240050
SEEDGWAS3258	24363	240052
SEEDGWAS3259	24436	240053
SEEDGWAS326	17593	241396
SEEDGWAS3261	24507	240055
SEEDGWAS3262	24562	240056
SEEDGWAS3263	24827	240057
SEEDGWAS3264	24828	240058
SEEDGWAS3265	24836	240059
SEEDGWAS3267	24838	240061
SEEDGWAS3268	24839	240062
SEEDGWAS3269	24841	240063
SEEDGWAS327	17596	241397
SEEDGWAS3270	24848	240064
SEEDGWAS3272	24990	240066
SEEDGWAS3273	25017	240067
SEEDGWAS3274	25074	240068
SEEDGWAS3275	25080	240069
SEEDGWAS3276	25101	240070
SEEDGWAS3277	25102	240071
SEEDGWAS3278	25411	240072
SEEDGWAS328	17616	241398
SEEDGWAS3280	25440	240074
SEEDGWAS3281	25819	240075
SEEDGWAS3283	25850	240077
SEEDGWAS3284	25925	240078
SEEDGWAS3285	25928	240079
SEEDGWAS3286	26386	240080
SEEDGWAS3287	26392	240081
SEEDGWAS3289	26612	240083
SEEDGWAS329	19337	241399
SEEDGWAS3290	26615	240084
SEEDGWAS3291	26616	240085
SEEDGWAS3292	26622	240086
SEEDGWAS3293	26631	240087
SEEDGWAS3294	26650	240088
SEEDGWAS3295	26755	240089
SEEDGWAS3296	27011	240090
SEEDGWAS3297	27039	240091
SEEDGWAS33	5728	241103
SEEDGWAS330	20012	241400
SEEDGWAS3300	27078	240094
SEEDGWAS3303	27114	240097
SEEDGWAS3304	27453	240098
SEEDGWAS3305	27509	240099
SEEDGWAS3306	27538	240100
SEEDGWAS3307	27549	240101
SEEDGWAS3310	27557	240104
SEEDGWAS3311	27559	240105
SEEDGWAS3312	27562	240106
SEEDGWAS3313	27586	240107
SEEDGWAS3315	27591	240109
SEEDGWAS3316	27593	240110
SEEDGWAS3317	27596	240111
SEEDGWAS3318	27598	240112
SEEDGWAS3319	27599	240113
SEEDGWAS332	20049	241402
SEEDGWAS3320	27600	240114
SEEDGWAS3321	27603	240115
SEEDGWAS3323	27608	240117
SEEDGWAS3324	27620	240118
SEEDGWAS3325	27634	240119
SEEDGWAS3327	27718	240121
SEEDGWAS3328	27720	240122
SEEDGWAS333	20052	241403
SEEDGWAS3330	27725	240124
SEEDGWAS3331	27738	240125
SEEDGWAS3332	27880	240126
SEEDGWAS3333	28304	240127
SEEDGWAS3334	28372	240128
SEEDGWAS3335	28427	240129
SEEDGWAS3337	28547	240131
SEEDGWAS3338	28606	240132
SEEDGWAS3339	28610	240133
SEEDGWAS334	20429	241404
SEEDGWAS3340	28613	240134
SEEDGWAS3341	28616	240135
SEEDGWAS3342	28620	240136
SEEDGWAS3343	28995	240137
SEEDGWAS3344	29002	240138
SEEDGWAS3345	29051	240139
SEEDGWAS3346	29109	240140
SEEDGWAS3347	29150	240141
SEEDGWAS3348	29169	240142
SEEDGWAS3349	29187	240143
SEEDGWAS335	20430	241405
SEEDGWAS3350	29239	240144
SEEDGWAS3351	29256	240145
SEEDGWAS3352	29473	240146
SEEDGWAS3353	29475	240147
SEEDGWAS3354	29479	240148
SEEDGWAS3355	29545	240149
SEEDGWAS3357	29548	240151
SEEDGWAS3358	29549	240152
SEEDGWAS3359	29552	240153
SEEDGWAS3361	29672	240155
SEEDGWAS3362	29675	240156
SEEDGWAS3364	29679	240158
SEEDGWAS3365	29686	240159
SEEDGWAS3366	29712	240160
SEEDGWAS3368	29857	240162
SEEDGWAS3371	106	240165
SEEDGWAS3372	301	240166
SEEDGWAS3374	737	240168
SEEDGWAS3375	857	240169
SEEDGWAS3379	2045	240173
SEEDGWAS3380	2083	240174
SEEDGWAS3381	2821	240175
SEEDGWAS3383	5397	240177
SEEDGWAS3384	5837	240178
SEEDGWAS3385	5844	240179
SEEDGWAS3386	5916	240180
SEEDGWAS3387	5925	240181
SEEDGWAS3388	6760	240182
SEEDGWAS3389	7111	240183
SEEDGWAS3390	7134	240184
SEEDGWAS3391	7872	240185
SEEDGWAS3392	7888	240186
SEEDGWAS3393	8474	240187
SEEDGWAS3394	8493	240188
SEEDGWAS3395	8496	240189
SEEDGWAS3396	8499	240190
SEEDGWAS3397	8500	240191
SEEDGWAS3398	8505	240192
SEEDGWAS3399	8512	240193
SEEDGWAS340	20649	241410
SEEDGWAS3400	8525	240194
SEEDGWAS3401	8538	240195
SEEDGWAS3402	8546	240196
SEEDGWAS3403	8548	240197
SEEDGWAS3404	8570	240198
SEEDGWAS3405	8573	240199
SEEDGWAS3406	8605	240200
SEEDGWAS3407	8623	240201
SEEDGWAS3408	8633	240202
SEEDGWAS341	20650	241411
SEEDGWAS3410	8774	240204
SEEDGWAS3411	8946	240205
SEEDGWAS3412	8947	240206
SEEDGWAS3413	8953	240207
SEEDGWAS3414	9850	240208
SEEDGWAS3415	9851	240209
SEEDGWAS3416	9852	240210
SEEDGWAS3417	9853	240211
SEEDGWAS3418	9854	240212
SEEDGWAS3419	10054	240213
SEEDGWAS3420	10314	240214
SEEDGWAS3422	10375	240216
SEEDGWAS3423	10376	240217
SEEDGWAS3424	10379	240218
SEEDGWAS3425	10394	240219
SEEDGWAS3426	10749	240220
SEEDGWAS3427	10793	240221
SEEDGWAS3428	10900	240222
SEEDGWAS3429	11497	240223
SEEDGWAS343	20658	241413
SEEDGWAS3430	12571	240224
SEEDGWAS3431	12580	240225
SEEDGWAS3432	12581	240226
SEEDGWAS3433	12583	240227
SEEDGWAS3434	12589	240228
SEEDGWAS3435	12812	240229
SEEDGWAS3436	12827	240230
SEEDGWAS3437	12988	240231
SEEDGWAS3438	14177	240232
SEEDGWAS3439	14747	240233
SEEDGWAS3440	15475	240234
SEEDGWAS3441	15508	240235
SEEDGWAS3442	15510	240236
SEEDGWAS3443	15511	240237
SEEDGWAS3444	15517	240238
SEEDGWAS3445	15528	240239
SEEDGWAS3446	15537	240240
SEEDGWAS3447	16770	240241
SEEDGWAS3448	17131	240242
SEEDGWAS3449	17132	240243
SEEDGWAS345	21118	241415
SEEDGWAS3450	17135	240244
SEEDGWAS3451	17556	240245
SEEDGWAS3452	19452	240246
SEEDGWAS3453	19571	240247
SEEDGWAS3454	20061	240248
SEEDGWAS3455	20149	240249
SEEDGWAS3456	20152	240250
SEEDGWAS3457	20175	240251
SEEDGWAS3458	20176	240252
SEEDGWAS3459	20177	240253
SEEDGWAS3460	20181	240254
SEEDGWAS3461	20191	240255
SEEDGWAS3462	20299	240256
SEEDGWAS3463	20309	240257
SEEDGWAS3465	20331	240259
SEEDGWAS3466	20332	240260
SEEDGWAS3467	20333	240261
SEEDGWAS3468	20334	240262
SEEDGWAS3469	20336	240263
SEEDGWAS3470	20337	240264
SEEDGWAS3471	20338	240265
SEEDGWAS3472	20339	240266
SEEDGWAS3473	20340	240267
SEEDGWAS3474	20341	240268
SEEDGWAS3475	20342	240269
SEEDGWAS3476	20343	240270
SEEDGWAS3477	20344	240271
SEEDGWAS3478	20345	240272
SEEDGWAS3479	20346	240273
SEEDGWAS348	21299	241418
SEEDGWAS3480	20347	240274
SEEDGWAS3481	20348	240275
SEEDGWAS3482	20349	240276
SEEDGWAS3483	20378	240277
SEEDGWAS3484	20379	240278
SEEDGWAS3485	20380	240279
SEEDGWAS3486	20385	240280
SEEDGWAS3487	20386	240281
SEEDGWAS3488	20387	240282
SEEDGWAS3489	20388	240283
SEEDGWAS349	21303	241419
SEEDGWAS3490	20395	240284
SEEDGWAS3491	20396	240285
SEEDGWAS3492	20397	240286
SEEDGWAS3493	20401	240287
SEEDGWAS3494	20571	240288
SEEDGWAS3495	20612	240289
SEEDGWAS3496	20617	240290
SEEDGWAS3497	20739	240291
SEEDGWAS3498	21061	240292
SEEDGWAS3499	21409	240293
SEEDGWAS350	21314	241420
SEEDGWAS3501	22571	240295
SEEDGWAS3502	22605	240296
SEEDGWAS3503	22829	240297
SEEDGWAS3507	22896	240301
SEEDGWAS3509	22907	240303
SEEDGWAS3510	22912	240304
SEEDGWAS3511	22915	240305
SEEDGWAS3512	22917	240306
SEEDGWAS3518	22936	240312
SEEDGWAS352	21333	241422
SEEDGWAS3520	22938	240314
SEEDGWAS3521	22940	240315
SEEDGWAS3522	22952	240316
SEEDGWAS3523	22960	240317
SEEDGWAS3524	22966	240318
SEEDGWAS3525	22969	240319
SEEDGWAS3526	22977	240320
SEEDGWAS3527	22983	240321
SEEDGWAS3528	23001	240322
SEEDGWAS3529	23009	240323
SEEDGWAS353	21338	241423
SEEDGWAS3530	23035	240324
SEEDGWAS3531	23072	240325
SEEDGWAS3532	23079	240326
SEEDGWAS3533	23085	240327
SEEDGWAS3534	23086	240328
SEEDGWAS3535	23090	240329
SEEDGWAS3536	23093	240330
SEEDGWAS3538	23099	240332
SEEDGWAS3539	23101	240333
SEEDGWAS354	21343	241424
SEEDGWAS3542	23116	240336
SEEDGWAS3543	23117	240337
SEEDGWAS3546	23127	240340
SEEDGWAS3547	23128	240341
SEEDGWAS3548	23133	240342
SEEDGWAS3549	23142	240343
SEEDGWAS355	21390	241425
SEEDGWAS3550	23143	240344
SEEDGWAS3551	23152	240345
SEEDGWAS3552	23157	240346
SEEDGWAS3555	23175	240349
SEEDGWAS3556	23573	240350
SEEDGWAS3557	23587	240351
SEEDGWAS3558	23590	240352
SEEDGWAS3559	23596	240353
SEEDGWAS3560	23598	240354
SEEDGWAS3561	23609	240355
SEEDGWAS3562	23628	240356
SEEDGWAS3563	23633	240357
SEEDGWAS3564	23641	240358
SEEDGWAS3565	23649	240359
SEEDGWAS3568	23657	240362
SEEDGWAS3569	23677	240363
SEEDGWAS357	21873	241427
SEEDGWAS3570	23748	240364
SEEDGWAS3571	23936	240365
SEEDGWAS3572	23941	240366
SEEDGWAS3573	23954	240367
SEEDGWAS3574	23959	240368
SEEDGWAS3575	23964	240369
SEEDGWAS3576	23965	240370
SEEDGWAS3577	23967	240371
SEEDGWAS3578	23969	240372
SEEDGWAS3579	23974	240373
SEEDGWAS358	21884	241428
SEEDGWAS3580	23980	240374
SEEDGWAS3581	23982	240375
SEEDGWAS3582	23989	240376
SEEDGWAS3583	23990	240377
SEEDGWAS3584	23993	240378
SEEDGWAS3585	23995	240379
SEEDGWAS3586	24000	240380
SEEDGWAS3587	24002	240381
SEEDGWAS3588	24004	240382
SEEDGWAS3589	24009	240383
SEEDGWAS359	21993	241429
SEEDGWAS3590	24010	240384
SEEDGWAS3591	24013	240385
SEEDGWAS3592	24027	240386
SEEDGWAS3593	24028	240387
SEEDGWAS3594	24188	240388
SEEDGWAS3595	24217	240389
SEEDGWAS3596	24248	240390
SEEDGWAS3597	24291	240391
SEEDGWAS3598	24293	240392
SEEDGWAS3599	24316	240393
SEEDGWAS36	5890	241106
SEEDGWAS360	22001	241430
SEEDGWAS3600	24461	240394
SEEDGWAS3604	24532	240398
SEEDGWAS3605	24559	240399
SEEDGWAS3606	24835	240400
SEEDGWAS3607	24969	240401
SEEDGWAS3608	24987	240402
SEEDGWAS3609	25084	240403
SEEDGWAS361	22064	241431
SEEDGWAS3610	25092	240404
SEEDGWAS3611	25241	240405
SEEDGWAS3612	25243	240406
SEEDGWAS3614	25248	240408
SEEDGWAS3615	25252	240409
SEEDGWAS3616	25441	240410
SEEDGWAS3617	25449	240411
SEEDGWAS3618	25452	240412
SEEDGWAS3619	25461	240413
SEEDGWAS362	22065	241432
SEEDGWAS3620	25480	240414
SEEDGWAS3621	25486	240415
SEEDGWAS3622	25492	240416
SEEDGWAS3623	25918	240417
SEEDGWAS3624	25922	240418
SEEDGWAS3625	25931	240419
SEEDGWAS3626	25946	240420
SEEDGWAS3627	25998	240421
SEEDGWAS3628	26000	240422
SEEDGWAS3629	26247	240423
SEEDGWAS363	22069	241433
SEEDGWAS3630	26333	240424
SEEDGWAS3631	26573	240425
SEEDGWAS3632	26735	240426
SEEDGWAS3633	26820	240427
SEEDGWAS3634	26898	240428
SEEDGWAS3636	27006	240431
SEEDGWAS3638	27413	240433
SEEDGWAS3639	27429	240434
SEEDGWAS364	22070	241434
SEEDGWAS3640	27883	240435
SEEDGWAS3641	28366	240436
SEEDGWAS3644	28385	240439
SEEDGWAS3645	28428	240440
SEEDGWAS3646	28436	240441
SEEDGWAS3647	28446	240442
SEEDGWAS3649	28471	240444
SEEDGWAS3650	28533	240445
SEEDGWAS3651	28535	240446
SEEDGWAS3652	28611	240447
SEEDGWAS3653	28772	240448
SEEDGWAS3654	28867	240449
