SEEDGWAS1	MRG	4	250054445
SEEDGWAS10	MRG	4	250054453
SEEDGWAS1000	MRG	4	250067677
SEEDGWAS1001	MRG	4	250067678
SEEDGWAS1003	MRG	4	250067679
SEEDGWAS1004	MRG	4	250067680
SEEDGWAS1005	MRG	4	250067681
SEEDGWAS1006	MRG	4	250067682
SEEDGWAS1007	MRG	4	250067684
SEEDGWAS1008	MRG	4	250067716
SEEDGWAS1009	MRG	4	250067717
SEEDGWAS101	MRG	4	250054517
SEEDGWAS1011	MRG	4	250067718
SEEDGWAS1012	MRG	4	250067719
SEEDGWAS1014	MRG	4	250067720
SEEDGWAS1015	MRG	4	250067721
SEEDGWAS1017	MRG	4	250067722
SEEDGWAS1019	MRG	4	250067723
SEEDGWAS1020	MRG	4	250067724
SEEDGWAS1022	MRG	4	250067725
SEEDGWAS1023	MRG	4	250067726
SEEDGWAS1024	MRG	4	250067727
SEEDGWAS1025	MRG	4	250067728
SEEDGWAS1026	MRG	4	250067729
SEEDGWAS1027	MRG	4	250067730
SEEDGWAS1028	MRG	4	250067731
SEEDGWAS1029	MRG	4	250067732
SEEDGWAS103	MRG	4	250054518
SEEDGWAS1030	MRG	4	250067733
SEEDGWAS1031	MRG	4	250067734
SEEDGWAS1032	MRG	4	250067735
SEEDGWAS1033	MRG	4	250067736
SEEDGWAS1034	MRG	4	250067737
SEEDGWAS1035	MRG	4	250067738
SEEDGWAS1036	MRG	4	250067739
SEEDGWAS1037	MRG	4	250067740
SEEDGWAS1039	MRG	4	250067741
SEEDGWAS104	MRG	4	250054519
SEEDGWAS1040	MRG	4	250067742
SEEDGWAS1041	MRG	4	250067743
SEEDGWAS1042	MRG	4	250067744
SEEDGWAS1043	MRG	4	250067745
SEEDGWAS1044	MRG	4	250067746
SEEDGWAS1045	MRG	4	250067747
SEEDGWAS1048	MRG	4	250067748
SEEDGWAS1049	MRG	4	250067749
SEEDGWAS105	MRG	4	250054520
SEEDGWAS1050	MRG	4	250067750
SEEDGWAS1051	MRG	4	250067752
SEEDGWAS1053	MRG	4	250067753
SEEDGWAS1054	MRG	4	250067754
SEEDGWAS1055	MRG	4	250067755
SEEDGWAS1056	MRG	4	250067756
SEEDGWAS1057	MRG	4	250067757
SEEDGWAS1058	MRG	4	250067758
SEEDGWAS1059	MRG	4	250067759
SEEDGWAS106	MRG	4	250054521
SEEDGWAS1060	MRG	4	250067760
SEEDGWAS1061	MRG	4	250067761
SEEDGWAS1062	MRG	4	250067762
SEEDGWAS1063	MRG	4	250067763
SEEDGWAS1064	MRG	4	250067764
SEEDGWAS1065	MRG	4	250067765
SEEDGWAS1066	MRG	4	250067766
SEEDGWAS1067	MRG	4	250067767
SEEDGWAS1068	MRG	4	250067768
SEEDGWAS1069	MRG	4	250067769
SEEDGWAS107	MRG	4	250054522
SEEDGWAS1070	MRG	4	250067770
SEEDGWAS1071	MRG	4	250067771
SEEDGWAS1073	MRG	4	250067772
SEEDGWAS1074	MRG	4	250067773
SEEDGWAS1075	MRG	4	250067774
SEEDGWAS1076	MRG	4	250067775
SEEDGWAS1077	MRG	4	250067776
SEEDGWAS1078	MRG	4	250067777
SEEDGWAS1081	MRG	4	250067778
SEEDGWAS1082	MRG	4	250067779
SEEDGWAS1083	MRG	4	250067780
SEEDGWAS1084	MRG	4	250067781
SEEDGWAS1085	MRG	4	250067782
SEEDGWAS1086	MRG	4	250067783
SEEDGWAS1087	MRG	4	250067785
SEEDGWAS1088	MRG	4	250067786
SEEDGWAS1089	MRG	4	250067787
SEEDGWAS1090	MRG	4	250067788
SEEDGWAS1091	MRG	4	250067789
SEEDGWAS1092	MRG	4	250067790
SEEDGWAS1094	MRG	4	250067791
SEEDGWAS1095	MRG	4	250067792
SEEDGWAS1096	MRG	4	250067793
SEEDGWAS1097	MRG	4	250067794
SEEDGWAS1098	MRG	4	250067795
SEEDGWAS1099	MRG	4	250067796
SEEDGWAS1100	MRG	4	250067797
SEEDGWAS1101	MRG	4	250067798
SEEDGWAS1102	MRG	4	250067799
SEEDGWAS1103	MRG	4	250067800
SEEDGWAS1104	MRG	4	250067802
SEEDGWAS1105	MRG	4	250067803
SEEDGWAS1106	MRG	4	250067804
SEEDGWAS1107	MRG	4	250067805
SEEDGWAS1108	MRG	4	250067806
SEEDGWAS1109	MRG	4	250067807
SEEDGWAS111	MRG	4	250054523
SEEDGWAS111	MRG	4	250054524
SEEDGWAS1110	MRG	4	250067808
SEEDGWAS1111	MRG	4	250067809
SEEDGWAS1113	MRG	4	250067810
SEEDGWAS1114	MRG	4	250067811
SEEDGWAS1115	MRG	4	250070129
SEEDGWAS1117	MRG	4	250070130
SEEDGWAS1118	MRG	4	250070132
SEEDGWAS112	MRG	4	250054525
SEEDGWAS1120	MRG	4	250070133
SEEDGWAS1121	MRG	4	250070134
SEEDGWAS1122	MRG	4	250070135
SEEDGWAS1124	MRG	4	250070137
